pos,name,salary,team,opp,date
C,Nikola Jokic,11600,DEN,LAC,2023-02-26
SG/PG,Shai Gilgeous-Alexander,10700,OKC,SAC,2023-02-26
PG,Damian Lillard,10500,POR,HOU,2023-02-26
SF/PF,Kawhi Leonard,10300,LAC,DEN,2023-02-26
C/PF,Domantas Sabonis,9600,SAC,OKC,2023-02-26
SG,Donovan Mitchell,9500,CLE,TOR,2023-02-26
PF,Pascal Siakam,9400,TOR,CLE,2023-02-26
SG/SF,Anthony Edwards,9400,MIN,GS,2023-02-26
PG,De'Aaron Fox,9400,SAC,OKC,2023-02-26
PG,Stephen Curry,9200,GS,MIN,2023-02-26
SG/SF,Paul George,9000,LAC,DEN,2023-02-26
PF/C,Karl-Anthony Towns,8700,MIN,GS,2023-02-26
C,Jakob Poeltl,8500,TOR,CLE,2023-02-26
PG,Darius Garland,8400,CLE,TOR,2023-02-26
SG,Klay Thompson,8200,GS,MIN,2023-02-26
PG,Fred VanVleet,8200,TOR,CLE,2023-02-26
PG,Jamal Murray,8000,DEN,LAC,2023-02-26
SG/PG,Josh Giddey,8000,OKC,SAC,2023-02-26
PG/SG,Jordan Poole,8000,GS,MIN,2023-02-26
C,Rudy Gobert,7900,MIN,GS,2023-02-26
PF/SF,Scottie Barnes,7800,TOR,CLE,2023-02-26
PF,Aaron Gordon,7700,DEN,LAC,2023-02-26
PG,Russell Westbrook,7600,LAC,DEN,2023-02-26
C/PF,Jarrett Allen,7600,CLE,TOR,2023-02-26
PG,Kevin Porter,7500,HOU,POR,2023-02-26
PF/C,Evan Mobley,7400,CLE,TOR,2023-02-26
SG/PG,Jalen Green,7400,HOU,POR,2023-02-26
C,Alperen Sengun,7300,HOU,POR,2023-02-26
SF,Andrew Wiggins,7200,GS,MIN,2023-02-26
C,Jusuf Nurkic,7100,POR,HOU,2023-02-26
PF/SF,Michael Porter,7000,DEN,LAC,2023-02-26
PF/C,Draymond Green,6800,GS,MIN,2023-02-26
SF/SG,OG Anunoby,6600,TOR,CLE,2023-02-26
SF/SG,Norman Powell,6400,LAC,DEN,2023-02-26
PF/SF,Jerami Grant,6300,POR,HOU,2023-02-26
C,Mason Plumlee,6200,LAC,DEN,2023-02-26
SG,Gary Trent,6100,TOR,CLE,2023-02-26
SG/PG,Anfernee Simons,6100,POR,HOU,2023-02-26
SF/SG,Jalen Williams,6100,OKC,SAC,2023-02-26
SF/PF,Kenyon Martin,6000,HOU,POR,2023-02-26
SF/SG,Luguentz Dort,5900,OKC,SAC,2023-02-26
C,Ivica Zubac,5900,LAC,DEN,2023-02-26
SG,Kentavious Caldwell-Pope,5800,DEN,LAC,2023-02-26
SG,Malik Monk,5800,SAC,OKC,2023-02-26
C,Kevon Looney,5700,GS,MIN,2023-02-26
SG/SF,Kevin Huerter,5700,SAC,OKC,2023-02-26
PG,Mike Conley,5600,MIN,GS,2023-02-26
SF/PF,Jaden McDaniels,5600,MIN,GS,2023-02-26
PF,Jabari Smith,5600,HOU,POR,2023-02-26
SF/PF,Kyle Anderson,5500,MIN,GS,2023-02-26
SG/SF,Cam Reddish,5400,POR,HOU,2023-02-26
PG,Isaiah Joe,5300,OKC,SAC,2023-02-26
SG/SF,Donte DiVincenzo,5300,GS,MIN,2023-02-26
SF/SG,Bruce Brown,5300,DEN,LAC,2023-02-26
C/PF,Drew Eubanks,5300,POR,HOU,2023-02-26
SG/SF,Caris LeVert,5300,CLE,TOR,2023-02-26
SF/PF,Keegan Murray,5200,SAC,OKC,2023-02-26
SG,Eric Gordon,5200,LAC,DEN,2023-02-26
C/PF,Chris Boucher,5200,TOR,CLE,2023-02-26
C,Naz Reid,5200,MIN,GS,2023-02-26
PF/C,Precious Achiuwa,5200,TOR,CLE,2023-02-26
PG/SG,Terance Mann,5100,LAC,DEN,2023-02-26
SF,Tari Eason,5100,HOU,POR,2023-02-26
PF/C,Jaylin Williams,5000,OKC,SAC,2023-02-26
SF/PF,Harrison Barnes,4900,SAC,OKC,2023-02-26
PG,Jaylen Nowell,4900,MIN,GS,2023-02-26
SG/SF,Terence Davis,4800,SAC,OKC,2023-02-26
SF/PF,Jae'Sean Tate,4800,HOU,POR,2023-02-26
SF/PF,Taurean Prince,4700,MIN,GS,2023-02-26
SF,Vlatko Cancar,4700,DEN,LAC,2023-02-26
SF,Kenrich Williams,4700,OKC,SAC,2023-02-26
PG,Ricky Rubio,4700,CLE,TOR,2023-02-26
SF,Justise Winslow,4700,POR,HOU,2023-02-26
PF/SF,Marcus Morris,4600,LAC,DEN,2023-02-26
PG/SG,Malachi Flynn,4600,TOR,CLE,2023-02-26
PG,TyTy Washington,4600,HOU,POR,2023-02-26
SG,Shaedon Sharpe,4500,POR,HOU,2023-02-26
PF,Trendon Watford,4500,POR,HOU,2023-02-26
SF/PF,Cedi Osman,4500,CLE,TOR,2023-02-26
SG,Christian Braun,4500,DEN,LAC,2023-02-26
PG,Ty Jerome,4400,GS,MIN,2023-02-26
PF/SF,Robert Covington,4300,LAC,DEN,2023-02-26
PG,Bones Hyland,4300,LAC,DEN,2023-02-26
