pos,name,salary,team,opp,date
PF/SF,Giannis Antetokounmpo,12200,MIL,CHA,2023-01-31
C,Nikola Jokic,11400,DEN,NO,2023-01-31
SF/PF,LeBron James,10700,LAL,NY,2023-01-31
PF/C,Anthony Davis,10200,LAL,NY,2023-01-31
SF/PF,Kawhi Leonard,9600,LAC,CHI,2023-01-31
PF/C,Julius Randle,9400,NY,LAL,2023-01-31
PF,Zion Williamson,9000,NO,DEN,2023-01-31
C/PF,Bam Adebayo,8700,MIA,CLE,2023-01-31
SG/PG,Darius Garland,8600,CLE,MIA,2023-01-31
SG/SF,DeMar DeRozan,8500,CHI,LAC,2023-01-31
SF/PF,Jimmy Butler,8400,MIA,CLE,2023-01-31
SG/SF,Paul George,8300,LAC,CHI,2023-01-31
C,Nikola Vucevic,8200,CHI,LAC,2023-01-31
SG/PG,Donovan Mitchell,8100,CLE,MIA,2023-01-31
PG,LaMelo Ball,8000,CHA,MIL,2023-01-31
PG/SG,CJ McCollum,8000,NO,DEN,2023-01-31
PG/SG,Jamal Murray,7900,DEN,NO,2023-01-31
SG/PG,Terry Rozier,7800,CHA,MIL,2023-01-31
PG/SG,Jrue Holiday,7700,MIL,CHA,2023-01-31
PF/C,Evan Mobley,7600,CLE,MIA,2023-01-31
PG/SG,Jalen Brunson,7500,NY,LAL,2023-01-31
PF/C,Aaron Gordon,7300,DEN,NO,2023-01-31
SG/SF,Zach LaVine,7200,CHI,LAC,2023-01-31
SG/SF,Tyler Herro,7100,MIA,CLE,2023-01-31
SF/SG,Brandon Ingram,7000,NO,DEN,2023-01-31
C/PF,Jarrett Allen,7000,CLE,MIA,2023-01-31
C,Mason Plumlee,6900,CHA,MIL,2023-01-31
SF/SG,RJ Barrett,6800,NY,LAL,2023-01-31
PG,Russell Westbrook,6700,LAL,NY,2023-01-31
C,Jonas Valanciunas,6600,NO,DEN,2023-01-31
SF/SG,Kelly Oubre,6500,CHA,MIL,2023-01-31
PF/C,Bobby Portis,6400,MIL,CHA,2023-01-31
SF/SG,Khris Middleton,6300,MIL,CHA,2023-01-31
C,Brook Lopez,6200,MIL,CHA,2023-01-31
PF/C,P.J. Washington,6100,CHA,MIL,2023-01-31
SG/PG,Dennis Schroder,6000,LAL,NY,2023-01-31
C,Mitchell Robinson,6000,NY,LAL,2023-01-31
PF/SF,Michael Porter,5900,DEN,NO,2023-01-31
SF/SG,Bruce Brown,5800,DEN,NO,2023-01-31
SF/SG,Gordon Hayward,5700,CHA,MIL,2023-01-31
SG/PG,Victor Oladipo,5600,MIA,CLE,2023-01-31
C,Ivica Zubac,5600,LAC,CHI,2023-01-31
SF/SG,Norman Powell,5500,LAC,CHI,2023-01-31
PF/SF,Jalen McDaniels,5400,CHA,MIL,2023-01-31
SF/PF,Patrick Williams,5300,CHI,LAC,2023-01-31
SG/SF,Caris LeVert,5300,CLE,MIA,2023-01-31
PG,Kyle Lowry,5200,MIA,CLE,2023-01-31
SG/PG,Immanuel Quickley,5200,NY,LAL,2023-01-31
C,Thomas Bryant,5200,LAL,NY,2023-01-31
PF/SF,Robert Covington,5100,LAC,CHI,2023-01-31
SF/SG,Pat Connaughton,5100,MIL,CHA,2023-01-31
PG,Dennis Smith,5000,CHA,MIL,2023-01-31
PG/SG,Patrick Beverley,5000,LAL,NY,2023-01-31
SG/SF,Lonnie Walker,5000,LAL,NY,2023-01-31
SF/PF,Rui Hachimura,4900,LAL,NY,2023-01-31
SG/SF,Kentavious Caldwell-Pope,4900,DEN,NO,2023-01-31
PG/SG,Alex Caruso,4900,CHI,LAC,2023-01-31
PG/SG,John Wall,4800,LAC,CHI,2023-01-31
SG/SF,Max Strus,4800,MIA,CLE,2023-01-31
PG,Bones Hyland,4800,DEN,NO,2023-01-31
SF,Naji Marshall,4800,NO,DEN,2023-01-31
SG/SF,Herbert Jones,4800,NO,DEN,2023-01-31
C,Jericho Sims,4700,NY,LAL,2023-01-31
PF/C,Zeke Nnaji,4700,DEN,NO,2023-01-31
PG,Jose Alvarado,4700,NO,DEN,2023-01-31
SG/SF,Grayson Allen,4600,MIL,CHA,2023-01-31
SG/SF,Terance Mann,4600,LAC,CHI,2023-01-31
PF/C,Larry Nance,4500,NO,DEN,2023-01-31
PF/C,Willy Hernangomez,4500,NO,DEN,2023-01-31
SF/SG,Caleb Martin,4400,MIA,CLE,2023-01-31
SF,Trey Murphy,4400,NO,DEN,2023-01-31
PF/SF,Marcus Morris,4400,LAC,CHI,2023-01-31
C,Mark Williams,4300,CHA,MIL,2023-01-31
PG/SG,Gabe Vincent,4300,MIA,CLE,2023-01-31
PF/C,Isaiah Hartenstein,4300,NY,LAL,2023-01-31
C,Moses Brown,4200,LAC,CHI,2023-01-31
SF,Haywood Highsmith,4200,MIA,CLE,2023-01-31
SF/SG,Austin Reaves,4200,LAL,NY,2023-01-31
SG/SF,Quentin Grimes,4100,NY,LAL,2023-01-31
SF/PF,Cedi Osman,4100,CLE,MIA,2023-01-31
PG/SG,Ayo Dosunmu,4100,CHI,LAC,2023-01-31
SF/SG,Isaac Okoro,4100,CLE,MIA,2023-01-31
PF/C,Jaxson Hayes,4000,NO,DEN,2023-01-31
PF/C,Kevin Love,4000,CLE,MIA,2023-01-31
C,Orlando Robinson,4000,MIA,CLE,2023-01-31
PG,Kira Lewis,4000,NO,DEN,2023-01-31
PG,Reggie Jackson,4000,LAC,CHI,2023-01-31
PG/SG,Coby White,4000,CHI,LAC,2023-01-31
PF/SF,Dean Wade,3900,CLE,MIA,2023-01-31
SG/SF,Javonte Green,3900,CHI,LAC,2023-01-31
SF/PF,Nicolas Batum,3900,LAC,CHI,2023-01-31
SG,Brandon Boston,3900,LAC,CHI,2023-01-31
SF/SG,Amir Coffey,3900,LAC,CHI,2023-01-31
PG,Ricky Rubio,3900,CLE,MIA,2023-01-31
SG/SF,Joe Ingles,3900,MIL,CHA,2023-01-31
SF,Troy Brown,3900,LAL,NY,2023-01-31
C,Andre Drummond,3900,CHI,LAC,2023-01-31
PG/SG,Jevon Carter,3900,MIL,CHA,2023-01-31
PF,Wenyen Gabriel,3900,LAL,NY,2023-01-31
PF,Moussa Diabate,3900,LAC,CHI,2023-01-31
PG,Dyson Daniels,3800,NO,DEN,2023-01-31
SG/PG,Cody Martin,3800,CHA,MIL,2023-01-31
SF,Vlatko Cancar,3800,DEN,NO,2023-01-31
SF,Jamal Cain,3800,MIA,CLE,2023-01-31
PG,Jason Preston,3800,LAC,CHI,2023-01-31
PG,Theo Maledon,3800,CHA,MIL,2023-01-31
