pos,name,salary,team,opp,date
PG/SG,Luka Doncic,12000,DAL,ORL,2022-10-30
C,Nikola Jokic,11300,DEN,LAL,2022-10-30
PF/C,Anthony Davis,10700,LAL,DEN,2022-10-30
PF/SF,Jayson Tatum,10500,BOS,WAS,2022-10-30
SF/PF,LeBron James,10400,LAL,DEN,2022-10-30
PG,Stephen Curry,9900,GS,DET,2022-10-30
SG/PG,Donovan Mitchell,9300,CLE,NY,2022-10-30
SG,Devin Booker,8900,PHO,HOU,2022-10-30
C,Rudy Gobert,8700,MIN,SA,2022-10-30
SG,Bradley Beal,8600,WAS,BOS,2022-10-30
PF/SF,Paolo Banchero,8500,ORL,DAL,2022-10-30
PF/C,Karl-Anthony Towns,8400,MIN,SA,2022-10-30
SF/SG,Jaylen Brown,8300,BOS,WAS,2022-10-30
PG/SG,Cade Cunningham,8000,DET,GS,2022-10-30
PG,Kevin Porter,7900,HOU,PHO,2022-10-30
SG/SF,Anthony Edwards,7700,MIN,SA,2022-10-30
PG/SG,Jalen Brunson,7600,NY,CLE,2022-10-30
SG/PG,Darius Garland,7600,CLE,NY,2022-10-30
SF/PF,Andrew Wiggins,7600,GS,DET,2022-10-30
PF/C,Julius Randle,7500,NY,CLE,2022-10-30
PF/SF,Keldon Johnson,7500,SA,MIN,2022-10-30
PG,Chris Paul,7400,PHO,HOU,2022-10-30
PG/SG,D'Angelo Russell,7400,MIN,SA,2022-10-30
SF/PF,Kyle Kuzma,7300,WAS,BOS,2022-10-30
C/PF,Kristaps Porzingis,7200,WAS,BOS,2022-10-30
PF/C,Christian Wood,7200,DAL,ORL,2022-10-30
C,Jakob Poeltl,7100,SA,MIN,2022-10-30
C,Deandre Ayton,7000,PHO,HOU,2022-10-30
C/PF,Jarrett Allen,6900,CLE,NY,2022-10-30
SG/SF,Caris LeVert,6700,CLE,NY,2022-10-30
PG,Russell Westbrook,6700,LAL,DEN,2022-10-30
SF/SG,Franz Wagner,6600,ORL,DAL,2022-10-30
SG,Devin Vassell,6500,SA,MIN,2022-10-30
PF/C,Evan Mobley,6400,CLE,NY,2022-10-30
C/PF,Wendell Carter,6400,ORL,DAL,2022-10-30
SG/PG,Jalen Green,6400,HOU,PHO,2022-10-30
PF/SF,Michael Porter,6300,DEN,LAL,2022-10-30
SG,Jaden Ivey,6200,DET,GS,2022-10-30
SG/SF,Mikal Bridges,6100,PHO,HOU,2022-10-30
C/PF,Alperen Sengun,6100,HOU,PHO,2022-10-30
SF/PF,Bojan Bogdanovic,6000,DET,GS,2022-10-30
PF,Jabari Smith,6000,HOU,PHO,2022-10-30
PG,Tre Jones,6000,SA,MIN,2022-10-30
PG/SG,Jordan Poole,5900,GS,DET,2022-10-30
SF/SG,RJ Barrett,5900,NY,CLE,2022-10-30
PG/SG,Cole Anthony,5900,ORL,DAL,2022-10-30
SF,Saddiq Bey,5800,DET,GS,2022-10-30
PF/C,Draymond Green,5700,GS,DET,2022-10-30
SG/PG,Marcus Smart,5600,BOS,WAS,2022-10-30
PF/C,Aaron Gordon,5600,DEN,LAL,2022-10-30
C/PF,Al Horford,5600,BOS,WAS,2022-10-30
SG/SF,Klay Thompson,5500,GS,DET,2022-10-30
C/PF,Isaiah Stewart,5500,DET,GS,2022-10-30
PG/SG,Jamal Murray,5400,DEN,LAL,2022-10-30
SF/SG,Josh Richardson,5300,SA,MIN,2022-10-30
PG/SG,Malcolm Brogdon,5300,BOS,WAS,2022-10-30
PG/SG,Spencer Dinwiddie,5200,DAL,ORL,2022-10-30
SG/SF,Lonnie Walker,5200,LAL,DEN,2022-10-30
C,Mitchell Robinson,5200,NY,CLE,2022-10-30
PG,Jaylen Nowell,5200,MIN,SA,2022-10-30
SG/SF,Will Barton,5100,WAS,BOS,2022-10-30
PG/SG,R.J. Hampton,5000,ORL,DAL,2022-10-30
PG/SG,Jalen Suggs,5000,ORL,DAL,2022-10-30
C,Mo Bamba,5000,ORL,DAL,2022-10-30
C,Thomas Bryant,5000,LAL,DEN,2022-10-30
SF/SG,Eric Gordon,5000,HOU,PHO,2022-10-30
SF/PF,Jaden McDaniels,5000,MIN,SA,2022-10-30
SG/PG,Immanuel Quickley,5000,NY,CLE,2022-10-30
SF/PF,Jae'Sean Tate,4900,HOU,PHO,2022-10-30
PG/SG,Patrick Beverley,4900,LAL,DEN,2022-10-30
C,Bol Bol,4900,ORL,DAL,2022-10-30
PF/C,Bruno Fernando,4900,HOU,PHO,2022-10-30
C,Jalen Duren,4900,DET,GS,2022-10-30
PF,Isaiah Hartenstein,4900,NY,CLE,2022-10-30
PG,Monte Morris,4900,WAS,BOS,2022-10-30
SG/SF,Tim Hardaway,4900,DAL,ORL,2022-10-30
PG/SG,Derrick White,4800,BOS,WAS,2022-10-30
SG/SF,Terrence Ross,4800,ORL,DAL,2022-10-30
C/PF,Kevon Looney,4800,GS,DET,2022-10-30
PF,Grant Williams,4800,BOS,WAS,2022-10-30
PF/C,Kevin Love,4700,CLE,NY,2022-10-30
SG,Bruce Brown,4700,DEN,LAL,2022-10-30
SF/PF,Jeremy Sochan,4700,SA,MIN,2022-10-30
SG/SF,Kentavious Caldwell-Pope,4700,DEN,LAL,2022-10-30
PG,Bones Hyland,4600,DEN,LAL,2022-10-30
PG/SG,Delon Wright,4600,WAS,BOS,2022-10-30
PG/SG,Cameron Payne,4600,PHO,HOU,2022-10-30
PF,Wenyen Gabriel,4600,LAL,DEN,2022-10-30
C,JaVale McGee,4500,DAL,ORL,2022-10-30
SF/PF,Cedi Osman,4500,CLE,NY,2022-10-30
SF,Tari Eason,4500,HOU,PHO,2022-10-30
C,Jock Landale,4500,PHO,HOU,2022-10-30
SG/PG,Dennis Schroder,4400,LAL,DEN,2022-10-30
PF/C,Zach Collins,4400,SA,MIN,2022-10-30
SF/SG,Austin Reaves,4400,LAL,DEN,2022-10-30
C,James Wiseman,4400,GS,DET,2022-10-30
SG/SF,Evan Fournier,4300,NY,CLE,2022-10-30
SF/PF,Cameron Johnson,4300,PHO,HOU,2022-10-30
SF/PF,Kenyon Martin,4200,HOU,PHO,2022-10-30
PG/SG,Alec Burks,4200,DET,GS,2022-10-30
PF,Obi Toppin,4200,NY,CLE,2022-10-30
SG/SF,Cam Reddish,4100,NY,CLE,2022-10-30
SF/PF,Rui Hachimura,4100,WAS,BOS,2022-10-30
PF/SF,Jeff Green,4100,DEN,LAL,2022-10-30
SG/SF,Reggie Bullock,4000,DAL,ORL,2022-10-30
PG,Killian Hayes,4000,DET,GS,2022-10-30
C,Damian Jones,4000,LAL,DEN,2022-10-30
SF/PF,Kyle Anderson,4000,MIN,SA,2022-10-30
C,Bismack Biyombo,4000,PHO,HOU,2022-10-30
PF/SF,Doug McDermott,4000,SA,MIN,2022-10-30
PG/SG,Markelle Fultz,4000,ORL,DAL,2022-10-30
SF/PF,Dorian Finney-Smith,4000,DAL,ORL,2022-10-30
SF,Garrison Mathews,3900,HOU,PHO,2022-10-30
PG,Jordan McLaughlin,3900,MIN,SA,2022-10-30
PF,Noah Vonleh,3900,BOS,WAS,2022-10-30
SF,Troy Brown,3900,LAL,DEN,2022-10-30
PF/C,Marvin Bagley,3900,DET,GS,2022-10-30
PF/C,Maxi Kleber,3900,DAL,ORL,2022-10-30
SG/SF,Hamidou Diallo,3900,DET,GS,2022-10-30
SG,Christian Braun,3900,DEN,LAL,2022-10-30
PF,Chuma Okeke,3900,ORL,DAL,2022-10-30
PG/SG,Derrick Rose,3900,NY,CLE,2022-10-30
PF,Dario Saric,3900,PHO,HOU,2022-10-30
PF/SF,Dean Wade,3900,CLE,NY,2022-10-30
SF/PF,Jonathan Isaac,3900,ORL,DAL,2022-10-30
SG,Damion Lee,3900,PHO,HOU,2022-10-30
SG/PG,Kendrick Nunn,3900,LAL,DEN,2022-10-30
SF/PF,Taurean Prince,3800,MIN,SA,2022-10-30
PF/C,JaMychal Green,3800,GS,DET,2022-10-30
SG,Josh Christopher,3800,HOU,PHO,2022-10-30
SF/PF,Deni Avdija,3800,WAS,BOS,2022-10-30
SG/SF,Donte DiVincenzo,3800,GS,DET,2022-10-30
PF/C,Isaiah Roby,3800,SA,MIN,2022-10-30
SG/SF,Torrey Craig,3800,PHO,HOU,2022-10-30
C,DeAndre Jordan,3800,DEN,LAL,2022-10-30
C,Gorgui Dieng,3800,SA,MIN,2022-10-30
PF,Juan Toscano-Anderson,3700,LAL,DEN,2022-10-30
SF,Corey Kispert,3700,WAS,BOS,2022-10-30
PG,Facundo Campazzo,3700,DAL,ORL,2022-10-30
PG,Cory Joseph,3700,DET,GS,2022-10-30
PF,Usman Garuba,3700,HOU,PHO,2022-10-30
SG,Blake Wesley,3700,SA,MIN,2022-10-30
C,Daniel Gafford,3700,WAS,BOS,2022-10-30
SG,Landry Shamet,3700,PHO,HOU,2022-10-30
C/PF,Dwight Powell,3700,DAL,ORL,2022-10-30
PF/C,Blake Griffin,3700,BOS,WAS,2022-10-30
C,Naz Reid,3700,MIN,SA,2022-10-30
SG,Moses Moody,3600,GS,DET,2022-10-30
PF,Isaiah Livers,3600,DET,GS,2022-10-30
SG/SF,Quentin Grimes,3600,NY,CLE,2022-10-30
C,Robin Lopez,3600,CLE,NY,2022-10-30
SG,Duane Washington,3600,PHO,HOU,2022-10-30
PG,Daishen Nix,3600,HOU,PHO,2022-10-30
SF/PF,Kevin Knox,3600,DET,GS,2022-10-30
SF,Davis Bertans,3600,DAL,ORL,2022-10-30
SF,Jonathan Kuminga,3600,GS,DET,2022-10-30
PF,Moritz Wagner,3600,ORL,DAL,2022-10-30
SG,Johnny Davis,3600,WAS,BOS,2022-10-30
PG,TyTy Washington,3600,HOU,PHO,2022-10-30
PG,Raul Neto,3600,CLE,NY,2022-10-30
PG,Frank Ntilikina,3600,DAL,ORL,2022-10-30
SG,Josh Green,3600,DAL,ORL,2022-10-30
SF/SG,Isaac Okoro,3600,CLE,NY,2022-10-30
SG/SF,Gary Harris,3600,ORL,DAL,2022-10-30
SG,Tyler Dorsey,3600,DAL,ORL,2022-10-30
SG/SF,Theo Pinson,3500,DAL,ORL,2022-10-30
SF,Ish Wainright,3500,PHO,HOU,2022-10-30
SF,Vlatko Cancar,3500,DEN,LAL,2022-10-30
SG,Buddy Boeheim,3500,DET,GS,2022-10-30
PF,Nathan Knight,3500,MIN,SA,2022-10-30
SF,Matt Ryan,3500,LAL,DEN,2022-10-30
C,Luka Garza,3500,MIN,SA,2022-10-30
PF,Luke Kornet,3500,BOS,WAS,2022-10-30
PG,Miles McBride,3500,NY,CLE,2022-10-30
C,Jericho Sims,3500,NY,CLE,2022-10-30
SF,Sam Hauser,3500,BOS,WAS,2022-10-30
PG,McKinley Wright,3500,DAL,ORL,2022-10-30
PF,Anthony Gill,3500,WAS,BOS,2022-10-30
PG,Scotty Pippen,3500,LAL,DEN,2022-10-30
C,Charles Bassey,3500,SA,MIN,2022-10-30
PG,Trevor Hudgins,3500,HOU,PHO,2022-10-30
PG,Collin Gillespie,3500,DEN,LAL,2022-10-30
PG,Ricky Rubio,3500,CLE,NY,2022-10-30
SF,Cole Swider,3500,LAL,DEN,2022-10-30
SF,Anthony Lamb,3500,GS,DET,2022-10-30
PG/SG,Ryan Arcidiacono,3500,NY,CLE,2022-10-30
SF,Braxton Key,3500,DET,GS,2022-10-30
SF/SG,Josh Okogie,3500,PHO,HOU,2022-10-30
PF,Keita Bates-Diop,3500,SA,MIN,2022-10-30
PF,Isaiah Todd,3500,WAS,BOS,2022-10-30
PF,Mamadi Diakite,3500,CLE,NY,2022-10-30
PG/SG,Ish Smith,3500,DEN,LAL,2022-10-30
PF/C,Robert Williams,3500,BOS,WAS,2022-10-30
SG,Max Christie,3500,LAL,DEN,2022-10-30
SF,Malaki Branham,3500,SA,MIN,2022-10-30
SG/PG,Austin Rivers,3500,MIN,SA,2022-10-30
SG,Svi Mykhailiuk,3500,NY,CLE,2022-10-30
SG,Bryn Forbes,3500,MIN,SA,2022-10-30
SG,Romeo Langford,3500,SA,MIN,2022-10-30
PG,JD Davison,3500,BOS,WAS,2022-10-30
SG,Peyton Watson,3500,DEN,LAL,2022-10-30
PF,Darius Days,3500,HOU,PHO,2022-10-30
SF,Admiral Schofield,3500,ORL,DAL,2022-10-30
SF,Caleb Houstan,3500,ORL,DAL,2022-10-30
PG,Ty Jerome,3500,GS,DET,2022-10-30
SG,Trevor Keels,3500,NY,CLE,2022-10-30
SG,Ryan Rollins,3500,GS,DET,2022-10-30
SF,Patrick Baldwin,3500,GS,DET,2022-10-30
SG,Wendell Moore,3500,MIN,SA,2022-10-30
SF,Josh Minott,3500,MIN,SA,2022-10-30
SG,Dylan Windler,3500,CLE,NY,2022-10-30
PF,Isaiah Mobley,3500,CLE,NY,2022-10-30
