pos,name,salary,team,opp,date
C,Nikola Jokic,11600,DEN,LAC,2023-01-13
PF/C,Julius Randle,10300,NY,WAS,2023-01-13
SG/PG,Shai Gilgeous-Alexander,10200,OKC,CHI,2023-01-13
C/PF,Domantas Sabonis,10000,SAC,HOU,2023-01-13
PF,Zion Williamson,9700,NO,DET,2023-01-13
PG,Trae Young,9600,ATL,IND,2023-01-13
PG/SG,Tyrese Haliburton,9500,IND,ATL,2023-01-13
PG,Stephen Curry,9300,GS,SA,2023-01-13
SG,Devin Booker,9200,PHO,MIN,2023-01-13
PG/SG,CJ McCollum,9100,NO,DET,2023-01-13
PF/C,Karl-Anthony Towns,9000,MIN,PHO,2023-01-13
SF/PF,Kawhi Leonard,9000,LAC,DEN,2023-01-13
SG/SF,Paul George,8800,LAC,DEN,2023-01-13
SG/PG,Dejounte Murray,8700,ATL,IND,2023-01-13
C/PF,Kristaps Porzingis,8700,WAS,NY,2023-01-13
SG/SF,Zach LaVine,8600,CHI,OKC,2023-01-13
PG/SG,Jalen Brunson,8500,NY,WAS,2023-01-13
PG,De'Aaron Fox,8500,SAC,HOU,2023-01-13
SG/SF,Anthony Edwards,8400,MIN,PHO,2023-01-13
SG/SF,DeMar DeRozan,8300,CHI,OKC,2023-01-13
PF/SF,Lauri Markkanen,8200,UTA,ORL,2023-01-13
C,Nikola Vucevic,8100,CHI,OKC,2023-01-13
SG,Bradley Beal,8100,WAS,NY,2023-01-13
SF/PF,Kyle Kuzma,8000,WAS,NY,2023-01-13
PF/SF,Paolo Banchero,8000,ORL,UTA,2023-01-13
SG/SF,Klay Thompson,7900,GS,SA,2023-01-13
PG,Kevin Porter,7900,HOU,SAC,2023-01-13
C/PF,Myles Turner,7900,IND,ATL,2023-01-13
PG/SG,Jamal Murray,7800,DEN,LAC,2023-01-13
PG,Chris Paul,7800,PHO,MIN,2023-01-13
C,Deandre Ayton,7700,PHO,MIN,2023-01-13
SG/PG,Josh Giddey,7700,OKC,CHI,2023-01-13
PG/SG,Jordan Poole,7700,GS,SA,2023-01-13
SF/SG,Brandon Ingram,7600,NO,DET,2023-01-13
PG/SG,Markelle Fultz,7600,ORL,UTA,2023-01-13
C,Rudy Gobert,7500,MIN,PHO,2023-01-13
C,Jonas Valanciunas,7300,NO,DET,2023-01-13
SF/SG,RJ Barrett,7200,NY,WAS,2023-01-13
PG,Killian Hayes,7100,DET,NO,2023-01-13
PF/C,John Collins,7000,ATL,IND,2023-01-13
SG/PG,Jalen Green,7000,HOU,SAC,2023-01-13
SF/PF,Andrew Wiggins,7000,GS,SA,2023-01-13
PF/SF,Keldon Johnson,6900,SA,GS,2023-01-13
PG/SG,D'Angelo Russell,6900,MIN,PHO,2023-01-13
C,Jakob Poeltl,6800,SA,GS,2023-01-13
PG/SG,Jordan Clarkson,6800,UTA,ORL,2023-01-13
PG,Tre Jones,6800,SA,GS,2023-01-13
SG/SF,Buddy Hield,6700,IND,ATL,2023-01-13
SG/SF,Mikal Bridges,6700,PHO,MIN,2023-01-13
SG,Devin Vassell,6700,SA,GS,2023-01-13
SF/SG,Franz Wagner,6600,ORL,UTA,2023-01-13
SF/PF,Bojan Bogdanovic,6600,DET,NO,2023-01-13
C/PF,Wendell Carter,6500,ORL,UTA,2023-01-13
PF/C,Aaron Gordon,6400,DEN,LAC,2023-01-13
C,Alperen Sengun,6400,HOU,SAC,2023-01-13
C,Mitchell Robinson,6300,NY,WAS,2023-01-13
SF,Naji Marshall,6300,NO,DET,2023-01-13
SF/PF,Kyle Anderson,6200,MIN,PHO,2023-01-13
C,Onyeka Okongwu,6200,ATL,IND,2023-01-13
PF/C,Draymond Green,6200,GS,SA,2023-01-13
SF/PF,De'Andre Hunter,6100,ATL,IND,2023-01-13
C,Clint Capela,6100,ATL,IND,2023-01-13
C,Ivica Zubac,6000,LAC,DEN,2023-01-13
SG/SF,Kevin Huerter,6000,SAC,HOU,2023-01-13
SF/SG,Bogdan Bogdanovic,6000,ATL,IND,2023-01-13
C/PF,Isaiah Stewart,6000,DET,NO,2023-01-13
SF/PF,Harrison Barnes,5900,SAC,HOU,2023-01-13
SG,Duane Washington,5900,PHO,MIN,2023-01-13
SF/SG,Jalen Williams,5900,OKC,CHI,2023-01-13
SG,Jaden Ivey,5900,DET,NO,2023-01-13
PG,Mike Conley,5900,UTA,ORL,2023-01-13
SF/SG,Luguentz Dort,5800,OKC,CHI,2023-01-13
C/PF,Kevon Looney,5800,GS,SA,2023-01-13
C,Jalen Duren,5800,DET,NO,2023-01-13
SF/PF,Jaden McDaniels,5800,MIN,PHO,2023-01-13
PG/SG,Cole Anthony,5800,ORL,UTA,2023-01-13
PF/SF,Michael Porter,5700,DEN,LAC,2023-01-13
SG,Bruce Brown,5700,DEN,LAC,2023-01-13
C,Daniel Gafford,5700,WAS,NY,2023-01-13
SF/SG,Josh Richardson,5700,SA,GS,2023-01-13
PF/C,Zach Collins,5700,SA,GS,2023-01-13
SG/PG,Immanuel Quickley,5700,NY,WAS,2023-01-13
SG/SF,Bennedict Mathurin,5600,IND,ATL,2023-01-13
PF,Jarred Vanderbilt,5600,UTA,ORL,2023-01-13
SG,Landry Shamet,5600,PHO,MIN,2023-01-13
C,Walker Kessler,5600,UTA,ORL,2023-01-13
SF/SG,Norman Powell,5600,LAC,DEN,2023-01-13
SF,Saddiq Bey,5600,DET,NO,2023-01-13
PG,Monte Morris,5600,WAS,NY,2023-01-13
PG/SG,John Wall,5500,LAC,DEN,2023-01-13
SG/SF,Quentin Grimes,5500,NY,WAS,2023-01-13
SG/SF,Herbert Jones,5500,NO,DET,2023-01-13
SF/PF,Torrey Craig,5500,PHO,MIN,2023-01-13
PF/C,Jalen Smith,5500,IND,ATL,2023-01-13
PG,Bones Hyland,5400,DEN,LAC,2023-01-13
SF/PF,Rui Hachimura,5400,WAS,NY,2023-01-13
SF/PF,Aaron Nesmith,5400,IND,ATL,2023-01-13
SF/PF,Deni Avdija,5300,WAS,NY,2023-01-13
PG/SG,Jalen Suggs,5300,ORL,UTA,2023-01-13
SG/PG,Andrew Nembhard,5300,IND,ATL,2023-01-13
SF/PF,Jeremy Sochan,5300,SA,GS,2023-01-13
SF/PF,Keegan Murray,5300,SAC,HOU,2023-01-13
SG,Malik Monk,5300,SAC,HOU,2023-01-13
PF/C,Larry Nance,5200,NO,DET,2023-01-13
SF/SG,Malik Beasley,5200,UTA,ORL,2023-01-13
PG/SG,Alec Burks,5200,DET,NO,2023-01-13
PF,Jabari Smith,5200,HOU,SAC,2023-01-13
C,Naz Reid,5200,MIN,PHO,2023-01-13
SF,Trey Murphy,5100,NO,DET,2023-01-13
PF/SF,Marcus Morris,5100,LAC,DEN,2023-01-13
SG/SF,Kentavious Caldwell-Pope,5100,DEN,LAC,2023-01-13
SF,Kenrich Williams,5100,OKC,CHI,2023-01-13
SF,Anthony Lamb,5000,GS,SA,2023-01-13
SG,Collin Sexton,5000,UTA,ORL,2023-01-13
SG/SF,Donte DiVincenzo,5000,GS,SA,2023-01-13
PF,Moritz Wagner,5000,ORL,UTA,2023-01-13
PF,Dario Saric,5000,PHO,MIN,2023-01-13
C,Nerlens Noel,5000,DET,NO,2023-01-13
SF/PF,Patrick Williams,5000,CHI,OKC,2023-01-13
PG/SG,Cameron Payne,5000,PHO,MIN,2023-01-13
PG/SG,T.J. McConnell,5000,IND,ATL,2023-01-13
C/PF,Kelly Olynyk,4900,UTA,ORL,2023-01-13
PG,Jose Alvarado,4900,NO,DET,2023-01-13
C,Bol Bol,4900,ORL,UTA,2023-01-13
SG,Romeo Langford,4900,SA,GS,2023-01-13
SG,Damion Lee,4900,PHO,MIN,2023-01-13
SF/PF,Jae'Sean Tate,4800,HOU,SAC,2023-01-13
SF,Jonathan Kuminga,4800,GS,SA,2023-01-13
SG/SF,Terance Mann,4800,LAC,DEN,2023-01-13
SF/SG,Eric Gordon,4800,HOU,SAC,2023-01-13
SG/SF,Hamidou Diallo,4700,DET,NO,2023-01-13
PG,Jaylen Nowell,4700,MIN,PHO,2023-01-13
SF/PF,Nicolas Batum,4600,LAC,DEN,2023-01-13
PF,Trey Lyles,4600,SAC,HOU,2023-01-13
PF/C,Willy Hernangomez,4600,NO,DET,2023-01-13
C,Mo Bamba,4600,ORL,UTA,2023-01-13
PF/C,Marvin Bagley,4600,DET,NO,2023-01-13
SF/PF,Taurean Prince,4500,MIN,PHO,2023-01-13
SF,Corey Kispert,4500,WAS,NY,2023-01-13
SF/SG,Josh Okogie,4500,PHO,MIN,2023-01-13
SF/PF,Cameron Johnson,4500,PHO,MIN,2023-01-13
PG/SG,Coby White,4500,CHI,OKC,2023-01-13
PG/SG,Delon Wright,4500,WAS,NY,2023-01-13
C,Moses Brown,4400,LAC,DEN,2023-01-13
PF,Isaiah Jackson,4400,IND,ATL,2023-01-13
C,Bismack Biyombo,4400,PHO,MIN,2023-01-13
PG,Devonte' Graham,4400,NO,DET,2023-01-13
SG/SF,Nickeil Alexander-Walker,4400,UTA,ORL,2023-01-13
PG/SG,Alex Caruso,4400,CHI,OKC,2023-01-13
PF/C,Isaiah Hartenstein,4400,NY,WAS,2023-01-13
C,Jock Landale,4400,PHO,MIN,2023-01-13
PF/C,Aleksej Pokusevski,4300,OKC,CHI,2023-01-13
PG/SG,Ayo Dosunmu,4300,CHI,OKC,2023-01-13
PG,Aaron Holiday,4300,ATL,IND,2023-01-13
SF,Tari Eason,4300,HOU,SAC,2023-01-13
C,Taj Gibson,4300,WAS,NY,2023-01-13
PF/SF,Doug McDermott,4300,SA,GS,2023-01-13
SG/SF,Luke Kennard,4300,LAC,DEN,2023-01-13
SF,Chris Duarte,4200,IND,ATL,2023-01-13
SF,Jalen Johnson,4200,ATL,IND,2023-01-13
C,Andre Drummond,4200,CHI,OKC,2023-01-13
SF,Malaki Branham,4200,SA,GS,2023-01-13
PF/C,Jaxson Hayes,4200,NO,DET,2023-01-13
SG/SF,Terrence Ross,4100,ORL,UTA,2023-01-13
PG,Reggie Jackson,4100,LAC,DEN,2023-01-13
SG/PG,Austin Rivers,4100,MIN,PHO,2023-01-13
C,Goga Bitadze,4100,IND,ATL,2023-01-13
SG/SF,Will Barton,4100,WAS,NY,2023-01-13
C,Mike Muscala,4100,OKC,CHI,2023-01-13
SF,Oshae Brissett,4000,IND,ATL,2023-01-13
PG,Jordan McLaughlin,4000,MIN,PHO,2023-01-13
PG,Tre Mann,4000,OKC,CHI,2023-01-13
PF,Anthony Gill,4000,WAS,NY,2023-01-13
PG,Daishen Nix,4000,HOU,SAC,2023-01-13
C,Chimezie Metu,4000,SAC,HOU,2023-01-13
SF,AJ Griffin,4000,ATL,IND,2023-01-13
PG,Ty Jerome,4000,GS,SA,2023-01-13
SF/PF,Jonathan Isaac,4000,ORL,UTA,2023-01-13
PG,Jordan Goodwin,4000,WAS,NY,2023-01-13
C,James Wiseman,4000,GS,SA,2023-01-13
PF/SF,Robert Covington,3900,LAC,DEN,2023-01-13
SF,Vlatko Cancar,3900,DEN,LAC,2023-01-13
SG/SF,Evan Fournier,3900,NY,WAS,2023-01-13
SG/SF,Javonte Green,3900,CHI,OKC,2023-01-13
SG,Moses Moody,3900,GS,SA,2023-01-13
PG,Davion Mitchell,3900,SAC,HOU,2023-01-13
SF/PF,Kenyon Martin,3900,HOU,SAC,2023-01-13
C/PF,Jeremiah Robinson-Earl,3900,OKC,CHI,2023-01-13
SG,Aaron Wiggins,3900,OKC,CHI,2023-01-13
PF,Usman Garuba,3900,HOU,SAC,2023-01-13
PF,Keita Bates-Diop,3900,SA,GS,2023-01-13
PF,Jaylin Williams,3900,OKC,CHI,2023-01-13
SF/PF,James Johnson,3900,IND,ATL,2023-01-13
C,Gorgui Dieng,3900,SA,GS,2023-01-13
PG,Isaiah Joe,3900,OKC,CHI,2023-01-13
SG,Lindy Waters,3900,OKC,CHI,2023-01-13
SG/SF,Gary Harris,3900,ORL,UTA,2023-01-13
SF,Stanley Johnson,3900,SA,GS,2023-01-13
PF,Nathan Knight,3800,MIN,PHO,2023-01-13
PF,Isaiah Livers,3800,DET,NO,2023-01-13
SG/SF,Terence Davis,3800,SAC,HOU,2023-01-13
PG,Miles McBride,3800,NY,WAS,2023-01-13
C,Jericho Sims,3800,NY,WAS,2023-01-13
C,Charles Bassey,3800,SA,GS,2023-01-13
SF,Caleb Houstan,3800,ORL,UTA,2023-01-13
SG/SF,Talen Horton-Tucker,3800,UTA,ORL,2023-01-13
PF,Chuma Okeke,3800,ORL,UTA,2023-01-13
PG,Dyson Daniels,3800,NO,DET,2023-01-13
SF,Ousmane Dieng,3800,OKC,CHI,2023-01-13
SF/SG,Amir Coffey,3800,LAC,DEN,2023-01-13
SF/PF,Derrick Jones,3800,CHI,OKC,2023-01-13
PG,Goran Dragic,3800,CHI,OKC,2023-01-13
SF,Ish Wainright,3700,PHO,MIN,2023-01-13
PF/SF,Darius Bazley,3700,OKC,CHI,2023-01-13
PF/C,JaMychal Green,3700,GS,SA,2023-01-13
PF/C,Frank Kaminsky,3700,ATL,IND,2023-01-13
C,Luka Garza,3700,MIN,PHO,2023-01-13
SG,Brandon Boston,3700,LAC,DEN,2023-01-13
SG,Bryn Forbes,3700,MIN,PHO,2023-01-13
SF,Admiral Schofield,3700,ORL,UTA,2023-01-13
PG,TyTy Washington,3700,HOU,SAC,2023-01-13
SF,Patrick Baldwin,3700,GS,SA,2023-01-13
PG/SG,Derrick Rose,3700,NY,WAS,2023-01-13
C,DeAndre Jordan,3700,DEN,LAC,2023-01-13
C/PF,Richaun Holmes,3700,SAC,HOU,2023-01-13
PF/C,Zeke Nnaji,3700,DEN,LAC,2023-01-13
PF,Obi Toppin,3700,NY,WAS,2023-01-13
SF,Eugene Omoruyi,3700,OKC,CHI,2023-01-13
SF,Garrison Mathews,3600,HOU,SAC,2023-01-13
C,Neemias Queta,3600,SAC,HOU,2023-01-13
PG,Cory Joseph,3600,DET,NO,2023-01-13
PG/SG,Ish Smith,3600,DEN,LAC,2023-01-13
SG,Christian Braun,3600,DEN,LAC,2023-01-13
PF/C,Bruno Fernando,3600,HOU,SAC,2023-01-13
SG/SF,Cam Reddish,3600,NY,WAS,2023-01-13
SG,Ochai Agbaji,3600,UTA,ORL,2023-01-13
PF/C,Isaiah Roby,3600,SA,GS,2023-01-13
SG,Rodney McGruder,3600,DET,NO,2023-01-13
SG,Kevon Harris,3600,ORL,UTA,2023-01-13
PF/SF,Jeff Green,3600,DEN,LAC,2023-01-13
SF,Andre Iguodala,3600,GS,SA,2023-01-13
SG,Jared Rhoden,3500,DET,NO,2023-01-13
SG,Buddy Boeheim,3500,DET,NO,2023-01-13
SF,DaQuan Jeffries,3500,NY,WAS,2023-01-13
C/PF,Derrick Favors,3500,ATL,IND,2023-01-13
PG,Trevelin Queen,3500,IND,ATL,2023-01-13
PG,Matthew Dellavedova,3500,SAC,HOU,2023-01-13
SG,Josh Christopher,3500,HOU,SAC,2023-01-13
SF,Matt Ryan,3500,MIN,PHO,2023-01-13
PG,Jason Preston,3500,LAC,DEN,2023-01-13
PG/SG,Cade Cunningham,3500,DET,NO,2023-01-13
PF/C,Daniel Theis,3500,IND,ATL,2023-01-13
C,Marko Simonovic,3500,CHI,OKC,2023-01-13
SF,Leandro Bolmaro,3500,UTA,ORL,2023-01-13
PG,Vit Krejci,3500,ATL,IND,2023-01-13
PG/SG,R.J. Hampton,3500,ORL,UTA,2023-01-13
SF,Johnny Juzang,3500,UTA,ORL,2023-01-13
PG,Trevor Hudgins,3500,HOU,SAC,2023-01-13
SG,Dereon Seabron,3500,NO,DET,2023-01-13
SG/SF,PJ Dozier,3500,SAC,HOU,2023-01-13
PG,Collin Gillespie,3500,DEN,LAC,2023-01-13
SG,Keon Ellis,3500,SAC,HOU,2023-01-13
SG/SF,Terry Taylor,3500,IND,ATL,2023-01-13
SF,Simone Fontecchio,3500,UTA,ORL,2023-01-13
PG/SG,Ryan Arcidiacono,3500,NY,WAS,2023-01-13
SF/PF,Kevin Knox,3500,DET,NO,2023-01-13
SF,Malcolm Hill,3500,CHI,OKC,2023-01-13
PF,Isaiah Todd,3500,WAS,NY,2023-01-13
SF/SG,Justin Holiday,3500,ATL,IND,2023-01-13
SG,Kendall Brown,3500,IND,ATL,2023-01-13
SF,KZ Okpala,3500,SAC,HOU,2023-01-13
SG,Blake Wesley,3500,SA,GS,2023-01-13
SG,Svi Mykhailiuk,3500,NY,WAS,2023-01-13
SG,Tyrese Martin,3500,ATL,IND,2023-01-13
PF,Chet Holmgren,3500,OKC,CHI,2023-01-13
SG,Dalen Terry,3500,CHI,OKC,2023-01-13
SG,Peyton Watson,3500,DEN,LAC,2023-01-13
SG,Johnny Davis,3500,WAS,NY,2023-01-13
PF,Darius Days,3500,HOU,SAC,2023-01-13
PF,Moussa Diabate,3500,LAC,DEN,2023-01-13
SF/SG,Jarrett Culver,3500,ATL,IND,2023-01-13
SG,Trevor Keels,3500,NY,WAS,2023-01-13
