pos,name,salary,team,opp,date
PG/SG,Luka Doncic,12400,DAL,LAC,2023-01-10
C,Joel Embiid,11600,PHI,DET,2023-01-10
SG/PG,James Harden,10300,PHI,DET,2023-01-10
SG/PG,Shai Gilgeous-Alexander,10100,OKC,MIA,2023-01-10
PG,LaMelo Ball,9800,CHA,TOR,2023-01-10
C/PF,Pascal Siakam,9500,TOR,CHA,2023-01-10
PG,Stephen Curry,9400,GS,PHO,2023-01-10
SG,Devin Booker,9200,PHO,GS,2023-01-10
PG,Damian Lillard,9100,POR,ORL,2023-01-10
SF/PF,Jimmy Butler,9000,MIA,OKC,2023-01-10
SG/PG,Donovan Mitchell,8900,CLE,UTA,2023-01-10
SG/SF,Paul George,8800,LAC,DAL,2023-01-10
C/PF,Bam Adebayo,8700,MIA,OKC,2023-01-10
PG,Fred VanVleet,8500,TOR,CHA,2023-01-10
SF/PF,Kawhi Leonard,8400,LAC,DAL,2023-01-10
PF/C,Christian Wood,8300,DAL,LAC,2023-01-10
PF/SF,Lauri Markkanen,8200,UTA,CLE,2023-01-10
SG/SF,Klay Thompson,8100,GS,PHO,2023-01-10
PF/SF,Paolo Banchero,8000,ORL,POR,2023-01-10
SG/PG,Darius Garland,8000,CLE,UTA,2023-01-10
PG/SG,Jordan Poole,7900,GS,PHO,2023-01-10
C,Jusuf Nurkic,7900,POR,ORL,2023-01-10
SG/SF,Tyler Herro,7800,MIA,OKC,2023-01-10
PG,Chris Paul,7800,PHO,GS,2023-01-10
PF/SF,Scottie Barnes,7700,TOR,CHA,2023-01-10
C,Deandre Ayton,7700,PHO,GS,2023-01-10
PG/SG,Markelle Fultz,7600,ORL,POR,2023-01-10
SG/PG,Josh Giddey,7500,OKC,MIA,2023-01-10
C/PF,Jarrett Allen,7500,CLE,UTA,2023-01-10
SF/PF,Tobias Harris,7400,PHI,DET,2023-01-10
PG/SG,Tyrese Maxey,7300,PHI,DET,2023-01-10
SG/PG,Terry Rozier,7200,CHA,TOR,2023-01-10
PG,Killian Hayes,7100,DET,PHI,2023-01-10
PF,Jerami Grant,7100,POR,ORL,2023-01-10
SG/SF,Gary Trent,7000,TOR,CHA,2023-01-10
SF/PF,Andrew Wiggins,7000,GS,PHO,2023-01-10
C,Mason Plumlee,6900,CHA,TOR,2023-01-10
