pos,name,salary,team,opp,date
PG/SG,Luka Doncic,12000,DAL,BKN,2022-10-27
PG,Ja Morant,10600,MEM,SAC,2022-10-27
SG/PG,Shai Gilgeous-Alexander,10300,OKC,LAC,2022-10-27
PG,Stephen Curry,9800,GS,MIA,2022-10-27
SF/PF,Kevin Durant,9700,BKN,DAL,2022-10-27
PG/SG,Kyrie Irving,9400,BKN,DAL,2022-10-27
SG/SF,Paul George,9000,LAC,OKC,2022-10-27
C/PF,Domantas Sabonis,9000,SAC,MEM,2022-10-27
PG,De'Aaron Fox,8800,SAC,MEM,2022-10-27
PF/C,Christian Wood,8200,DAL,BKN,2022-10-27
SF/PF,Jimmy Butler,8100,MIA,GS,2022-10-27
SF/PF,Andrew Wiggins,7900,GS,MIA,2022-10-27
SG/SF,Tyler Herro,7500,MIA,GS,2022-10-27
SG/SF,Desmond Bane,7400,MEM,SAC,2022-10-27
SG/PG,Josh Giddey,7200,OKC,LAC,2022-10-27
C/PF,Bam Adebayo,7000,MIA,GS,2022-10-27
SF/PF,Kawhi Leonard,7000,LAC,OKC,2022-10-27
C,Nic Claxton,6700,BKN,DAL,2022-10-27
C,Ivica Zubac,6500,LAC,OKC,2022-10-27
PG/SG,Jordan Poole,6300,GS,MIA,2022-10-27
SF/SG,Luguentz Dort,6200,OKC,LAC,2022-10-27
PF/C,Draymond Green,6100,GS,MIA,2022-10-27
SG/SF,Klay Thompson,5900,GS,MIA,2022-10-27
PG/PF,Ben Simmons,5800,BKN,DAL,2022-10-27
C,Steven Adams,5500,MEM,SAC,2022-10-27
PG,Tre Mann,5400,OKC,LAC,2022-10-27
PG/SG,John Wall,5300,LAC,OKC,2022-10-27
PF,Santi Aldama,5300,MEM,SAC,2022-10-27
SG/SF,Kevin Huerter,5300,SAC,MEM,2022-10-27
SF/PF,Keegan Murray,5200,SAC,MEM,2022-10-27
PG,Kyle Lowry,5100,MIA,GS,2022-10-27
SF/PF,Royce O'Neale,5100,BKN,DAL,2022-10-27
SG/SF,Dillon Brooks,5000,MEM,SAC,2022-10-27
PF/SF,Marcus Morris,5000,LAC,OKC,2022-10-27
PG/SG,Spencer Dinwiddie,5000,DAL,BKN,2022-10-27
PF/SF,Robert Covington,4900,LAC,OKC,2022-10-27
SF/PF,Harrison Barnes,4800,SAC,MEM,2022-10-27
C/PF,Jeremiah Robinson-Earl,4800,OKC,LAC,2022-10-27
C/PF,Kevon Looney,4800,GS,MIA,2022-10-27
SG/SF,Max Strus,4600,MIA,GS,2022-10-27
PF,Day'Ron Sharpe,4600,BKN,DAL,2022-10-27
C,JaVale McGee,4500,DAL,BKN,2022-10-27
PG,Reggie Jackson,4500,LAC,OKC,2022-10-27
PG,Tyus Jones,4500,MEM,SAC,2022-10-27
SG/SF,Tim Hardaway,4500,DAL,BKN,2022-10-27
SF/SG,John Konchar,4400,MEM,SAC,2022-10-27
PG,Davion Mitchell,4400,SAC,MEM,2022-10-27
SG,Aaron Wiggins,4400,OKC,LAC,2022-10-27
C,James Wiseman,4400,GS,MIA,2022-10-27
PF/SF,Darius Bazley,4300,OKC,LAC,2022-10-27
PF,Aleksej Pokusevski,4300,OKC,LAC,2022-10-27
SG,Malik Monk,4300,SAC,MEM,2022-10-27
PG/SG,Seth Curry,4300,BKN,DAL,2022-10-27
SF/PF,Dorian Finney-Smith,4300,DAL,BKN,2022-10-27
PG/SG,Gabe Vincent,4200,MIA,GS,2022-10-27
SF/PF,Nicolas Batum,4200,LAC,OKC,2022-10-27
SF/SG,Caleb Martin,4100,MIA,GS,2022-10-27
