pos,name,salary,team,opp,date
PF/SF,Giannis Antetokounmpo,12000,MIL,WAS,2023-03-05
PF/SF,Jayson Tatum,11200,BOS,NY,2023-03-05
PG,Damian Lillard,11000,POR,ORL,2023-03-05
SG/PG,Shai Gilgeous-Alexander,10500,OKC,UTA,2023-03-05
PG,Ja Morant,10400,MEM,LAC,2023-03-05
SF/PF,Kawhi Leonard,10100,LAC,MEM,2023-03-05
PF,Julius Randle,9700,NY,BOS,2023-03-05
SF/SG,Jaylen Brown,9100,BOS,NY,2023-03-05
SG/SF,Paul George,9000,LAC,MEM,2023-03-05
C/PF,Kristaps Porzingis,8800,WAS,MIL,2023-03-05
PG,Jalen Brunson,8700,NY,BOS,2023-03-05
PG,Jrue Holiday,8700,MIL,WAS,2023-03-05
PF/SF,Lauri Markkanen,8600,UTA,OKC,2023-03-05
SG/SF,Mikal Bridges,8400,BKN,CHA,2023-03-05
SG,Bradley Beal,8300,WAS,MIL,2023-03-05
SG/PG,Josh Giddey,8200,OKC,UTA,2023-03-05
SG/PG,Terry Rozier,8100,CHA,BKN,2023-03-05
PF/C,Jaren Jackson,8000,MEM,LAC,2023-03-05
C,Walker Kessler,8000,UTA,OKC,2023-03-05
SF/SG,Kelly Oubre,8000,CHA,BKN,2023-03-05
PG,Russell Westbrook,8000,LAC,MEM,2023-03-05
SG/SF,Desmond Bane,8000,MEM,LAC,2023-03-05
SF/PF,Kyle Kuzma,7800,WAS,MIL,2023-03-05
PF/SF,Jerami Grant,7700,POR,ORL,2023-03-05
PG,Spencer Dinwiddie,7600,BKN,CHA,2023-03-05
SF/SG,Jalen Williams,7600,OKC,UTA,2023-03-05
PF/SF,Paolo Banchero,7600,ORL,POR,2023-03-05
C,Alperen Sengun,7500,HOU,SA,2023-03-05
PG,Kevin Porter,7300,HOU,SA,2023-03-05
SG/PG,Jalen Green,7200,HOU,SA,2023-03-05
C,Nic Claxton,7200,BKN,CHA,2023-03-05
PF/C,Zach Collins,7200,SA,HOU,2023-03-05
PF/C,P.J. Washington,7100,CHA,BKN,2023-03-05
C,Jusuf Nurkic,7000,POR,ORL,2023-03-05
C,Brook Lopez,7000,MIL,WAS,2023-03-05
PG,Markelle Fultz,7000,ORL,POR,2023-03-05
PG/SG,Jordan Clarkson,6900,UTA,OKC,2023-03-05
PF/SF,Keldon Johnson,6800,SA,HOU,2023-03-05
SF/SG,Gordon Hayward,6700,CHA,BKN,2023-03-05
C/PF,Wendell Carter,6700,ORL,POR,2023-03-05
C,Daniel Gafford,6700,WAS,MIL,2023-03-05
SF/SG,Luguentz Dort,6600,OKC,UTA,2023-03-05
C,Mitchell Robinson,6600,NY,BOS,2023-03-05
C,Steven Adams,6500,MEM,LAC,2023-03-05
SF/PF,Jeremy Sochan,6500,SA,HOU,2023-03-05
C,Mark Williams,6500,CHA,BKN,2023-03-05
SG,Devin Vassell,6500,SA,HOU,2023-03-05
SG,Khris Middleton,6400,MIL,WAS,2023-03-05
SG/SF,Talen Horton-Tucker,6300,UTA,OKC,2023-03-05
PF/C,Bobby Portis,6200,MIL,WAS,2023-03-05
SF,Tari Eason,6200,HOU,SA,2023-03-05
PG/SG,Cole Anthony,6200,ORL,POR,2023-03-05
PG,Marcus Smart,6100,BOS,NY,2023-03-05
SG/PG,Anfernee Simons,6100,POR,ORL,2023-03-05
PG,Dennis Smith,6100,CHA,BKN,2023-03-05
C,Ivica Zubac,6000,LAC,MEM,2023-03-05
PG,Tyus Jones,6000,MEM,LAC,2023-03-05
C,Robert Williams,6000,BOS,NY,2023-03-05
SF/PF,Cameron Johnson,6000,BKN,CHA,2023-03-05
PG/SG,Delon Wright,6000,WAS,MIL,2023-03-05
SG/PG,Immanuel Quickley,6000,NY,BOS,2023-03-05
SG/SF,Josh Hart,5900,NY,BOS,2023-03-05
SF/PF,Kenyon Martin,5900,HOU,SA,2023-03-05
SF/SG,Franz Wagner,5900,ORL,POR,2023-03-05
SF/SG,RJ Barrett,5900,NY,BOS,2023-03-05
C,Kelly Olynyk,5800,UTA,OKC,2023-03-05
PG,Devonte' Graham,5800,SA,HOU,2023-03-05
C,Mason Plumlee,5800,LAC,MEM,2023-03-05
PG/SG,Malcolm Brogdon,5800,BOS,NY,2023-03-05
PG/SG,Derrick White,5700,BOS,NY,2023-03-05
PG/PF,Ben Simmons,5700,BKN,CHA,2023-03-05
SG,Collin Sexton,5700,UTA,OKC,2023-03-05
C/PF,Al Horford,5700,BOS,NY,2023-03-05
PG,Tre Jones,5700,SA,HOU,2023-03-05
PF/C,Xavier Tillman,5700,MEM,LAC,2023-03-05
PG,Kris Dunn,5600,UTA,OKC,2023-03-05
SF/PF,Dorian Finney-Smith,5600,BKN,CHA,2023-03-05
SG/SF,Cam Thomas,5500,BKN,CHA,2023-03-05
PF,Jabari Smith,5500,HOU,SA,2023-03-05
SG/SF,Dillon Brooks,5500,MEM,LAC,2023-03-05
PG/SG,Jalen Suggs,5400,ORL,POR,2023-03-05
SG/SF,Cam Reddish,5400,POR,ORL,2023-03-05
SF/SG,Norman Powell,5400,LAC,MEM,2023-03-05
PF/C,Santi Aldama,5300,MEM,LAC,2023-03-05
PF,Keita Bates-Diop,5300,SA,HOU,2023-03-05
PG,Monte Morris,5300,WAS,MIL,2023-03-05
SF/PF,Deni Avdija,5200,WAS,MIL,2023-03-05
SG,Aaron Wiggins,5200,OKC,UTA,2023-03-05
PG,Isaiah Joe,5200,OKC,UTA,2023-03-05
SF,Malaki Branham,5100,SA,HOU,2023-03-05
PG/SG,Terance Mann,5100,LAC,MEM,2023-03-05
PF/C,Brandon Clarke,5100,MEM,LAC,2023-03-05
PF/C,Jaylin Williams,5000,OKC,UTA,2023-03-05
SF,Nassir Little,5000,POR,ORL,2023-03-05
PF,Trendon Watford,4900,POR,ORL,2023-03-05
SF,Matisse Thybulle,4900,POR,ORL,2023-03-05
C/PF,Drew Eubanks,4900,POR,ORL,2023-03-05
SF,Kenrich Williams,4800,OKC,UTA,2023-03-05
C,Nick Richards,4800,CHA,BKN,2023-03-05
C,Charles Bassey,4700,SA,HOU,2023-03-05
SF/PF,Jae'Sean Tate,4700,HOU,SA,2023-03-05
SF,Justise Winslow,4700,POR,ORL,2023-03-05
SG/SF,Grayson Allen,4700,MIL,WAS,2023-03-05
PF,Grant Williams,4700,BOS,NY,2023-03-05
PF/C,Isaiah Hartenstein,4700,NY,BOS,2023-03-05
SG/SF,Quentin Grimes,4600,NY,BOS,2023-03-05
PF/SF,Marcus Morris,4600,LAC,MEM,2023-03-05
SF,Sam Hauser,4500,BOS,NY,2023-03-05
SF/SG,John Konchar,4500,MEM,LAC,2023-03-05
SG,Eric Gordon,4500,LAC,MEM,2023-03-05
SF/PF,Royce O'Neale,4500,BKN,CHA,2023-03-05
SG,Gary Harris,4500,ORL,POR,2023-03-05
