pos,name,salary,team,opp,date
PF/C,Anthony Davis,11800,LAL,SA,2022-11-26
SF/PF,LeBron James,10800,LAL,SA,2022-11-26
SG/PG,Shai Gilgeous-Alexander,10600,OKC,HOU,2022-11-26
SG,Devin Booker,9900,PHO,UTA,2022-11-26
PF/SF,Lauri Markkanen,8200,UTA,PHO,2022-11-26
PG,Kevin Porter,8000,HOU,OKC,2022-11-26
SG/PG,Josh Giddey,7700,OKC,HOU,2022-11-26
C,Deandre Ayton,7500,PHO,UTA,2022-11-26
C,Jakob Poeltl,7400,SA,LAL,2022-11-26
SG/SF,Mikal Bridges,7400,PHO,UTA,2022-11-26
PG,Chris Paul,7300,PHO,UTA,2022-11-26
PG,Russell Westbrook,7200,LAL,SA,2022-11-26
SG,Devin Vassell,7100,SA,LAL,2022-11-26
PG/SG,Jordan Clarkson,7000,UTA,PHO,2022-11-26
SG/PG,Jalen Green,6900,HOU,OKC,2022-11-26
PG/SG,Cameron Payne,6700,PHO,UTA,2022-11-26
C,Alperen Sengun,6700,HOU,OKC,2022-11-26
PG,Tre Jones,6400,SA,LAL,2022-11-26
PF/SF,Keldon Johnson,6100,SA,LAL,2022-11-26
SG/SF,Torrey Craig,5900,PHO,UTA,2022-11-26
SF/SG,Malik Beasley,5800,UTA,PHO,2022-11-26
PF,Aleksej Pokusevski,5700,OKC,HOU,2022-11-26
SF/SG,Luguentz Dort,5600,OKC,HOU,2022-11-26
PG,Mike Conley,5500,UTA,PHO,2022-11-26
PF,Jabari Smith,5500,HOU,OKC,2022-11-26
SG,Collin Sexton,5400,UTA,PHO,2022-11-26
SF/SG,Austin Reaves,5400,LAL,SA,2022-11-26
C/PF,Kelly Olynyk,5300,UTA,PHO,2022-11-26
SG/SF,Lonnie Walker,5200,LAL,SA,2022-11-26
PF,Jarred Vanderbilt,5200,UTA,PHO,2022-11-26
SG,Jalen Williams,5100,OKC,HOU,2022-11-26
SG/SF,Talen Horton-Tucker,4900,UTA,PHO,2022-11-26
SF,Tari Eason,4800,HOU,OKC,2022-11-26
SF/SG,Eric Gordon,4700,HOU,OKC,2022-11-26
SF/SG,Josh Richardson,4700,SA,LAL,2022-11-26
PF,Usman Garuba,4700,HOU,OKC,2022-11-26
SG/PG,Dennis Schroder,4600,LAL,SA,2022-11-26
C,Bismack Biyombo,4600,PHO,UTA,2022-11-26
C,Thomas Bryant,4600,LAL,SA,2022-11-26
PF/SF,Darius Bazley,4500,OKC,HOU,2022-11-26
SF/PF,Jae'Sean Tate,4500,HOU,OKC,2022-11-26
PF/C,Zach Collins,4500,SA,LAL,2022-11-26
PF/C,Bruno Fernando,4500,HOU,OKC,2022-11-26
SF/PF,Kenyon Martin,4400,HOU,OKC,2022-11-26
SG,Damion Lee,4400,PHO,UTA,2022-11-26
SF/PF,Jeremy Sochan,4400,SA,LAL,2022-11-26
C/PF,Jeremiah Robinson-Earl,4300,OKC,HOU,2022-11-26
C,Charles Bassey,4200,SA,LAL,2022-11-26
PG/SG,Patrick Beverley,4200,LAL,SA,2022-11-26
PF,Keita Bates-Diop,4200,SA,LAL,2022-11-26
