pos,name,salary,team,opp,date
PG/SG,Luka Doncic,11800,DAL,ORL,2022-11-09
PF/SF,Giannis Antetokounmpo,11600,MIL,OKC,2022-11-09
SF/PF,Kevin Durant,11200,BKN,NY,2022-11-09
C,Nikola Jokic,10700,DEN,IND,2022-11-09
PF/C,Anthony Davis,10500,LAL,LAC,2022-11-09
PF/SF,Jayson Tatum,10300,BOS,DET,2022-11-09
SF/PF,LeBron James,10100,LAL,LAC,2022-11-09
SG/PG,Donovan Mitchell,10000,CLE,SAC,2022-11-09
SG/PG,Dejounte Murray,9900,ATL,UTA,2022-11-09
SG/PG,Shai Gilgeous-Alexander,9800,OKC,MIL,2022-11-09
PG,Ja Morant,9800,MEM,SA,2022-11-09
C/PF,Pascal Siakam,9700,TOR,HOU,2022-11-09
PG,Trae Young,9700,ATL,UTA,2022-11-09
PF/C,Karl-Anthony Towns,9600,MIN,PHO,2022-11-09
SG/SF,Paul George,9400,LAC,LAL,2022-11-09
C/PF,Domantas Sabonis,9200,SAC,CLE,2022-11-09
PG/SG,Kyrie Irving,9000,BKN,NY,2022-11-09
PG/SG,Tyrese Haliburton,8800,IND,DEN,2022-11-09
PF/SF,Paolo Banchero,8700,ORL,DAL,2022-11-09
SG,Devin Booker,8600,PHO,MIN,2022-11-09
PG,LaMelo Ball,8500,CHA,POR,2022-11-09
PG,Damian Lillard,8500,POR,CHA,2022-11-09
PG/SG,CJ McCollum,8500,NO,CHI,2022-11-09
PG,Fred VanVleet,8500,TOR,HOU,2022-11-09
PG/SG,Jrue Holiday,8400,MIL,OKC,2022-11-09
SG/SF,DeMar DeRozan,8400,CHI,NO,2022-11-09
SF/SG,Jaylen Brown,8300,BOS,DET,2022-11-09
SF/SG,OG Anunoby,8300,TOR,HOU,2022-11-09
PF,Zion Williamson,8300,NO,CHI,2022-11-09
PG,De'Aaron Fox,8300,SAC,CLE,2022-11-09
C,Nikola Vucevic,8200,CHI,NO,2022-11-09
C,Rudy Gobert,8100,MIN,PHO,2022-11-09
SG/PG,Terry Rozier,8000,CHA,POR,2022-11-09
SG/PG,Darius Garland,8000,CLE,SAC,2022-11-09
PF/SF,Lauri Markkanen,8000,UTA,ATL,2022-11-09
PG/SG,Cade Cunningham,7900,DET,BOS,2022-11-09
PF/SF,Scottie Barnes,7800,TOR,HOU,2022-11-09
PG/SG,Jalen Brunson,7800,NY,BKN,2022-11-09
SG/SF,Desmond Bane,7800,MEM,SA,2022-11-09
SF/SG,Brandon Ingram,7700,NO,CHI,2022-11-09
C/PF,Wendell Carter,7700,ORL,DAL,2022-11-09
SG/PG,Anfernee Simons,7700,POR,CHA,2022-11-09
PG,Chris Paul,7600,PHO,MIN,2022-11-09
PG,Russell Westbrook,7500,LAL,LAC,2022-11-09
SG/SF,Buddy Hield,7400,IND,DEN,2022-11-09
PG,Kevin Porter,7400,HOU,TOR,2022-11-09
PF/SF,Keldon Johnson,7400,SA,MEM,2022-11-09
SF/SG,Khris Middleton,7400,MIL,OKC,2022-11-09
SG/SF,Anthony Edwards,7400,MIN,PHO,2022-11-09
SF/SG,Franz Wagner,7300,ORL,DAL,2022-11-09
PF/C,Julius Randle,7200,NY,BKN,2022-11-09
C/PF,Jarrett Allen,7100,CLE,SAC,2022-11-09
C,Ivica Zubac,7000,LAC,LAL,2022-11-09
SF/PF,Kawhi Leonard,7000,LAC,LAL,2022-11-09
C,Jusuf Nurkic,7000,POR,CHA,2022-11-09
C,Nic Claxton,7000,BKN,NY,2022-11-09
SG/SF,Zach LaVine,7000,CHI,NO,2022-11-09
SG,Devin Vassell,7000,SA,MEM,2022-11-09
C,Jonas Valanciunas,6900,NO,CHI,2022-11-09
PG/PF,Ben Simmons,6900,BKN,NY,2022-11-09
PG,Dennis Smith,6900,CHA,POR,2022-11-09
C,Deandre Ayton,6700,PHO,MIN,2022-11-09
PF/SF,Michael Porter,6700,DEN,IND,2022-11-09
PG/SG,Spencer Dinwiddie,6600,DAL,ORL,2022-11-09
C,Alperen Sengun,6600,HOU,TOR,2022-11-09
PF/C,Christian Wood,6600,DAL,ORL,2022-11-09
C/PF,Myles Turner,6600,IND,DEN,2022-11-09
C,Jakob Poeltl,6500,SA,MEM,2022-11-09
PG/SG,Jordan Clarkson,6500,UTA,ATL,2022-11-09
PF,Jerami Grant,6500,POR,CHA,2022-11-09
SF/SG,RJ Barrett,6500,NY,BKN,2022-11-09
PF/C,Evan Mobley,6400,CLE,SAC,2022-11-09
PF/C,John Collins,6400,ATL,UTA,2022-11-09
C,Clint Capela,6400,ATL,UTA,2022-11-09
PG/SG,D'Angelo Russell,6400,MIN,PHO,2022-11-09
SF/SG,Gordon Hayward,6300,CHA,POR,2022-11-09
C,Brook Lopez,6300,MIL,OKC,2022-11-09
SF/SG,Kelly Oubre,6300,CHA,POR,2022-11-09
PG,Mike Conley,6200,UTA,ATL,2022-11-09
SG/PG,Josh Giddey,6100,OKC,MIL,2022-11-09
PF/C,Aaron Gordon,6100,DEN,IND,2022-11-09
SG/SF,Caris LeVert,6000,CLE,SAC,2022-11-09
SG/SF,Mikal Bridges,6000,PHO,MIN,2022-11-09
SG/SF,Gary Trent,6000,TOR,HOU,2022-11-09
PG/SG,Jalen Suggs,5900,ORL,DAL,2022-11-09
PF/C,Bobby Portis,5900,MIL,OKC,2022-11-09
SG/PG,Jalen Green,5900,HOU,TOR,2022-11-09
PG/SG,Jamal Murray,5900,DEN,IND,2022-11-09
C,Bol Bol,5900,ORL,DAL,2022-11-09
C/PF,Chris Boucher,5800,TOR,HOU,2022-11-09
SG/SF,Josh Hart,5800,POR,CHA,2022-11-09
SG,Jaden Ivey,5800,DET,BOS,2022-11-09
PF/C,P.J. Washington,5800,CHA,POR,2022-11-09
SG,Cam Thomas,5700,BKN,NY,2022-11-09
SF/SG,Luguentz Dort,5700,OKC,MIL,2022-11-09
SG,Bennedict Mathurin,5700,IND,DEN,2022-11-09
SG/SF,Kevin Huerter,5700,SAC,CLE,2022-11-09
PF,Jarred Vanderbilt,5700,UTA,ATL,2022-11-09
SF/PF,Keegan Murray,5700,SAC,CLE,2022-11-09
PG,Tre Jones,5700,SA,MEM,2022-11-09
SF,Saddiq Bey,5700,DET,BOS,2022-11-09
PG/SG,Malcolm Brogdon,5700,BOS,DET,2022-11-09
C/PF,Kelly Olynyk,5600,UTA,ATL,2022-11-09
SG/PG,Marcus Smart,5600,BOS,DET,2022-11-09
PG,Bones Hyland,5600,DEN,IND,2022-11-09
PF/C,Larry Nance,5600,NO,CHI,2022-11-09
C,Steven Adams,5600,MEM,SA,2022-11-09
SG/SF,Lonnie Walker,5600,LAL,LAC,2022-11-09
C/PF,Isaiah Stewart,5600,DET,BOS,2022-11-09
SF/PF,Bojan Bogdanovic,5500,DET,BOS,2022-11-09
SG/SF,Kentavious Caldwell-Pope,5500,DEN,IND,2022-11-09
PG,Tyus Jones,5500,MEM,SA,2022-11-09
PF/C,Jalen Smith,5500,IND,DEN,2022-11-09
PG/SG,Cole Anthony,5500,ORL,DAL,2022-11-09
C/PF,Jeremiah Robinson-Earl,5400,OKC,MIL,2022-11-09
SG,Collin Sexton,5400,UTA,ATL,2022-11-09
SG/SF,Dillon Brooks,5400,MEM,SA,2022-11-09
PF,Aleksej Pokusevski,5300,OKC,MIL,2022-11-09
PF/SF,Marcus Morris,5300,LAC,LAL,2022-11-09
C,Mason Plumlee,5300,CHA,POR,2022-11-09
SF,Trey Murphy,5200,NO,CHI,2022-11-09
SG/SF,Herbert Jones,5200,NO,CHI,2022-11-09
PF/C,Precious Achiuwa,5200,TOR,HOU,2022-11-09
PF,Isaiah Hartenstein,5200,NY,BKN,2022-11-09
PF/SF,Darius Bazley,5100,OKC,MIL,2022-11-09
PG,Tre Mann,5100,OKC,MIL,2022-11-09
C/PF,Al Horford,5100,BOS,DET,2022-11-09
PF,Jalen McDaniels,5100,CHA,POR,2022-11-09
SF/SG,Josh Richardson,5100,SA,MEM,2022-11-09
PF,Isaiah Jackson,5000,IND,DEN,2022-11-09
PG/SG,Ayo Dosunmu,5000,CHI,NO,2022-11-09
PF/C,Kevin Love,5000,CLE,SAC,2022-11-09
C,Mitchell Robinson,5000,NY,BKN,2022-11-09
SG/SF,Terance Mann,5000,LAC,LAL,2022-11-09
PF,Jabari Smith,5000,HOU,TOR,2022-11-09
SG,Bruce Brown,4900,DEN,IND,2022-11-09
SF,Justise Winslow,4900,POR,CHA,2022-11-09
PG/SG,John Wall,4800,LAC,LAL,2022-11-09
SG,James Bouknight,4800,CHA,POR,2022-11-09
PF,Santi Aldama,4800,MEM,SA,2022-11-09
SF/PF,De'Andre Hunter,4800,ATL,UTA,2022-11-09
SF/PF,Royce O'Neale,4800,BKN,NY,2022-11-09
SF/PF,Jaden McDaniels,4800,MIN,PHO,2022-11-09
SG/PG,Immanuel Quickley,4800,NY,BKN,2022-11-09
C,Bismack Biyombo,4700,PHO,MIN,2022-11-09
SF,Naji Marshall,4700,NO,CHI,2022-11-09
PG/SG,Alex Caruso,4700,CHI,NO,2022-11-09
PG,Jaylen Nowell,4700,MIN,PHO,2022-11-09
SG/PG,Dennis Schroder,4600,LAL,LAC,2022-11-09
SF/PF,Otto Porter,4600,TOR,HOU,2022-11-09
SF/SG,Eric Gordon,4600,HOU,TOR,2022-11-09
PG/SG,Cameron Payne,4600,PHO,MIN,2022-11-09
SF/PF,Harrison Barnes,4600,SAC,CLE,2022-11-09
C,Thomas Bryant,4600,LAL,LAC,2022-11-09
SF/PF,Kenyon Martin,4500,HOU,TOR,2022-11-09
PF,Trendon Watford,4500,POR,CHA,2022-11-09
SF/PF,Jae'Sean Tate,4500,HOU,TOR,2022-11-09
PG,Reggie Jackson,4500,LAC,LAL,2022-11-09
C,Andre Drummond,4500,CHI,NO,2022-11-09
SG,Yuta Watanabe,4500,BKN,NY,2022-11-09
SG/SF,Tim Hardaway,4500,DAL,ORL,2022-11-09
PF,Grant Williams,4500,BOS,DET,2022-11-09
PF/C,Bruno Fernando,4500,HOU,TOR,2022-11-09
SG/SF,Torrey Craig,4500,PHO,MIN,2022-11-09
PF/C,Zach Collins,4500,SA,MEM,2022-11-09
PF/SF,Robert Covington,4400,LAC,LAL,2022-11-09
SF/PF,Kyle Anderson,4400,MIN,PHO,2022-11-09
PG/SG,Seth Curry,4400,BKN,NY,2022-11-09
SF/SG,Malik Beasley,4400,UTA,ATL,2022-11-09
SG,Jalen Williams,4400,OKC,MIL,2022-11-09
C,Onyeka Okongwu,4400,ATL,UTA,2022-11-09
SG,Malik Monk,4400,SAC,CLE,2022-11-09
PG/SG,R.J. Hampton,4300,ORL,DAL,2022-11-09
PG/SG,Alec Burks,4300,DET,BOS,2022-11-09
PG/SG,Patrick Beverley,4300,LAL,LAC,2022-11-09
C,Jock Landale,4300,PHO,MIN,2022-11-09
SF/PF,Pat Connaughton,4300,MIL,OKC,2022-11-09
C,Mo Bamba,4300,ORL,DAL,2022-11-09
SF/SG,John Konchar,4300,MEM,SA,2022-11-09
SG,Shaedon Sharpe,4300,POR,CHA,2022-11-09
C,Nick Richards,4300,CHA,POR,2022-11-09
SF/PF,Dorian Finney-Smith,4300,DAL,ORL,2022-11-09
SG/SF,Javonte Green,4200,CHI,NO,2022-11-09
PG,Davion Mitchell,4200,SAC,CLE,2022-11-09
SF/SG,Austin Reaves,4200,LAL,LAC,2022-11-09
PG/SG,Derrick White,4200,BOS,DET,2022-11-09
SF/PF,Cedi Osman,4200,CLE,SAC,2022-11-09
SF,Troy Brown,4200,LAL,LAC,2022-11-09
SG/SF,Grayson Allen,4200,MIL,OKC,2022-11-09
SF/PF,Jeremy Sochan,4200,SA,MEM,2022-11-09
SF,Tari Eason,4200,HOU,TOR,2022-11-09
PF/C,Brandon Clarke,4200,MEM,SA,2022-11-09
PG/SG,Markelle Fultz,4200,ORL,DAL,2022-11-09
SF/SG,Norman Powell,4200,LAC,LAL,2022-11-09
SG,Aaron Wiggins,4100,OKC,MIL,2022-11-09
SG/SF,Luke Kennard,4100,LAC,LAL,2022-11-09
PF/C,Marvin Bagley,4100,DET,BOS,2022-11-09
PF,Chuma Okeke,4100,ORL,DAL,2022-11-09
SF/SG,Bogdan Bogdanovic,4100,ATL,UTA,2022-11-09
C,Goga Bitadze,4100,IND,DEN,2022-11-09
SF/PF,Patrick Williams,4100,CHI,NO,2022-11-09
SG,Aaron Nesmith,4100,IND,DEN,2022-11-09
SG/SF,Terrence Ross,4000,ORL,DAL,2022-11-09
SF,Chris Duarte,4000,IND,DEN,2022-11-09
PF/SF,Dean Wade,4000,CLE,SAC,2022-11-09
C,DeAndre Jordan,4000,DEN,IND,2022-11-09
PG,Goran Dragic,4000,CHI,NO,2022-11-09
SG/SF,Evan Fournier,4000,NY,BKN,2022-11-09
SF/PF,Cameron Johnson,4000,PHO,MIN,2022-11-09
SG,Landry Shamet,4000,PHO,MIN,2022-11-09
SG/SF,Talen Horton-Tucker,4000,UTA,ATL,2022-11-09
PF/SF,Doug McDermott,4000,SA,MEM,2022-11-09
SG,Damion Lee,4000,PHO,MIN,2022-11-09
PG,Theo Maledon,3900,CHA,POR,2022-11-09
SF,Kenrich Williams,3900,OKC,MIL,2022-11-09
C,Naz Reid,3900,MIN,PHO,2022-11-09
C,Mike Muscala,3900,OKC,MIL,2022-11-09
PG,Jose Alvarado,3900,NO,CHI,2022-11-09
PG,Devonte' Graham,3900,NO,CHI,2022-11-09
PF/C,Robert Williams,3900,BOS,DET,2022-11-09
PF,David Roddy,3900,MEM,SA,2022-11-09
PF,Moritz Wagner,3900,ORL,DAL,2022-11-09
PF,Jake LaRavia,3900,MEM,SA,2022-11-09
C,Jalen Duren,3900,DET,BOS,2022-11-09
C,Walker Kessler,3900,UTA,ATL,2022-11-09
PG/SG,Edmond Sumner,3900,BKN,NY,2022-11-09
SG,Gary Payton,3800,POR,CHA,2022-11-09
PG,Ricky Rubio,3800,CLE,SAC,2022-11-09
PF/SF,Jeff Green,3800,DEN,IND,2022-11-09
C,Olivier Sarr,3800,POR,CHA,2022-11-09
C,JaVale McGee,3800,DAL,ORL,2022-11-09
PF/C,Jaren Jackson,3800,MEM,SA,2022-11-09
PG/SG,Jevon Carter,3800,MIL,OKC,2022-11-09
SG,Romeo Langford,3800,SA,MEM,2022-11-09
PG/SG,Coby White,3800,CHI,NO,2022-11-09
SG,Josh Green,3800,DAL,ORL,2022-11-09
PG/SG,T.J. McConnell,3800,IND,DEN,2022-11-09
SG/SF,Joe Harris,3800,BKN,NY,2022-11-09
PF,Trey Lyles,3700,SAC,CLE,2022-11-09
PF,Day'Ron Sharpe,3700,BKN,NY,2022-11-09
PG/SG,Derrick Rose,3700,NY,BKN,2022-11-09
PF/SF,Rudy Gay,3700,UTA,ATL,2022-11-09
SF/PF,Derrick Jones,3700,CHI,NO,2022-11-09
PF,Thaddeus Young,3700,TOR,HOU,2022-11-09
PF,Wenyen Gabriel,3700,LAL,LAC,2022-11-09
PG,Jordan McLaughlin,3700,MIN,PHO,2022-11-09
PF,Keita Bates-Diop,3700,SA,MEM,2022-11-09
PF/C,Maxi Kleber,3700,DAL,ORL,2022-11-09
SG/SF,Hamidou Diallo,3700,DET,BOS,2022-11-09
C,Christian Koloko,3700,TOR,HOU,2022-11-09
SG/SF,Cam Reddish,3700,NY,BKN,2022-11-09
PF,Dario Saric,3700,PHO,MIN,2022-11-09
SG/SF,Nickeil Alexander-Walker,3700,UTA,ATL,2022-11-09
PG,Lonzo Ball,3700,CHI,NO,2022-11-09
PF,Obi Toppin,3700,NY,BKN,2022-11-09
SF/PF,Taurean Prince,3600,MIN,PHO,2022-11-09
PG,Killian Hayes,3600,DET,BOS,2022-11-09
C,Luka Garza,3600,MIN,PHO,2022-11-09
SG,Keon Johnson,3600,POR,CHA,2022-11-09
C,Damian Jones,3600,LAL,LAC,2022-11-09
PF,Mamadi Diakite,3600,CLE,SAC,2022-11-09
C,Nerlens Noel,3600,DET,BOS,2022-11-09
PG,George Hill,3600,MIL,OKC,2022-11-09
SG/SF,Reggie Bullock,3600,DAL,ORL,2022-11-09
SF/PF,Nicolas Batum,3600,LAC,LAL,2022-11-09
SG/SF,Terry Taylor,3600,IND,DEN,2022-11-09
SG,Blake Wesley,3600,SA,MEM,2022-11-09
PF,Jaylin Williams,3600,OKC,MIL,2022-11-09
PG,Aaron Holiday,3600,ATL,UTA,2022-11-09
