pos,name,salary,team,opp,date
PF/SF,Giannis Antetokounmpo,12000,MIL,CHA,2023-01-06
C,Joel Embiid,11500,PHI,CHI,2023-01-06
C,Nikola Jokic,11300,DEN,CLE,2023-01-06
SF/PF,LeBron James,11200,LAL,ATL,2023-01-06
PF/C,Anthony Davis,10900,LAL,ATL,2023-01-06
SF/PF,Kevin Durant,10600,BKN,NO,2023-01-06
SG/PG,James Harden,10200,PHI,CHI,2023-01-06
PF/C,Julius Randle,10100,NY,TOR,2023-01-06
SG/PG,Shai Gilgeous-Alexander,10000,OKC,WAS,2023-01-06
PG/SG,Tyrese Haliburton,9700,IND,POR,2023-01-06
PG,LaMelo Ball,9600,CHA,MIL,2023-01-06
C/PF,Pascal Siakam,9600,TOR,NY,2023-01-06
PG,Trae Young,9500,ATL,LAL,2023-01-06
PF,Zion Williamson,9500,NO,BKN,2023-01-06
SG/PG,Donovan Mitchell,9400,CLE,DEN,2023-01-06
SG/SF,Paul George,9300,LAC,MIN,2023-01-06
SG,Devin Booker,9300,PHO,MIA,2023-01-06
C/PF,Kristaps Porzingis,9300,WAS,OKC,2023-01-06
PG,Damian Lillard,9100,POR,IND,2023-01-06
C/PF,Bam Adebayo,9100,MIA,PHO,2023-01-06
SG/SF,DeMar DeRozan,9100,CHI,PHI,2023-01-06
SF/PF,Jimmy Butler,9000,MIA,PHO,2023-01-06
PF/C,Karl-Anthony Towns,8900,MIN,LAC,2023-01-06
PG/SG,Kyrie Irving,8900,BKN,NO,2023-01-06
SG/SF,Anthony Edwards,8800,MIN,LAC,2023-01-06
SG/PG,Dejounte Murray,8700,ATL,LAL,2023-01-06
SF/PF,Kawhi Leonard,8700,LAC,MIN,2023-01-06
PG,Fred VanVleet,8500,TOR,NY,2023-01-06
PG/SG,CJ McCollum,8400,NO,BKN,2023-01-06
PG,Chris Paul,8300,PHO,MIA,2023-01-06
SG,Bradley Beal,8200,WAS,OKC,2023-01-06
C,Nikola Vucevic,8100,CHI,PHI,2023-01-06
PG/SG,Jrue Holiday,8100,MIL,CHA,2023-01-06
SG/PG,Darius Garland,8000,CLE,DEN,2023-01-06
PF/SF,Scottie Barnes,7900,TOR,NY,2023-01-06
PG,Russell Westbrook,7900,LAL,ATL,2023-01-06
PG/SG,Jamal Murray,7800,DEN,CLE,2023-01-06
PG/SG,Jalen Brunson,7800,NY,TOR,2023-01-06
SG/SF,Tyler Herro,7800,MIA,PHO,2023-01-06
SF/SG,Kelly Oubre,7800,CHA,MIL,2023-01-06
SF/SG,Brandon Ingram,7700,NO,BKN,2023-01-06
SF/PF,Kyle Kuzma,7700,WAS,OKC,2023-01-06
C,Deandre Ayton,7700,PHO,MIA,2023-01-06
C/PF,Myles Turner,7500,IND,POR,2023-01-06
PF/C,Aaron Gordon,7400,DEN,CLE,2023-01-06
C,Rudy Gobert,7400,MIN,LAC,2023-01-06
SG/SF,Zach LaVine,7400,CHI,PHI,2023-01-06
C/PF,Jarrett Allen,7400,CLE,DEN,2023-01-06
SG/PG,Josh Giddey,7300,OKC,WAS,2023-01-06
PF,Jerami Grant,7300,POR,IND,2023-01-06
SG/SF,Gary Trent,7100,TOR,NY,2023-01-06
PG/SG,Tyrese Maxey,7100,PHI,CHI,2023-01-06
C,Nic Claxton,7000,BKN,NO,2023-01-06
SF/SG,RJ Barrett,7000,NY,TOR,2023-01-06
PG/SG,D'Angelo Russell,7000,MIN,LAC,2023-01-06
C,Jusuf Nurkic,6900,POR,IND,2023-01-06
SF/SG,OG Anunoby,6900,TOR,NY,2023-01-06
PF/C,Evan Mobley,6800,CLE,DEN,2023-01-06
PF/SF,Keldon Johnson,6800,SA,DET,2023-01-06
SG/SF,Buddy Hield,6700,IND,POR,2023-01-06
C,Jonas Valanciunas,6700,NO,BKN,2023-01-06
SF/PF,Bojan Bogdanovic,6700,DET,SA,2023-01-06
SF/SG,Khris Middleton,6700,MIL,CHA,2023-01-06
C,Brook Lopez,6700,MIL,CHA,2023-01-06
SG/PG,Immanuel Quickley,6700,NY,TOR,2023-01-06
PG/PF,Ben Simmons,6600,BKN,NO,2023-01-06
SF/PF,Tobias Harris,6600,PHI,CHI,2023-01-06
SG/SF,Caris LeVert,6600,CLE,DEN,2023-01-06
C,Jakob Poeltl,6500,SA,DET,2023-01-06
SG/PG,Terry Rozier,6500,CHA,MIL,2023-01-06
PF/C,John Collins,6500,ATL,LAL,2023-01-06
C,Ivica Zubac,6400,LAC,MIN,2023-01-06
PF/C,Bobby Portis,6400,MIL,CHA,2023-01-06
C,Mason Plumlee,6400,CHA,MIL,2023-01-06
SF/SG,Bogdan Bogdanovic,6400,ATL,LAL,2023-01-06
C,Mitchell Robinson,6300,NY,TOR,2023-01-06
C,Thomas Bryant,6300,LAL,ATL,2023-01-06
SG,Devin Vassell,6300,SA,DET,2023-01-06
PG/SG,De'Anthony Melton,6200,PHI,CHI,2023-01-06
SG/PG,Anfernee Simons,6200,POR,IND,2023-01-06
C,Clint Capela,6200,ATL,LAL,2023-01-06
C,Onyeka Okongwu,6200,ATL,LAL,2023-01-06
SG/SF,Mikal Bridges,6100,PHO,MIA,2023-01-06
PF/C,P.J. Washington,6100,CHA,MIL,2023-01-06
PG,Tre Jones,6100,SA,DET,2023-01-06
PG,Killian Hayes,6000,DET,SA,2023-01-06
SG/SF,Josh Hart,6000,POR,IND,2023-01-06
PG,Kyle Lowry,6000,MIA,PHO,2023-01-06
C,Naz Reid,6000,MIN,LAC,2023-01-06
SF/SG,Jalen Williams,5900,OKC,WAS,2023-01-06
C,Jalen Duren,5900,DET,SA,2023-01-06
SF/PF,De'Andre Hunter,5900,ATL,LAL,2023-01-06
SF/SG,Gordon Hayward,5800,CHA,MIL,2023-01-06
PG/SG,Alec Burks,5800,DET,SA,2023-01-06
PF/SF,Jalen McDaniels,5800,CHA,MIL,2023-01-06
PF/C,Aleksej Pokusevski,5700,OKC,WAS,2023-01-06
SG/SF,Quentin Grimes,5700,NY,TOR,2023-01-06
PG,Bones Hyland,5700,DEN,CLE,2023-01-06
SG,Jaden Ivey,5700,DET,SA,2023-01-06
PG,Monte Morris,5700,WAS,OKC,2023-01-06
PG/SG,John Wall,5600,LAC,MIN,2023-01-06
PF/C,Kevin Love,5600,CLE,DEN,2023-01-06
PF/SF,Michael Porter,5600,DEN,CLE,2023-01-06
SG/PG,Dennis Schroder,5600,LAL,ATL,2023-01-06
SF/SG,Norman Powell,5600,LAC,MIN,2023-01-06
PG,Dennis Smith,5600,CHA,MIL,2023-01-06
SF,Saddiq Bey,5600,DET,SA,2023-01-06
SF/PF,Deni Avdija,5500,WAS,OKC,2023-01-06
SF/SG,Luguentz Dort,5500,OKC,WAS,2023-01-06
SG,Landry Shamet,5500,PHO,MIA,2023-01-06
SF/PF,Rui Hachimura,5500,WAS,OKC,2023-01-06
PF/C,Larry Nance,5400,NO,BKN,2023-01-06
PG/SG,Ayo Dosunmu,5400,CHI,PHI,2023-01-06
SF/PF,Kyle Anderson,5400,MIN,LAC,2023-01-06
PF/C,Marvin Bagley,5400,DET,SA,2023-01-06
SG/SF,Lonnie Walker,5400,LAL,ATL,2023-01-06
SG/SF,Bennedict Mathurin,5400,IND,POR,2023-01-06
C,Daniel Gafford,5400,WAS,OKC,2023-01-06
C/PF,Isaiah Stewart,5400,DET,SA,2023-01-06
SF/PF,Jaden McDaniels,5400,MIN,LAC,2023-01-06
PF/C,Jalen Smith,5400,IND,POR,2023-01-06
SG/PG,Victor Oladipo,5300,MIA,PHO,2023-01-06
SF/PF,Nicolas Batum,5200,LAC,MIN,2023-01-06
SG/SF,Herbert Jones,5200,NO,BKN,2023-01-06
PF/SF,Marcus Morris,5200,LAC,MIN,2023-01-06
SG,Bruce Brown,5200,DEN,CLE,2023-01-06
PG/SG,Patrick Beverley,5100,LAL,ATL,2023-01-06
SF/PF,Jeremy Sochan,5100,SA,DET,2023-01-06
PF/C,Zach Collins,5100,SA,DET,2023-01-06
PG,Jaylen Nowell,5000,MIN,LAC,2023-01-06
SF/PF,Torrey Craig,5000,PHO,MIA,2023-01-06
SF/PF,Aaron Nesmith,5000,IND,POR,2023-01-06
C/PF,Drew Eubanks,5000,POR,IND,2023-01-06
SG/SF,Max Strus,4900,MIA,PHO,2023-01-06
PG,Reggie Jackson,4900,LAC,MIN,2023-01-06
SF,Justise Winslow,4900,POR,IND,2023-01-06
SF/PF,Patrick Williams,4900,CHI,PHI,2023-01-06
PG/SG,Cameron Payne,4900,PHO,MIA,2023-01-06
C,Montrezl Harrell,4800,PHI,CHI,2023-01-06
SG/SF,Kentavious Caldwell-Pope,4800,DEN,CLE,2023-01-06
SF/SG,Josh Richardson,4800,SA,DET,2023-01-06
SF,Naji Marshall,4800,NO,BKN,2023-01-06
SF,Trey Murphy,4700,NO,BKN,2023-01-06
PG,Shake Milton,4700,PHI,CHI,2023-01-06
SG/SF,Grayson Allen,4700,MIL,CHA,2023-01-06
SF/PF,T.J. Warren,4600,BKN,NO,2023-01-06
SF/PF,Cedi Osman,4600,CLE,DEN,2023-01-06
SG/SF,Hamidou Diallo,4600,DET,SA,2023-01-06
SG/SF,Terance Mann,4600,LAC,MIN,2023-01-06
SF,Kenrich Williams,4600,OKC,WAS,2023-01-06
SF/PF,Royce O'Neale,4600,BKN,NO,2023-01-06
SF/SG,Austin Reaves,4600,LAL,ATL,2023-01-06
SF/SG,Caleb Martin,4500,MIA,PHO,2023-01-06
PG,Tre Mann,4500,OKC,WAS,2023-01-06
PF/C,Willy Hernangomez,4500,NO,BKN,2023-01-06
PG,Jose Alvarado,4500,NO,BKN,2023-01-06
C,Andre Drummond,4500,CHI,PHI,2023-01-06
PF/C,Jaxson Hayes,4500,NO,BKN,2023-01-06
C/PF,Chris Boucher,4400,TOR,NY,2023-01-06
C/PF,Jeremiah Robinson-Earl,4400,OKC,WAS,2023-01-06
PG/SG,Jevon Carter,4400,MIL,CHA,2023-01-06
SF/PF,Cameron Johnson,4400,PHO,MIA,2023-01-06
PG/SG,Coby White,4400,CHI,PHI,2023-01-06
PF/SF,Dean Wade,4400,CLE,DEN,2023-01-06
SG/SF,Luke Kennard,4400,LAC,MIN,2023-01-06
SF,Jalen Johnson,4300,ATL,LAL,2023-01-06
PG/SG,Seth Curry,4300,BKN,NO,2023-01-06
SG/PG,Andrew Nembhard,4300,IND,POR,2023-01-06
SG,Romeo Langford,4300,SA,DET,2023-01-06
C,Mark Williams,4300,CHA,MIL,2023-01-06
PF/C,Precious Achiuwa,4300,TOR,NY,2023-01-06
PG/SG,Alex Caruso,4300,CHI,PHI,2023-01-06
PF/SF,Doug McDermott,4200,SA,DET,2023-01-06
PG/SG,Delon Wright,4200,WAS,OKC,2023-01-06
SG/SF,Joe Ingles,4200,MIL,CHA,2023-01-06
PF/C,Isaiah Hartenstein,4200,NY,TOR,2023-01-06
