pos,name,salary,team,opp,date
C,Nikola Jokic,12400,DEN,SAC,2022-12-27
PG/SG,Luka Doncic,12000,DAL,NY,2022-12-27
SF/PF,LeBron James,11500,LAL,ORL,2022-12-27
C,Joel Embiid,11400,PHI,WAS,2022-12-27
PF/C,Anthony Davis,11000,LAL,ORL,2022-12-27
PF/SF,Jayson Tatum,10800,BOS,HOU,2022-12-27
SG/PG,Shai Gilgeous-Alexander,10600,OKC,SA,2022-12-27
C/PF,Pascal Siakam,10400,TOR,LAC,2022-12-27
C/PF,Domantas Sabonis,10200,SAC,DEN,2022-12-27
PG,Ja Morant,10100,MEM,PHO,2022-12-27
PG,Trae Young,9900,ATL,IND,2022-12-27
PG/SG,Tyrese Haliburton,9800,IND,ATL,2022-12-27
SG/PG,James Harden,9600,PHI,WAS,2022-12-27
PF/C,Julius Randle,9400,NY,DAL,2022-12-27
SG/SF,Paul George,9200,LAC,TOR,2022-12-27
SG,Devin Booker,9100,PHO,MEM,2022-12-27
PG,Stephen Curry,9000,GS,CHA,2022-12-27
PG,LaMelo Ball,8900,CHA,GS,2022-12-27
C/PF,Kristaps Porzingis,8900,WAS,PHI,2022-12-27
PG,Fred VanVleet,8800,TOR,LAC,2022-12-27
SF/SG,Jaylen Brown,8700,BOS,HOU,2022-12-27
PG,De'Aaron Fox,8600,SAC,DEN,2022-12-27
SG/PG,Dejounte Murray,8500,ATL,IND,2022-12-27
SG,Bradley Beal,8400,WAS,PHI,2022-12-27
PG/SG,Jordan Poole,8300,GS,CHA,2022-12-27
C,Deandre Ayton,8200,PHO,MEM,2022-12-27
PG,Chris Paul,8200,PHO,MEM,2022-12-27
SF/PF,Kawhi Leonard,8100,LAC,TOR,2022-12-27
PG,Russell Westbrook,8100,LAL,ORL,2022-12-27
SF/PF,Kyle Kuzma,8000,WAS,PHI,2022-12-27
PF/C,Christian Wood,8000,DAL,NY,2022-12-27
PF/SF,Paolo Banchero,7900,ORL,LAL,2022-12-27
SF/SG,Kelly Oubre,7800,CHA,GS,2022-12-27
PG/SG,Tyrese Maxey,7800,PHI,WAS,2022-12-27
PG/SG,Jalen Brunson,7700,NY,DAL,2022-12-27
PG,Kevin Porter,7700,HOU,BOS,2022-12-27
SG/PG,Terry Rozier,7600,CHA,GS,2022-12-27
SG/SF,Klay Thompson,7500,GS,CHA,2022-12-27
SF/SG,OG Anunoby,7500,TOR,LAC,2022-12-27
PG/SG,Jamal Murray,7400,DEN,SAC,2022-12-27
PF/C,Aaron Gordon,7400,DEN,SAC,2022-12-27
PF/C,Jaren Jackson,7400,MEM,PHO,2022-12-27
PF/SF,Scottie Barnes,7300,TOR,LAC,2022-12-27
SF/SG,RJ Barrett,7300,NY,DAL,2022-12-27
SG/PG,Josh Giddey,7200,OKC,SA,2022-12-27
SF/SG,Franz Wagner,7100,ORL,LAL,2022-12-27
PF/SF,Keldon Johnson,7100,SA,OKC,2022-12-27
SG/SF,Desmond Bane,7100,MEM,PHO,2022-12-27
C/PF,Myles Turner,7000,IND,ATL,2022-12-27
SG,Devin Vassell,7000,SA,OKC,2022-12-27
SF/PF,Andrew Wiggins,7000,GS,CHA,2022-12-27
SG/SF,Mikal Bridges,6900,PHO,MEM,2022-12-27
SG/PG,Jalen Green,6900,HOU,BOS,2022-12-27
SF/PF,Tobias Harris,6800,PHI,WAS,2022-12-27
PF/C,Draymond Green,6800,GS,CHA,2022-12-27
C/PF,Wendell Carter,6700,ORL,LAL,2022-12-27
C,Jakob Poeltl,6600,SA,OKC,2022-12-27
SF/SG,Gordon Hayward,6500,CHA,GS,2022-12-27
C,Alperen Sengun,6500,HOU,BOS,2022-12-27
SG/PG,Marcus Smart,6400,BOS,HOU,2022-12-27
PG/SG,Spencer Dinwiddie,6400,DAL,NY,2022-12-27
PF/C,John Collins,6300,ATL,IND,2022-12-27
C,Mitchell Robinson,6300,NY,DAL,2022-12-27
PG/SG,Markelle Fultz,6300,ORL,LAL,2022-12-27
PG,Tre Jones,6300,SA,OKC,2022-12-27
PG/SG,De'Anthony Melton,6200,PHI,WAS,2022-12-27
C,Mason Plumlee,6200,CHA,GS,2022-12-27
PF,Jabari Smith,6200,HOU,BOS,2022-12-27
C,Clint Capela,6200,ATL,IND,2022-12-27
C,Bol Bol,6100,ORL,LAL,2022-12-27
SF/SG,Bogdan Bogdanovic,6100,ATL,IND,2022-12-27
SG/SF,Buddy Hield,6000,IND,ATL,2022-12-27
SG/SF,Donte DiVincenzo,6000,GS,CHA,2022-12-27
SG/SF,Gary Trent,6000,TOR,LAC,2022-12-27
PF,Moritz Wagner,6000,ORL,LAL,2022-12-27
PF/C,P.J. Washington,6000,CHA,GS,2022-12-27
C,Steven Adams,5900,MEM,PHO,2022-12-27
SG,Bruce Brown,5900,DEN,SAC,2022-12-27
