pos,name,salary,team,opp,date
SF/PF,Kevin Durant,11400,BKN,LAL,2022-11-13
PF/C,Anthony Davis,11000,LAL,BKN,2022-11-13
C,Nikola Jokic,10600,DEN,CHI,2022-11-13
PG,Stephen Curry,10400,GS,SAC,2022-11-13
SF/PF,LeBron James,10300,LAL,BKN,2022-11-13
SG/PG,Donovan Mitchell,10200,CLE,MIN,2022-11-13
C,Joel Embiid,10200,PHI,UTA,2022-11-13
PG,Ja Morant,9900,MEM,WAS,2022-11-13
SG/PG,James Harden,9500,PHI,UTA,2022-11-13
C/PF,Domantas Sabonis,9100,SAC,GS,2022-11-13
PG/SG,Kyrie Irving,9000,BKN,LAL,2022-11-13
PF/C,Karl-Anthony Towns,8800,MIN,CLE,2022-11-13
PG,De'Aaron Fox,8600,SAC,GS,2022-11-13
SG/SF,DeMar DeRozan,8400,CHI,DEN,2022-11-13
C,Nikola Vucevic,8200,CHI,DEN,2022-11-13
SG,Bradley Beal,8200,WAS,MEM,2022-11-13
C,Rudy Gobert,8200,MIN,CLE,2022-11-13
SG/SF,Desmond Bane,8100,MEM,WAS,2022-11-13
C/PF,Kristaps Porzingis,8000,WAS,MEM,2022-11-13
PF/SF,Lauri Markkanen,8000,UTA,PHI,2022-11-13
SF/PF,Tobias Harris,7800,PHI,UTA,2022-11-13
SG/PG,Darius Garland,7800,CLE,MIN,2022-11-13
SF/PF,Kyle Kuzma,7500,WAS,MEM,2022-11-13
PG,Russell Westbrook,7400,LAL,BKN,2022-11-13
SG/SF,Zach LaVine,7300,CHI,DEN,2022-11-13
SF/PF,Andrew Wiggins,7300,GS,SAC,2022-11-13
SG/SF,Anthony Edwards,7200,MIN,CLE,2022-11-13
PG/SG,Tyrese Maxey,7200,PHI,UTA,2022-11-13
C/PF,Jarrett Allen,7000,CLE,MIN,2022-11-13
C,Nic Claxton,6800,BKN,LAL,2022-11-13
PF/C,Evan Mobley,6600,CLE,MIN,2022-11-13
PG/SG,Jordan Poole,6600,GS,SAC,2022-11-13
PF/C,Aaron Gordon,6500,DEN,CHI,2022-11-13
PG/SG,Jordan Clarkson,6500,UTA,PHI,2022-11-13
SG/SF,Caris LeVert,6300,CLE,MIN,2022-11-13
PG/SG,D'Angelo Russell,6300,MIN,CLE,2022-11-13
PG/SG,Jamal Murray,6200,DEN,CHI,2022-11-13
PG,Mike Conley,6200,UTA,PHI,2022-11-13
PG/PF,Ben Simmons,6000,BKN,LAL,2022-11-13
C,Steven Adams,6000,MEM,WAS,2022-11-13
PF/SF,Michael Porter,5900,DEN,CHI,2022-11-13
SF/PF,Harrison Barnes,5800,SAC,GS,2022-11-13
PG,Bones Hyland,5800,DEN,CHI,2022-11-13
PG/SG,De'Anthony Melton,5800,PHI,UTA,2022-11-13
SG/SF,Kevin Huerter,5800,SAC,GS,2022-11-13
SF/PF,Keegan Murray,5800,SAC,GS,2022-11-13
SG/SF,Lonnie Walker,5700,LAL,BKN,2022-11-13
SF/PF,Jaden McDaniels,5700,MIN,CLE,2022-11-13
PF/C,Draymond Green,5700,GS,SAC,2022-11-13
C/PF,Kelly Olynyk,5600,UTA,PHI,2022-11-13
SG/SF,Kentavious Caldwell-Pope,5600,DEN,CHI,2022-11-13
SG,Cam Thomas,5500,BKN,LAL,2022-11-13
PF,Jarred Vanderbilt,5500,UTA,PHI,2022-11-13
SF/SG,Malik Beasley,5400,UTA,PHI,2022-11-13
SG,Collin Sexton,5400,UTA,PHI,2022-11-13
SG/SF,Klay Thompson,5300,GS,SAC,2022-11-13
SG/SF,Dillon Brooks,5300,MEM,WAS,2022-11-13
PG,Jordan Goodwin,5300,WAS,MEM,2022-11-13
SF/PF,Royce O'Neale,5200,BKN,LAL,2022-11-13
PG,Monte Morris,5200,WAS,MEM,2022-11-13
PF,Santi Aldama,5000,MEM,WAS,2022-11-13
PG/SG,Ayo Dosunmu,5000,CHI,DEN,2022-11-13
SG,Bruce Brown,5000,DEN,CHI,2022-11-13
PG/SG,Seth Curry,4900,BKN,LAL,2022-11-13
PF/C,Kevin Love,4800,CLE,MIN,2022-11-13
C,Daniel Gafford,4800,WAS,MEM,2022-11-13
SF/PF,Rui Hachimura,4800,WAS,MEM,2022-11-13
C/PF,Kevon Looney,4700,GS,SAC,2022-11-13
PG/SG,Alex Caruso,4700,CHI,DEN,2022-11-13
SG,Malik Monk,4700,SAC,GS,2022-11-13
SG/SF,Will Barton,4700,WAS,MEM,2022-11-13
C,Thomas Bryant,4600,LAL,BKN,2022-11-13
SG/PG,Dennis Schroder,4600,LAL,BKN,2022-11-13
C,Andre Drummond,4500,CHI,DEN,2022-11-13
PG,Tyus Jones,4500,MEM,WAS,2022-11-13
PG,Jaylen Nowell,4500,MIN,CLE,2022-11-13
SG,Yuta Watanabe,4500,BKN,LAL,2022-11-13
PG/SG,Delon Wright,4500,WAS,MEM,2022-11-13
PG/SG,Edmond Sumner,4400,BKN,LAL,2022-11-13
SF/SG,Austin Reaves,4400,LAL,BKN,2022-11-13
PF,Georges Niang,4300,PHI,UTA,2022-11-13
SF/PF,Deni Avdija,4300,WAS,MEM,2022-11-13
SF/PF,Kyle Anderson,4300,MIN,CLE,2022-11-13
SF,Troy Brown,4300,LAL,BKN,2022-11-13
