pos,name,salary,team,opp,date
C,Joel Embiid,12000,PHI,MIA,2023-02-27
PF/SF,Jayson Tatum,11000,BOS,NY,2023-02-27
PG,LaMelo Ball,10300,CHA,DET,2023-02-27
SG/PG,James Harden,10000,PHI,MIA,2023-02-27
SF/PF,Jimmy Butler,9800,MIA,PHI,2023-02-27
PF,Julius Randle,9500,NY,BOS,2023-02-27
C,Bam Adebayo,9000,MIA,PHI,2023-02-27
SF/SG,Jaylen Brown,8800,BOS,NY,2023-02-27
PG,Jalen Brunson,8400,NY,BOS,2023-02-27
SF,Brandon Ingram,8200,NO,ORL,2023-02-27
PF,Zion Williamson,8100,NO,ORL,2023-02-27
SG/SF,Tyler Herro,7900,MIA,PHI,2023-02-27
PG/SG,CJ McCollum,7700,NO,ORL,2023-02-27
SG/PG,Terry Rozier,7500,CHA,DET,2023-02-27
PF/SF,Paolo Banchero,7400,ORL,NO,2023-02-27
C/PF,Wendell Carter,7200,ORL,NO,2023-02-27
PF/C,P.J. Washington,7100,CHA,DET,2023-02-27
PG,Markelle Fultz,7000,ORL,NO,2023-02-27
PG/SG,Derrick White,6900,BOS,NY,2023-02-27
PG/SG,Tyrese Maxey,6800,PHI,MIA,2023-02-27
SF/SG,Franz Wagner,6700,ORL,NO,2023-02-27
C,Mark Williams,6600,CHA,DET,2023-02-27
SF/PF,Bojan Bogdanovic,6500,DET,CHA,2023-02-27
C,Mitchell Robinson,6500,NY,BOS,2023-02-27
SF/SG,RJ Barrett,6400,NY,BOS,2023-02-27
PG,Marcus Smart,6400,BOS,NY,2023-02-27
PG/SG,Malcolm Brogdon,6300,BOS,NY,2023-02-27
SF/SG,Gordon Hayward,6200,CHA,DET,2023-02-27
SF/SG,Josh Richardson,6200,NO,ORL,2023-02-27
SF/SG,Kelly Oubre,6100,CHA,DET,2023-02-27
C,Jonas Valanciunas,6100,NO,ORL,2023-02-27
SG,Jaden Ivey,6000,DET,CHA,2023-02-27
PF,Tobias Harris,6000,PHI,MIA,2023-02-27
C,Robert Williams,6000,BOS,NY,2023-02-27
SG/SF,Josh Hart,5900,NY,BOS,2023-02-27
SG/PG,Immanuel Quickley,5900,NY,BOS,2023-02-27
PG/SG,Cole Anthony,5800,ORL,NO,2023-02-27
C/PF,Isaiah Stewart,5700,DET,CHA,2023-02-27
C/PF,Al Horford,5700,BOS,NY,2023-02-27
PF/C,Kevin Love,5600,MIA,PHI,2023-02-27
PG,Dennis Smith,5600,CHA,DET,2023-02-27
C,Jalen Duren,5500,DET,CHA,2023-02-27
SF/PF,Caleb Martin,5500,MIA,PHI,2023-02-27
PG,Killian Hayes,5400,DET,CHA,2023-02-27
PG/SG,Jalen Suggs,5400,ORL,NO,2023-02-27
PG/SG,Gabe Vincent,5300,MIA,PHI,2023-02-27
SG/SF,Herbert Jones,5300,NO,ORL,2023-02-27
PF/C,Larry Nance,5200,NO,ORL,2023-02-27
SF,Trey Murphy,5200,NO,ORL,2023-02-27
SF,Naji Marshall,5100,NO,ORL,2023-02-27
SG/SF,Hamidou Diallo,5100,DET,CHA,2023-02-27
SG,Victor Oladipo,5000,MIA,PHI,2023-02-27
SG/SF,Max Strus,5000,MIA,PHI,2023-02-27
