pos,name,salary,team,opp,date
PG/SG,Luka Doncic,12500,DAL,POR,2023-01-14
C,Joel Embiid,11600,PHI,UTA,2023-01-14
PF/SF,Jayson Tatum,10800,BOS,CHA,2023-01-14
SG/PG,James Harden,10600,PHI,UTA,2023-01-14
PG,Ja Morant,10200,MEM,IND,2023-01-14
C/PF,Pascal Siakam,9800,TOR,ATL,2023-01-14
PG,LaMelo Ball,9700,CHA,BOS,2023-01-14
PG,Trae Young,9600,ATL,TOR,2023-01-14
PG/SG,Tyrese Haliburton,9500,IND,MEM,2023-01-14
SG/PG,Donovan Mitchell,9400,CLE,MIN,2023-01-14
PG,Damian Lillard,9300,POR,DAL,2023-01-14
PF/C,Karl-Anthony Towns,9000,MIN,CLE,2023-01-14
PF/C,Christian Wood,8500,DAL,POR,2023-01-14
SG/SF,Anthony Edwards,8400,MIN,CLE,2023-01-14
SF/SG,Jaylen Brown,8400,BOS,CHA,2023-01-14
PG,Fred VanVleet,8300,TOR,ATL,2023-01-14
PF/SF,Lauri Markkanen,8300,UTA,PHI,2023-01-14
SG/PG,Dejounte Murray,8200,ATL,TOR,2023-01-14
PF/C,Jaren Jackson,8100,MEM,IND,2023-01-14
C,Jusuf Nurkic,8000,POR,DAL,2023-01-14
SG/PG,Darius Garland,7900,CLE,MIN,2023-01-14
C/PF,Myles Turner,7900,IND,MEM,2023-01-14
PF/SF,Scottie Barnes,7700,TOR,ATL,2023-01-14
SG/PG,Terry Rozier,7500,CHA,BOS,2023-01-14
C,Rudy Gobert,7500,MIN,CLE,2023-01-14
C/PF,Jarrett Allen,7500,CLE,MIN,2023-01-14
C,Steven Adams,7400,MEM,IND,2023-01-14
PF/C,John Collins,7200,ATL,TOR,2023-01-14
SG/SF,Desmond Bane,7200,MEM,IND,2023-01-14
PG/SG,Tyrese Maxey,7100,PHI,UTA,2023-01-14
SF/SG,OG Anunoby,7100,TOR,ATL,2023-01-14
PG/SG,Jordan Clarkson,7000,UTA,PHI,2023-01-14
C,Mason Plumlee,7000,CHA,BOS,2023-01-14
PF,Jerami Grant,7000,POR,DAL,2023-01-14
PF/C,Evan Mobley,6900,CLE,MIN,2023-01-14
SG/SF,Gary Trent,6900,TOR,ATL,2023-01-14
PG/SG,D'Angelo Russell,6800,MIN,CLE,2023-01-14
SG/SF,Buddy Hield,6700,IND,MEM,2023-01-14
SF/PF,Tobias Harris,6700,PHI,UTA,2023-01-14
PG/SG,Spencer Dinwiddie,6700,DAL,POR,2023-01-14
SF/SG,Kelly Oubre,6600,CHA,BOS,2023-01-14
SG/PG,Marcus Smart,6400,BOS,CHA,2023-01-14
SG/SF,Josh Hart,6200,POR,DAL,2023-01-14
SF/PF,Kyle Anderson,6200,MIN,CLE,2023-01-14
C,Onyeka Okongwu,6200,ATL,TOR,2023-01-14
SF/PF,De'Andre Hunter,6100,ATL,TOR,2023-01-14
C,Clint Capela,6100,ATL,TOR,2023-01-14
PF/C,Robert Williams,6000,BOS,CHA,2023-01-14
SG/PG,Anfernee Simons,6000,POR,DAL,2023-01-14
PF/C,P.J. Washington,6000,CHA,BOS,2023-01-14
SF/SG,Bogdan Bogdanovic,6000,ATL,TOR,2023-01-14
SG/SF,Dillon Brooks,5900,MEM,IND,2023-01-14
PG/SG,Malcolm Brogdon,5900,BOS,CHA,2023-01-14
PG,Tyus Jones,5800,MEM,IND,2023-01-14
SG/SF,Caris LeVert,5800,CLE,MIN,2023-01-14
SF/PF,Jaden McDaniels,5800,MIN,CLE,2023-01-14
PG/SG,T.J. McConnell,5800,IND,MEM,2023-01-14
SG/SF,Tim Hardaway,5800,DAL,POR,2023-01-14
SG/PG,Andrew Nembhard,5700,IND,MEM,2023-01-14
PF/SF,Jalen McDaniels,5700,CHA,BOS,2023-01-14
PG/SG,Derrick White,5600,BOS,CHA,2023-01-14
SG/SF,Bennedict Mathurin,5600,IND,MEM,2023-01-14
C,Walker Kessler,5600,UTA,PHI,2023-01-14
PF,Jarred Vanderbilt,5500,UTA,PHI,2023-01-14
PG,Mike Conley,5500,UTA,PHI,2023-01-14
PF/C,Jalen Smith,5500,IND,MEM,2023-01-14
SF/SG,Malik Beasley,5400,UTA,PHI,2023-01-14
PF,Grant Williams,5400,BOS,CHA,2023-01-14
SF/PF,Aaron Nesmith,5400,IND,MEM,2023-01-14
SF/SG,Gordon Hayward,5300,CHA,BOS,2023-01-14
PG/SG,De'Anthony Melton,5200,PHI,UTA,2023-01-14
C,Naz Reid,5200,MIN,CLE,2023-01-14
C/PF,Al Horford,5100,BOS,CHA,2023-01-14
SG,Collin Sexton,5000,UTA,PHI,2023-01-14
C,Paul Reed,5000,PHI,UTA,2023-01-14
C/PF,Kelly Olynyk,4900,UTA,PHI,2023-01-14
PG,Shake Milton,4800,PHI,UTA,2023-01-14
SF,Justise Winslow,4800,POR,DAL,2023-01-14
PG,Dennis Smith,4800,CHA,BOS,2023-01-14
PF/C,Brandon Clarke,4700,MEM,IND,2023-01-14
PF,Santi Aldama,4600,MEM,IND,2023-01-14
PG,Jaylen Nowell,4600,MIN,CLE,2023-01-14
SF/PF,Taurean Prince,4500,MIN,CLE,2023-01-14
PF/C,Kevin Love,4500,CLE,MIN,2023-01-14
PF/C,Maxi Kleber,4500,DAL,POR,2023-01-14
PF,Isaiah Jackson,4400,IND,MEM,2023-01-14
SF,Jalen Johnson,4400,ATL,TOR,2023-01-14
SG/SF,Nickeil Alexander-Walker,4400,UTA,PHI,2023-01-14
PF/C,Precious Achiuwa,4400,TOR,ATL,2023-01-14
SF/PF,Dorian Finney-Smith,4400,DAL,POR,2023-01-14
SG/PG,Austin Rivers,4300,MIN,CLE,2023-01-14
PG,Aaron Holiday,4300,ATL,TOR,2023-01-14
SG/PG,Cody Martin,4300,CHA,BOS,2023-01-14
PF/SF,Dean Wade,4300,CLE,MIN,2023-01-14
PF,Lamar Stevens,4300,CLE,MIN,2023-01-14
SG/SF,Reggie Bullock,4200,DAL,POR,2023-01-14
C/PF,Chris Boucher,4200,TOR,ATL,2023-01-14
SF,Chris Duarte,4200,IND,MEM,2023-01-14
C,Montrezl Harrell,4200,PHI,UTA,2023-01-14
C,Christian Koloko,4200,TOR,ATL,2023-01-14
C,Mark Williams,4200,CHA,BOS,2023-01-14
SG,Josh Green,4200,DAL,POR,2023-01-14
PF/C,Xavier Tillman,4200,MEM,IND,2023-01-14
C,Goga Bitadze,4100,IND,MEM,2023-01-14
C/PF,Drew Eubanks,4100,POR,DAL,2023-01-14
SF,Oshae Brissett,4000,IND,MEM,2023-01-14
PF/C,Frank Kaminsky,4000,ATL,TOR,2023-01-14
PG,Jordan McLaughlin,4000,MIN,CLE,2023-01-14
PG,Ricky Rubio,4000,CLE,MIN,2023-01-14
SF,AJ Griffin,4000,ATL,TOR,2023-01-14
SF/SG,John Konchar,4000,MEM,IND,2023-01-14
PG/SG,Payton Pritchard,4000,BOS,CHA,2023-01-14
SF,Ziaire Williams,3900,MEM,IND,2023-01-14
SF/PF,Cedi Osman,3900,CLE,MIN,2023-01-14
SF/PF,Juancho Hernangomez,3900,TOR,ATL,2023-01-14
SF/PF,James Johnson,3900,IND,MEM,2023-01-14
SF,Matisse Thybulle,3900,PHI,UTA,2023-01-14
SG,Ochai Agbaji,3900,UTA,PHI,2023-01-14
SF/SG,Isaac Okoro,3900,CLE,MIN,2023-01-14
PG/SG,Malachi Flynn,3900,TOR,ATL,2023-01-14
PF,Nathan Knight,3800,MIN,CLE,2023-01-14
SG,Gary Payton,3800,POR,DAL,2023-01-14
SF,Jabari Walker,3800,POR,DAL,2023-01-14
SG/SF,Talen Horton-Tucker,3800,UTA,PHI,2023-01-14
SG,Jaden Hardy,3800,DAL,POR,2023-01-14
SG,Shaedon Sharpe,3800,POR,DAL,2023-01-14
C/PF,Dwight Powell,3800,DAL,POR,2023-01-14
PF,Thaddeus Young,3800,TOR,ATL,2023-01-14
C,Luka Garza,3700,MIN,CLE,2023-01-14
PF,Georges Niang,3700,PHI,UTA,2023-01-14
PF,Luke Kornet,3700,BOS,CHA,2023-01-14
PG,Theo Maledon,3700,CHA,BOS,2023-01-14
SF,Davis Bertans,3700,DAL,POR,2023-01-14
SG,Bryn Forbes,3700,MIN,CLE,2023-01-14
PG,Raul Neto,3700,CLE,MIN,2023-01-14
PF/SF,Rudy Gay,3700,UTA,PHI,2023-01-14
PF,P.J. Tucker,3700,PHI,UTA,2023-01-14
C,Nick Richards,3700,CHA,BOS,2023-01-14
PG,Frank Ntilikina,3700,DAL,POR,2023-01-14
C,JaVale McGee,3600,DAL,POR,2023-01-14
SG,Keon Johnson,3600,POR,DAL,2023-01-14
PF,JT Thor,3600,CHA,BOS,2023-01-14
SG,James Bouknight,3600,CHA,BOS,2023-01-14
SF,Sam Hauser,3600,BOS,CHA,2023-01-14
PF,Trendon Watford,3600,POR,DAL,2023-01-14
C,Robin Lopez,3600,CLE,MIN,2023-01-14
PG,Jaden Springer,3600,PHI,UTA,2023-01-14
SG/SF,Furkan Korkmaz,3600,PHI,UTA,2023-01-14
