pos,name,salary,team,opp,date
PF/SF,Giannis Antetokounmpo,12000,MIL,CLE,2022-11-25
PF/C,Anthony Davis,11800,LAL,SA,2022-11-25
C,Joel Embiid,11600,PHI,ORL,2022-11-25
C,Nikola Jokic,11000,DEN,LAC,2022-11-25
SF/PF,LeBron James,10800,LAL,SA,2022-11-25
SG/PG,Shai Gilgeous-Alexander,10600,OKC,CHI,2022-11-25
SF/PF,Kevin Durant,10500,BKN,IND,2022-11-25
PG,Stephen Curry,10400,GS,UTA,2022-11-25
PF/SF,Jayson Tatum,10200,BOS,SAC,2022-11-25
PG,Ja Morant,10100,MEM,NO,2022-11-25
PG,De'Aaron Fox,9900,SAC,BOS,2022-11-25
PG,Trae Young,9800,ATL,HOU,2022-11-25
SG,Devin Booker,9700,PHO,DET,2022-11-25
SG/PG,Donovan Mitchell,9600,CLE,MIL,2022-11-25
SG/PG,Dejounte Murray,9500,ATL,HOU,2022-11-25
SG/PG,James Harden,9500,PHI,ORL,2022-11-25
C/PF,Domantas Sabonis,9500,SAC,BOS,2022-11-25
PG/SG,Tyrese Haliburton,9300,IND,BKN,2022-11-25
SG/SF,Paul George,9000,LAC,DEN,2022-11-25
PG,Damian Lillard,9000,POR,NY,2022-11-25
SF/PF,Jimmy Butler,8800,MIA,WAS,2022-11-25
C/PF,Bam Adebayo,8800,MIA,WAS,2022-11-25
PG/SG,Kyrie Irving,8600,BKN,IND,2022-11-25
C/PF,Kristaps Porzingis,8600,WAS,MIA,2022-11-25
PF/SF,Paolo Banchero,8600,ORL,PHI,2022-11-25
SF/SG,Jaylen Brown,8500,BOS,SAC,2022-11-25
SG/PG,Darius Garland,8500,CLE,MIL,2022-11-25
SG/SF,DeMar DeRozan,8400,CHI,OKC,2022-11-25
SG/PG,Anfernee Simons,8300,POR,NY,2022-11-25
SG,Bradley Beal,8200,WAS,MIA,2022-11-25
PF/C,Jaren Jackson,8200,MEM,NO,2022-11-25
SF/SG,Brandon Ingram,8100,NO,MEM,2022-11-25
SF/PF,Tobias Harris,8000,PHI,ORL,2022-11-25
PG/PF,Ben Simmons,8000,BKN,IND,2022-11-25
PG/SG,CJ McCollum,8000,NO,MEM,2022-11-25
PF,Zion Williamson,8000,NO,MEM,2022-11-25
PG/SG,Cade Cunningham,7900,DET,PHO,2022-11-25
PG/SG,De'Anthony Melton,7900,PHI,ORL,2022-11-25
PG,Kevin Porter,7900,HOU,ATL,2022-11-25
PF/SF,Lauri Markkanen,7900,UTA,GS,2022-11-25
SG/SF,Desmond Bane,7900,MEM,NO,2022-11-25
C,Nikola Vucevic,7800,CHI,OKC,2022-11-25
PG/SG,Jrue Holiday,7800,MIL,CLE,2022-11-25
PF/C,Julius Randle,7800,NY,POR,2022-11-25
C/PF,Myles Turner,7700,IND,BKN,2022-11-25
PG/SG,Tyrese Maxey,7700,PHI,ORL,2022-11-25
SF/PF,Kyle Kuzma,7600,WAS,MIA,2022-11-25
C,Deandre Ayton,7500,PHO,DET,2022-11-25
C,Jakob Poeltl,7400,SA,LAL,2022-11-25
PF,Jerami Grant,7400,POR,NY,2022-11-25
PG,Kyle Lowry,7400,MIA,WAS,2022-11-25
SG/SF,Mikal Bridges,7400,PHO,DET,2022-11-25
SG/SF,Dillon Brooks,7400,MEM,NO,2022-11-25
SF/SG,Khris Middleton,7400,MIL,CLE,2022-11-25
PF/C,Evan Mobley,7300,CLE,MIL,2022-11-25
SG/PG,Josh Giddey,7300,OKC,CHI,2022-11-25
PG,Chris Paul,7300,PHO,DET,2022-11-25
PG/SG,Jalen Brunson,7300,NY,POR,2022-11-25
PG,Russell Westbrook,7200,LAL,SA,2022-11-25
SG/SF,Tyler Herro,7200,MIA,WAS,2022-11-25
SF/SG,Franz Wagner,7100,ORL,PHI,2022-11-25
SG,Devin Vassell,7100,SA,LAL,2022-11-25
PG/SG,Jordan Clarkson,7000,UTA,GS,2022-11-25
C/PF,Wendell Carter,7000,ORL,PHI,2022-11-25
PF/SF,Keldon Johnson,7000,SA,LAL,2022-11-25
SG/PG,Jalen Green,6900,HOU,ATL,2022-11-25
SG/SF,Zach LaVine,6900,CHI,OKC,2022-11-25
C/PF,Jarrett Allen,6900,CLE,MIL,2022-11-25
C,Brook Lopez,6800,MIL,CLE,2022-11-25
SG,Jaden Ivey,6800,DET,PHO,2022-11-25
SG/PG,Marcus Smart,6700,BOS,SAC,2022-11-25
C,Alperen Sengun,6700,HOU,ATL,2022-11-25
PG/SG,Cameron Payne,6700,PHO,DET,2022-11-25
PG/SG,Jamal Murray,6700,DEN,LAC,2022-11-25
C,Bol Bol,6700,ORL,PHI,2022-11-25
