pos,name,salary,team,opp,date
PG/SG,Luka Doncic,12800,DAL,BOS,2023-01-05
C,Nikola Jokic,11500,DEN,LAC,2023-01-05
PF/SF,Jayson Tatum,10800,BOS,DAL,2023-01-05
PG,Ja Morant,10500,MEM,ORL,2023-01-05
SG/SF,Paul George,9400,LAC,DEN,2023-01-05
SF/SG,Jaylen Brown,9200,BOS,DAL,2023-01-05
SF/PF,Kawhi Leonard,9000,LAC,DEN,2023-01-05
PF/SF,Lauri Markkanen,8600,UTA,HOU,2023-01-05
PG,Kevin Porter,8400,HOU,UTA,2023-01-05
PG/SG,Jamal Murray,8100,DEN,LAC,2023-01-05
PF/C,Christian Wood,8100,DAL,BOS,2023-01-05
PF/SF,Paolo Banchero,7800,ORL,MEM,2023-01-05
C,Steven Adams,7300,MEM,ORL,2023-01-05
PF/C,Aaron Gordon,7200,DEN,LAC,2023-01-05
SG/PG,Jalen Green,7200,HOU,UTA,2023-01-05
PG/SG,Markelle Fultz,7100,ORL,MEM,2023-01-05
PF/C,Jaren Jackson,7000,MEM,ORL,2023-01-05
PG/SG,Jordan Clarkson,6800,UTA,HOU,2023-01-05
C,Ivica Zubac,6600,LAC,DEN,2023-01-05
SG/SF,Desmond Bane,6600,MEM,ORL,2023-01-05
SF/SG,Franz Wagner,6500,ORL,MEM,2023-01-05
PG,Mike Conley,6200,UTA,HOU,2023-01-05
PG/SG,Spencer Dinwiddie,6100,DAL,BOS,2023-01-05
PG/SG,John Wall,6000,LAC,DEN,2023-01-05
SG/PG,Marcus Smart,6000,BOS,DAL,2023-01-05
PG/SG,Cole Anthony,6000,ORL,MEM,2023-01-05
C,Alperen Sengun,6000,HOU,UTA,2023-01-05
C/PF,Wendell Carter,5900,ORL,MEM,2023-01-05
PF,Jarred Vanderbilt,5800,UTA,HOU,2023-01-05
PG/SG,Jalen Suggs,5700,ORL,MEM,2023-01-05
SF/SG,Norman Powell,5700,LAC,DEN,2023-01-05
PF/SF,Michael Porter,5700,DEN,LAC,2023-01-05
SG/SF,Tim Hardaway,5600,DAL,BOS,2023-01-05
PG/SG,Malcolm Brogdon,5600,BOS,DAL,2023-01-05
C/PF,Kelly Olynyk,5500,UTA,HOU,2023-01-05
SG/SF,Dillon Brooks,5500,MEM,ORL,2023-01-05
PG,Bones Hyland,5500,DEN,LAC,2023-01-05
PG/SG,Derrick White,5400,BOS,DAL,2023-01-05
SG,Collin Sexton,5400,UTA,HOU,2023-01-05
SG/SF,Terance Mann,5400,LAC,DEN,2023-01-05
PF,Moritz Wagner,5400,ORL,MEM,2023-01-05
PF/SF,Marcus Morris,5300,LAC,DEN,2023-01-05
SG,Bruce Brown,5300,DEN,LAC,2023-01-05
SF/PF,Nicolas Batum,5200,LAC,DEN,2023-01-05
C/PF,Al Horford,5200,BOS,DAL,2023-01-05
SF/SG,John Konchar,5100,MEM,ORL,2023-01-05
SG/SF,Kentavious Caldwell-Pope,5100,DEN,LAC,2023-01-05
PG,Reggie Jackson,5000,LAC,DEN,2023-01-05
PF/C,Robert Williams,5000,BOS,DAL,2023-01-05
PF,Jabari Smith,5000,HOU,UTA,2023-01-05
PG,Tyus Jones,4900,MEM,ORL,2023-01-05
SF/SG,Malik Beasley,4800,UTA,HOU,2023-01-05
SF/SG,Eric Gordon,4800,HOU,UTA,2023-01-05
C,Bol Bol,4800,ORL,MEM,2023-01-05
C,Walker Kessler,4700,UTA,HOU,2023-01-05
PF/C,Brandon Clarke,4700,MEM,ORL,2023-01-05
SG/SF,Luke Kennard,4700,LAC,DEN,2023-01-05
SF,Tari Eason,4600,HOU,UTA,2023-01-05
PF,Santi Aldama,4500,MEM,ORL,2023-01-05
PF/C,Maxi Kleber,4500,DAL,BOS,2023-01-05
SF/PF,Dorian Finney-Smith,4500,DAL,BOS,2023-01-05
SG/SF,Reggie Bullock,4400,DAL,BOS,2023-01-05
PF,Grant Williams,4300,BOS,DAL,2023-01-05
PG,Kemba Walker,4200,DAL,BOS,2023-01-05
SG,Josh Green,4200,DAL,BOS,2023-01-05
SG,Kevon Harris,4000,ORL,MEM,2023-01-05
SF/PF,Jonathan Isaac,4000,ORL,MEM,2023-01-05
SF/PF,Jae'Sean Tate,4000,HOU,UTA,2023-01-05
PG,Daishen Nix,4000,HOU,UTA,2023-01-05
C,Mo Bamba,4000,ORL,MEM,2023-01-05
PF/SF,Robert Covington,3900,LAC,DEN,2023-01-05
SG/SF,Nickeil Alexander-Walker,3900,UTA,HOU,2023-01-05
