pos,name,salary,team,opp,date
PF/SF,Giannis Antetokounmpo,12000,MIL,MEM,2022-12-15
PG,Ja Morant,10800,MEM,MIL,2022-12-15
PF,Zion Williamson,10200,NO,UTA,2022-12-15
SF/PF,Jimmy Butler,9600,MIA,HOU,2022-12-15
C/PF,Bam Adebayo,9200,MIA,HOU,2022-12-15
SG/SF,Paul George,9000,LAC,PHO,2022-12-15
SG,Devin Booker,8900,PHO,LAC,2022-12-15
PG/SG,Jrue Holiday,8600,MIL,MEM,2022-12-15
C,Deandre Ayton,8300,PHO,LAC,2022-12-15
PG,Chris Paul,8200,PHO,LAC,2022-12-15
PF/SF,Lauri Markkanen,8100,UTA,NO,2022-12-15
PF/C,Jaren Jackson,8000,MEM,MIL,2022-12-15
SF/SG,Brandon Ingram,7900,NO,UTA,2022-12-15
SF/PF,Kawhi Leonard,7700,LAC,PHO,2022-12-15
SG/SF,Tyler Herro,7700,MIA,HOU,2022-12-15
PG/SG,CJ McCollum,7500,NO,UTA,2022-12-15
PG,Kevin Porter,7300,HOU,MIA,2022-12-15
SG/SF,Desmond Bane,7200,MEM,MIL,2022-12-15
SG/SF,Mikal Bridges,7200,PHO,LAC,2022-12-15
SG/PG,Jalen Green,7100,HOU,MIA,2022-12-15
PG/SG,Jordan Clarkson,7000,UTA,NO,2022-12-15
SF/SG,Khris Middleton,6900,MIL,MEM,2022-12-15
PG,Kyle Lowry,6700,MIA,HOU,2022-12-15
PF/C,Bobby Portis,6600,MIL,MEM,2022-12-15
SG/SF,Dillon Brooks,6400,MEM,MIL,2022-12-15
C,Brook Lopez,6300,MIL,MEM,2022-12-15
C,Alperen Sengun,6300,HOU,MIA,2022-12-15
C/PF,Kelly Olynyk,6200,UTA,NO,2022-12-15
C,Steven Adams,6100,MEM,MIL,2022-12-15
C,Walker Kessler,6000,UTA,NO,2022-12-15
PG/SG,John Wall,5900,LAC,PHO,2022-12-15
PG,Mike Conley,5900,UTA,NO,2022-12-15
PF,Jarred Vanderbilt,5900,UTA,NO,2022-12-15
PF,Jabari Smith,5800,HOU,MIA,2022-12-15
PF/C,Larry Nance,5700,NO,UTA,2022-12-15
SF/SG,Norman Powell,5700,LAC,PHO,2022-12-15
C,Jonas Valanciunas,5700,NO,UTA,2022-12-15
C,Ivica Zubac,5700,LAC,PHO,2022-12-15
SG,Collin Sexton,5600,UTA,NO,2022-12-15
PG,Tyus Jones,5600,MEM,MIL,2022-12-15
SG/SF,Nickeil Alexander-Walker,5500,UTA,NO,2022-12-15
SF,Trey Murphy,5500,NO,UTA,2022-12-15
PF,Santi Aldama,5400,MEM,MIL,2022-12-15
SF/SG,Malik Beasley,5300,UTA,NO,2022-12-15
PG,Jose Alvarado,5300,NO,UTA,2022-12-15
C,Bismack Biyombo,5300,PHO,LAC,2022-12-15
PG/SG,Cameron Payne,5300,PHO,LAC,2022-12-15
PF/C,Brandon Clarke,5200,MEM,MIL,2022-12-15
SF/PF,Torrey Craig,5200,PHO,LAC,2022-12-15
SG/SF,Herbert Jones,5200,NO,UTA,2022-12-15
SF/PF,Nicolas Batum,5100,LAC,PHO,2022-12-15
SF/SG,Caleb Martin,5000,MIA,HOU,2022-12-15
PG,Reggie Jackson,5000,LAC,PHO,2022-12-15
SG/SF,Terance Mann,5000,LAC,PHO,2022-12-15
SF/SG,John Konchar,4900,MEM,MIL,2022-12-15
SG/SF,Max Strus,4900,MIA,HOU,2022-12-15
PF/SF,Marcus Morris,4900,LAC,PHO,2022-12-15
PG/SG,Jevon Carter,4900,MIL,MEM,2022-12-15
SF,Naji Marshall,4700,NO,UTA,2022-12-15
SG,Damion Lee,4600,PHO,LAC,2022-12-15
SF,Tari Eason,4600,HOU,MIA,2022-12-15
PG/SG,Gabe Vincent,4500,MIA,HOU,2022-12-15
SG/SF,Luke Kennard,4500,LAC,PHO,2022-12-15
