pos,name,salary,team,opp,date
PG/SG,Luka Doncic,11800,DAL,BKN,2022-11-07
PF/SF,Giannis Antetokounmpo,11600,MIL,ATL,2022-11-07
C,Nikola Jokic,10700,DEN,SA,2022-11-07
SF/PF,Kevin Durant,10500,BKN,DAL,2022-11-07
SG/PG,Shai Gilgeous-Alexander,10400,OKC,DET,2022-11-07
PF/C,Anthony Davis,10300,LAL,UTA,2022-11-07
PF/SF,Jayson Tatum,10200,BOS,MEM,2022-11-07
SF/PF,LeBron James,10100,LAL,UTA,2022-11-07
PG,Stephen Curry,10100,GS,SAC,2022-11-07
C,Joel Embiid,10000,PHI,PHO,2022-11-07
PG,Trae Young,9800,ATL,MIL,2022-11-07
SG/PG,Donovan Mitchell,9700,CLE,LAC,2022-11-07
C/PF,Pascal Siakam,9700,TOR,CHI,2022-11-07
PF/C,Karl-Anthony Towns,9600,MIN,NY,2022-11-07
PG,Ja Morant,9600,MEM,BOS,2022-11-07
SG/PG,James Harden,9500,PHI,PHO,2022-11-07
SG/SF,Paul George,9100,LAC,CLE,2022-11-07
SG/PG,Dejounte Murray,9000,ATL,MIL,2022-11-07
PG/SG,Kyrie Irving,9000,BKN,DAL,2022-11-07
SG,Devin Booker,8600,PHO,PHI,2022-11-07
PG,LaMelo Ball,8500,CHA,WAS,2022-11-07
SF/PF,Jimmy Butler,8500,MIA,POR,2022-11-07
PG,Damian Lillard,8500,POR,MIA,2022-11-07
PG/SG,Tyrese Haliburton,8500,IND,NO,2022-11-07
C/PF,Domantas Sabonis,8500,SAC,GS,2022-11-07
PG/SG,Jrue Holiday,8400,MIL,ATL,2022-11-07
PF/SF,Paolo Banchero,8400,ORL,HOU,2022-11-07
SF/SG,Jaylen Brown,8300,BOS,MEM,2022-11-07
PF,Zion Williamson,8300,NO,IND,2022-11-07
PG,De'Aaron Fox,8300,SAC,GS,2022-11-07
C,Nikola Vucevic,8200,CHI,TOR,2022-11-07
SG,Bradley Beal,8200,WAS,CHA,2022-11-07
PG/SG,CJ McCollum,8200,NO,IND,2022-11-07
PG/SG,Cade Cunningham,8100,DET,OKC,2022-11-07
C,Rudy Gobert,8100,MIN,NY,2022-11-07
SG/PG,Darius Garland,8000,CLE,LAC,2022-11-07
SG/SF,Anthony Edwards,8000,MIN,NY,2022-11-07
PF/SF,Lauri Markkanen,8000,UTA,LAL,2022-11-07
C/PF,Bam Adebayo,8000,MIA,POR,2022-11-07
