pos,name,salary,team,opp,date
C,Nikola Jokic,11600,DEN,MIL,2023-01-25
C,Joel Embiid,11500,PHI,BKN,2023-01-25
PF/SF,Giannis Antetokounmpo,11400,MIL,DEN,2023-01-25
SF/PF,LeBron James,11100,LAL,SA,2023-01-25
PF/C,Anthony Davis,10700,LAL,SA,2023-01-25
SG/PG,James Harden,10500,PHI,BKN,2023-01-25
SG/PG,Shai Gilgeous-Alexander,10300,OKC,ATL,2023-01-25
SF/PF,Kevin Durant,10200,BKN,PHI,2023-01-25
PG,Damian Lillard,10100,POR,UTA,2023-01-25
C/PF,Domantas Sabonis,10100,SAC,TOR,2023-01-25
PG/SG,Kyrie Irving,10000,BKN,PHI,2023-01-25
PG,Ja Morant,9900,MEM,GS,2023-01-25
PG,Stephen Curry,9800,GS,MEM,2023-01-25
PF,Zion Williamson,9700,NO,MIN,2023-01-25
PG,Trae Young,9600,ATL,OKC,2023-01-25
C/PF,Pascal Siakam,9400,TOR,SAC,2023-01-25
PG/SG,Tyrese Haliburton,9400,IND,ORL,2023-01-25
SG/SF,Anthony Edwards,9200,MIN,NO,2023-01-25
PF/C,Karl-Anthony Towns,9000,MIN,NO,2023-01-25
PG,Fred VanVleet,9000,TOR,SAC,2023-01-25
C/PF,Kristaps Porzingis,8900,WAS,HOU,2023-01-25
PF/SF,Lauri Markkanen,8800,UTA,POR,2023-01-25
SG/PG,Dejounte Murray,8600,ATL,OKC,2023-01-25
SF/PF,Kyle Kuzma,8500,WAS,HOU,2023-01-25
PF/SF,Scottie Barnes,8400,TOR,SAC,2023-01-25
C,Alperen Sengun,8400,HOU,WAS,2023-01-25
PG,Russell Westbrook,8400,LAL,SA,2023-01-25
PG/SG,Jrue Holiday,8400,MIL,DEN,2023-01-25
PG/SG,Jamal Murray,8300,DEN,MIL,2023-01-25
PG,De'Aaron Fox,8300,SAC,TOR,2023-01-25
SG,Bradley Beal,8200,WAS,HOU,2023-01-25
PG/SG,CJ McCollum,8100,NO,MIN,2023-01-25
C,Nic Claxton,8100,BKN,PHI,2023-01-25
SG/PG,Jalen Green,8000,HOU,WAS,2023-01-25
C/PF,Myles Turner,8000,IND,ORL,2023-01-25
PF/C,Jaren Jackson,7900,MEM,GS,2023-01-25
SG/PG,Josh Giddey,7900,OKC,ATL,2023-01-25
PG/SG,Jordan Poole,7800,GS,MEM,2023-01-25
PG,Kevin Porter,7800,HOU,WAS,2023-01-25
C,Jusuf Nurkic,7700,POR,UTA,2023-01-25
SG/SF,Desmond Bane,7700,MEM,GS,2023-01-25
C,Rudy Gobert,7600,MIN,NO,2023-01-25
SF/SG,Brandon Ingram,7500,NO,MIN,2023-01-25
C,Jonas Valanciunas,7500,NO,MIN,2023-01-25
SG/SF,Gary Trent,7400,TOR,SAC,2023-01-25
PF/SF,Paolo Banchero,7400,ORL,IND,2023-01-25
PG/SG,Markelle Fultz,7400,ORL,IND,2023-01-25
PF/C,Aaron Gordon,7300,DEN,MIL,2023-01-25
SF/PF,Tobias Harris,7300,PHI,BKN,2023-01-25
SG/SF,Klay Thompson,7200,GS,MEM,2023-01-25
PG/SG,Jordan Clarkson,7100,UTA,POR,2023-01-25
C,Walker Kessler,7100,UTA,POR,2023-01-25
PF/SF,Keldon Johnson,7100,SA,LAL,2023-01-25
C,Jakob Poeltl,7000,SA,LAL,2023-01-25
PG/PF,Ben Simmons,7000,BKN,PHI,2023-01-25
C,Thomas Bryant,7000,LAL,SA,2023-01-25
C,Steven Adams,6900,MEM,GS,2023-01-25
SF/SG,Franz Wagner,6900,ORL,IND,2023-01-25
SF/SG,Khris Middleton,6900,MIL,DEN,2023-01-25
SF/SG,OG Anunoby,6900,TOR,SAC,2023-01-25
PF/C,Bobby Portis,6800,MIL,DEN,2023-01-25
PG/SG,D'Angelo Russell,6800,MIN,NO,2023-01-25
PF/C,Draymond Green,6800,GS,MEM,2023-01-25
C/PF,Wendell Carter,6700,ORL,IND,2023-01-25
SG/PG,Dennis Schroder,6700,LAL,SA,2023-01-25
PG/SG,T.J. McConnell,6700,IND,ORL,2023-01-25
SF/PF,Andrew Wiggins,6600,GS,MEM,2023-01-25
SG/SF,Buddy Hield,6500,IND,ORL,2023-01-25
C,Clint Capela,6500,ATL,OKC,2023-01-25
PG,Tre Jones,6500,SA,LAL,2023-01-25
SG,Devin Vassell,6500,SA,LAL,2023-01-25
PG,Tyus Jones,6400,MEM,GS,2023-01-25
SF/PF,Harrison Barnes,6300,SAC,TOR,2023-01-25
PF,Jerami Grant,6300,POR,UTA,2023-01-25
PG/SG,Tyrese Maxey,6300,PHI,BKN,2023-01-25
SF/PF,Kyle Anderson,6200,MIN,NO,2023-01-25
C,Brook Lopez,6200,MIL,DEN,2023-01-25
SG/SF,Josh Hart,6100,POR,UTA,2023-01-25
PF/SF,Michael Porter,6100,DEN,MIL,2023-01-25
SG/SF,Kevin Huerter,6100,SAC,TOR,2023-01-25
SG/PG,Anfernee Simons,6100,POR,UTA,2023-01-25
PF/C,John Collins,6000,ATL,OKC,2023-01-25
C/PF,Kevon Looney,6000,GS,MEM,2023-01-25
SF/SG,Bogdan Bogdanovic,6000,ATL,OKC,2023-01-25
SF,Naji Marshall,6000,NO,MIN,2023-01-25
SF/SG,Bruce Brown,5900,DEN,MIL,2023-01-25
SF/SG,Josh Richardson,5900,SA,LAL,2023-01-25
SF/SG,Jalen Williams,5800,OKC,ATL,2023-01-25
C,Daniel Gafford,5800,WAS,HOU,2023-01-25
PF,Jabari Smith,5800,HOU,WAS,2023-01-25
SF/SG,Luguentz Dort,5700,OKC,ATL,2023-01-25
PG,Mike Conley,5700,UTA,POR,2023-01-25
SF/PF,Jaden McDaniels,5700,MIN,NO,2023-01-25
PG/SG,Cole Anthony,5700,ORL,IND,2023-01-25
PF,Jarred Vanderbilt,5600,UTA,POR,2023-01-25
PG,Monte Morris,5600,WAS,HOU,2023-01-25
SG/SF,Bennedict Mathurin,5500,IND,ORL,2023-01-25
SF/PF,De'Andre Hunter,5500,ATL,OKC,2023-01-25
SF/PF,Keegan Murray,5500,SAC,TOR,2023-01-25
SG/SF,Donte DiVincenzo,5400,GS,MEM,2023-01-25
PG/SG,De'Anthony Melton,5400,PHI,BKN,2023-01-25
SG/SF,Dillon Brooks,5400,MEM,GS,2023-01-25
SF/PF,Royce O'Neale,5400,BKN,PHI,2023-01-25
PF/C,Zach Collins,5400,SA,LAL,2023-01-25
PF/C,Larry Nance,5300,NO,MIN,2023-01-25
SF/PF,Kenyon Martin,5300,HOU,WAS,2023-01-25
SF,Trey Murphy,5300,NO,MIN,2023-01-25
SG/SF,Herbert Jones,5300,NO,MIN,2023-01-25
SF/SG,Eric Gordon,5300,HOU,WAS,2023-01-25
C,Naz Reid,5300,MIN,NO,2023-01-25
SF/SG,Malik Beasley,5200,UTA,POR,2023-01-25
SG/SF,Lonnie Walker,5200,LAL,SA,2023-01-25
SG/PG,Andrew Nembhard,5200,IND,ORL,2023-01-25
PG/SG,Delon Wright,5200,WAS,HOU,2023-01-25
C,Onyeka Okongwu,5200,ATL,OKC,2023-01-25
PF/C,Precious Achiuwa,5200,TOR,SAC,2023-01-25
PF,Isaiah Jackson,5100,IND,ORL,2023-01-25
SF/PF,Jeremy Sochan,5100,SA,LAL,2023-01-25
