pos,name,salary,team,opp,date
C,Nikola Jokic,11600,DEN,MIN,2023-02-07
PF/C,Anthony Davis,10800,LAL,OKC,2023-02-07
SG/PG,Shai Gilgeous-Alexander,10600,OKC,LAL,2023-02-07
PG,Ja Morant,10400,MEM,CHI,2023-02-07
SF/PF,LeBron James,10300,LAL,OKC,2023-02-07
SF/PF,Kevin Durant,9700,BKN,PHO,2023-02-07
PG,Trae Young,9400,ATL,NO,2023-02-07
SG/SF,Anthony Edwards,9400,MIN,DEN,2023-02-07
PF/C,Julius Randle,9100,NY,ORL,2023-02-07
SG/PG,Dejounte Murray,9000,ATL,NO,2023-02-07
SG,Devin Booker,8900,PHO,BKN,2023-02-07
PF/C,Karl-Anthony Towns,8700,MIN,DEN,2023-02-07
SG/SF,DeMar DeRozan,8500,CHI,MEM,2023-02-07
PF,Zion Williamson,8400,NO,ATL,2023-02-07
C,Nic Claxton,8400,BKN,PHO,2023-02-07
PG/SG,Jamal Murray,8300,DEN,MIN,2023-02-07
C,Nikola Vucevic,8300,CHI,MEM,2023-02-07
PG,Chris Paul,8100,PHO,BKN,2023-02-07
SG/PG,Josh Giddey,8000,OKC,LAL,2023-02-07
PG/SG,Spencer Dinwiddie,7900,BKN,PHO,2023-02-07
C,Deandre Ayton,7900,PHO,BKN,2023-02-07
PG/SG,Jalen Brunson,7900,NY,ORL,2023-02-07
SF/SG,Brandon Ingram,7800,NO,ATL,2023-02-07
PF/C,Jaren Jackson,7800,MEM,CHI,2023-02-07
SG/SF,Zach LaVine,7700,CHI,MEM,2023-02-07
PG/SG,CJ McCollum,7600,NO,ATL,2023-02-07
SG/SF,Mikal Bridges,7500,PHO,BKN,2023-02-07
PF/SF,Paolo Banchero,7500,ORL,NY,2023-02-07
SG/SF,Desmond Bane,7400,MEM,CHI,2023-02-07
PG/SG,D'Angelo Russell,7300,MIN,DEN,2023-02-07
C,Rudy Gobert,7200,MIN,DEN,2023-02-07
