pos,name,salary,team,opp,date
SF/PF,Kevin Durant,11500,BKN,POR,2022-11-17
C/PF,Domantas Sabonis,10200,SAC,SA,2022-11-17
PG,De'Aaron Fox,9600,SAC,SA,2022-11-17
SG/SF,Paul George,9400,LAC,DET,2022-11-17
PG,Damian Lillard,9000,POR,BKN,2022-11-17
PG/SG,Kyrie Irving,8800,BKN,POR,2022-11-17
PF,Jerami Grant,8400,POR,BKN,2022-11-17
PG/SG,Cade Cunningham,7900,DET,LAC,2022-11-17
C,Jakob Poeltl,7800,SA,SAC,2022-11-17
SG/PG,Anfernee Simons,7500,POR,BKN,2022-11-17
PF/SF,Keldon Johnson,7100,SA,SAC,2022-11-17
SG,Jaden Ivey,6800,DET,LAC,2022-11-17
SG,Devin Vassell,6800,SA,SAC,2022-11-17
SF/PF,Kawhi Leonard,6800,LAC,DET,2022-11-17
C,Jusuf Nurkic,6600,POR,BKN,2022-11-17
C,Nic Claxton,6400,BKN,POR,2022-11-17
PG,Tre Jones,6300,SA,SAC,2022-11-17
SG/SF,Kevin Huerter,6100,SAC,SA,2022-11-17
PG/SG,John Wall,6000,LAC,DET,2022-11-17
C,Ivica Zubac,6000,LAC,DET,2022-11-17
SG/SF,Josh Hart,5900,POR,BKN,2022-11-17
C/PF,Isaiah Stewart,5800,DET,LAC,2022-11-17
SF/PF,Bojan Bogdanovic,5800,DET,LAC,2022-11-17
PG/PF,Ben Simmons,5700,BKN,POR,2022-11-17
PF/C,Marvin Bagley,5700,DET,LAC,2022-11-17
SF/PF,Keegan Murray,5600,SAC,SA,2022-11-17
SF,Saddiq Bey,5600,DET,LAC,2022-11-17
SF/PF,Harrison Barnes,5500,SAC,SA,2022-11-17
PF/SF,Marcus Morris,5500,LAC,DET,2022-11-17
SF,Justise Winslow,5500,POR,BKN,2022-11-17
PG,Killian Hayes,5300,DET,LAC,2022-11-17
C,Jalen Duren,5200,DET,LAC,2022-11-17
SG/PG,Cam Thomas,5200,BKN,POR,2022-11-17
SF/SG,Norman Powell,5200,LAC,DET,2022-11-17
SF/PF,Royce O'Neale,5100,BKN,POR,2022-11-17
PG,Reggie Jackson,5000,LAC,DET,2022-11-17
C,Charles Bassey,4800,SA,SAC,2022-11-17
SF/SG,Josh Richardson,4700,SA,SAC,2022-11-17
PG/SG,Seth Curry,4700,BKN,POR,2022-11-17
PF/C,Zach Collins,4500,SA,SAC,2022-11-17
SG,Malik Monk,4400,SAC,SA,2022-11-17
SG,Yuta Watanabe,4400,BKN,POR,2022-11-17
SF/PF,Nicolas Batum,4300,LAC,DET,2022-11-17
SG/SF,Terence Davis,4300,SAC,SA,2022-11-17
PF,Trendon Watford,4300,POR,BKN,2022-11-17
PG/SG,Alec Burks,4300,DET,LAC,2022-11-17
SF/PF,Jeremy Sochan,4300,SA,SAC,2022-11-17
C/PF,Drew Eubanks,4300,POR,BKN,2022-11-17
PG/SG,Edmond Sumner,4200,BKN,POR,2022-11-17
