pos,name,salary,team,opp,date
PG/SG,Luka Doncic,12000,DAL,UTA,2023-01-28
PF/SF,Jayson Tatum,11200,BOS,LAL,2023-01-28
SF/PF,LeBron James,10800,LAL,BOS,2023-01-28
PF/C,Anthony Davis,10700,LAL,BOS,2023-01-28
PG,Damian Lillard,10400,POR,TOR,2023-01-28
C/PF,Pascal Siakam,9900,TOR,POR,2023-01-28
C/PF,Domantas Sabonis,9800,SAC,MIN,2023-01-28
PF,Zion Williamson,9700,NO,WAS,2023-01-28
PG,Trae Young,9600,ATL,LAC,2023-01-28
SF/PF,Kawhi Leonard,9500,LAC,ATL,2023-01-28
SG/SF,Anthony Edwards,9300,MIN,SAC,2023-01-28
SG,Devin Booker,9000,PHO,SA,2023-01-28
PF/C,Karl-Anthony Towns,9000,MIN,SAC,2023-01-28
C/PF,Kristaps Porzingis,8900,WAS,NO,2023-01-28
SG/SF,DeMar DeRozan,8900,CHI,ORL,2023-01-28
PG,Fred VanVleet,8800,TOR,POR,2023-01-28
PF/SF,Lauri Markkanen,8700,UTA,DAL,2023-01-28
SG/SF,Paul George,8600,LAC,ATL,2023-01-28
SF/PF,Kyle Kuzma,8500,WAS,NO,2023-01-28
SG/PG,Dejounte Murray,8500,ATL,LAC,2023-01-28
C,Alperen Sengun,8400,HOU,DET,2023-01-28
SF/SG,Jaylen Brown,8400,BOS,LAL,2023-01-28
PG,De'Aaron Fox,8300,SAC,MIN,2023-01-28
PG/SG,CJ McCollum,8200,NO,WAS,2023-01-28
C,Nikola Vucevic,8200,CHI,ORL,2023-01-28
PF/SF,Scottie Barnes,8100,TOR,POR,2023-01-28
PG,Chris Paul,8100,PHO,SA,2023-01-28
PG/SG,Spencer Dinwiddie,8000,DAL,UTA,2023-01-28
PF/C,Christian Wood,8000,DAL,UTA,2023-01-28
SG,Bradley Beal,8000,WAS,NO,2023-01-28
PG,Russell Westbrook,7900,LAL,BOS,2023-01-28
PG,Kevin Porter,7800,HOU,DET,2023-01-28
C,Rudy Gobert,7800,MIN,SAC,2023-01-28
SG/SF,Zach LaVine,7800,CHI,ORL,2023-01-28
C,Deandre Ayton,7700,PHO,SA,2023-01-28
PF/SF,Paolo Banchero,7600,ORL,CHI,2023-01-28
SF/SG,Brandon Ingram,7500,NO,WAS,2023-01-28
C,Jusuf Nurkic,7500,POR,TOR,2023-01-28
C,Jonas Valanciunas,7400,NO,WAS,2023-01-28
SG/PG,Jalen Green,7400,HOU,DET,2023-01-28
SF/SG,Franz Wagner,7300,ORL,CHI,2023-01-28
C/PF,Wendell Carter,7300,ORL,CHI,2023-01-28
SG/SF,Mikal Bridges,7200,PHO,SA,2023-01-28
PG/SG,D'Angelo Russell,7200,MIN,SAC,2023-01-28
PF/SF,Keldon Johnson,7100,SA,PHO,2023-01-28
PG/SG,Markelle Fultz,7000,ORL,CHI,2023-01-28
PG/SG,Jordan Clarkson,6900,UTA,DAL,2023-01-28
SF/PF,Bojan Bogdanovic,6900,DET,HOU,2023-01-28
SG/SF,Gary Trent,6800,TOR,POR,2023-01-28
C,Walker Kessler,6800,UTA,DAL,2023-01-28
SG/PG,Dennis Schroder,6800,LAL,BOS,2023-01-28
PG,Killian Hayes,6700,DET,HOU,2023-01-28
C,Thomas Bryant,6700,LAL,BOS,2023-01-28
C,Clint Capela,6700,ATL,LAC,2023-01-28
C,Jakob Poeltl,6600,SA,PHO,2023-01-28
SF/SG,OG Anunoby,6600,TOR,POR,2023-01-28
SF/PF,Kyle Anderson,6500,MIN,SAC,2023-01-28
C,Jalen Duren,6500,DET,HOU,2023-01-28
SG,Devin Vassell,6500,SA,PHO,2023-01-28
SF,Saddiq Bey,6500,DET,HOU,2023-01-28
SG/PG,Anfernee Simons,6400,POR,TOR,2023-01-28
SG,Jaden Ivey,6400,DET,HOU,2023-01-28
PF,Jerami Grant,6400,POR,TOR,2023-01-28
SF/SG,Norman Powell,6400,LAC,ATL,2023-01-28
SG/PG,Marcus Smart,6300,BOS,LAL,2023-01-28
SG/SF,Kevin Huerter,6300,SAC,MIN,2023-01-28
SF/PF,Harrison Barnes,6200,SAC,MIN,2023-01-28
PG,Tre Jones,6200,SA,PHO,2023-01-28
SG/SF,Josh Hart,6100,POR,TOR,2023-01-28
PG/SG,Derrick White,6000,BOS,LAL,2023-01-28
PF/C,John Collins,6000,ATL,LAC,2023-01-28
SF/PF,Cameron Johnson,6000,PHO,SA,2023-01-28
SF/SG,Bogdan Bogdanovic,6000,ATL,LAC,2023-01-28
C,Ivica Zubac,5900,LAC,ATL,2023-01-28
C,Daniel Gafford,5900,WAS,NO,2023-01-28
SF/PF,Deni Avdija,5800,WAS,NO,2023-01-28
C,Naz Reid,5800,MIN,SAC,2023-01-28
PG/SG,Malcolm Brogdon,5800,BOS,LAL,2023-01-28
