pos,name,salary,team,opp,date
PG/SG,Luka Doncic,11200,DAL,NO,2022-10-25
PG,Stephen Curry,10400,GS,PHO,2022-10-25
SG/PG,Shai Gilgeous-Alexander,9600,OKC,LAC,2022-10-25
SG/SF,Paul George,8600,LAC,OKC,2022-10-25
SG,Devin Booker,8500,PHO,GS,2022-10-25
PG/SG,CJ McCollum,8300,NO,DAL,2022-10-25
PF/C,Christian Wood,8200,DAL,NO,2022-10-25
PF,Zion Williamson,8100,NO,DAL,2022-10-25
SF/PF,Andrew Wiggins,7800,GS,PHO,2022-10-25
SG,Bradley Beal,7800,WAS,DET,2022-10-25
PG/SG,Cade Cunningham,7700,DET,WAS,2022-10-25
SF/SG,Brandon Ingram,7600,NO,DAL,2022-10-25
C,Jonas Valanciunas,7600,NO,DAL,2022-10-25
C/PF,Kristaps Porzingis,7400,WAS,DET,2022-10-25
PG,Chris Paul,7400,PHO,GS,2022-10-25
SF/PF,Kyle Kuzma,7300,WAS,DET,2022-10-25
SF/PF,Kawhi Leonard,7000,LAC,OKC,2022-10-25
C,Deandre Ayton,7000,PHO,GS,2022-10-25
SG/PG,Josh Giddey,7000,OKC,LAC,2022-10-25
SF,Saddiq Bey,6800,DET,WAS,2022-10-25
SG,Jaden Ivey,6500,DET,WAS,2022-10-25
PG/SG,Jordan Poole,6300,GS,PHO,2022-10-25
SF/SG,Luguentz Dort,6200,OKC,LAC,2022-10-25
SF/PF,Bojan Bogdanovic,6200,DET,WAS,2022-10-25
C/PF,Isaiah Stewart,6000,DET,WAS,2022-10-25
SG/SF,Klay Thompson,6000,GS,PHO,2022-10-25
PF/C,Draymond Green,5900,GS,PHO,2022-10-25
PG/SG,John Wall,5700,LAC,OKC,2022-10-25
C,Ivica Zubac,5700,LAC,OKC,2022-10-25
SF,Trey Murphy,5600,NO,DAL,2022-10-25
PF/C,Larry Nance,5500,NO,DAL,2022-10-25
C,Jalen Duren,5400,DET,WAS,2022-10-25
SG/SF,Mikal Bridges,5400,PHO,GS,2022-10-25
SG/SF,Herbert Jones,5000,NO,DAL,2022-10-25
PF/SF,Marcus Morris,5000,LAC,OKC,2022-10-25
PG/SG,Spencer Dinwiddie,5000,DAL,NO,2022-10-25
SG/SF,Will Barton,4900,WAS,DET,2022-10-25
PG,Monte Morris,4900,WAS,DET,2022-10-25
C/PF,Jeremiah Robinson-Earl,4800,OKC,LAC,2022-10-25
PG,Tre Mann,4800,OKC,LAC,2022-10-25
C/PF,Kevon Looney,4800,GS,PHO,2022-10-25
PG/SG,Delon Wright,4600,WAS,DET,2022-10-25
C,JaVale McGee,4500,DAL,NO,2022-10-25
PG,Reggie Jackson,4500,LAC,OKC,2022-10-25
SG/SF,Tim Hardaway,4500,DAL,NO,2022-10-25
PF/SF,Robert Covington,4400,LAC,OKC,2022-10-25
C,James Wiseman,4400,GS,PHO,2022-10-25
PF/SF,Darius Bazley,4300,OKC,LAC,2022-10-25
PF,Aleksej Pokusevski,4300,OKC,LAC,2022-10-25
SF/PF,Cameron Johnson,4300,PHO,GS,2022-10-25
SF/PF,Dorian Finney-Smith,4300,DAL,NO,2022-10-25
PG/SG,Alec Burks,4200,DET,WAS,2022-10-25
SF/PF,Rui Hachimura,4100,WAS,DET,2022-10-25
PG,Killian Hayes,4000,DET,WAS,2022-10-25
C,Mike Muscala,4000,OKC,LAC,2022-10-25
PF,Dario Saric,3900,PHO,GS,2022-10-25
SF,Naji Marshall,3900,NO,DAL,2022-10-25
SF/SG,Norman Powell,3900,LAC,OKC,2022-10-25
PF/C,Marvin Bagley,3900,DET,WAS,2022-10-25
SG,Damion Lee,3900,PHO,GS,2022-10-25
PF/C,Maxi Kleber,3900,DAL,NO,2022-10-25
PG,Devonte' Graham,3900,NO,DAL,2022-10-25
PF,Jaxson Hayes,3800,NO,DAL,2022-10-25
SF,Ousmane Dieng,3800,OKC,LAC,2022-10-25
PF/C,JaMychal Green,3800,GS,PHO,2022-10-25
SF/PF,Deni Avdija,3800,WAS,DET,2022-10-25
SG/SF,Donte DiVincenzo,3800,GS,PHO,2022-10-25
SG/SF,Torrey Craig,3700,PHO,GS,2022-10-25
C/PF,Dwight Powell,3700,DAL,NO,2022-10-25
SG/SF,Reggie Bullock,3700,DAL,NO,2022-10-25
SF,Corey Kispert,3700,WAS,DET,2022-10-25
PG,Facundo Campazzo,3700,DAL,NO,2022-10-25
PG,Jose Alvarado,3700,NO,DAL,2022-10-25
PG/SG,Cameron Payne,3700,PHO,GS,2022-10-25
PG,Cory Joseph,3700,DET,WAS,2022-10-25
SG,Lindy Waters,3700,OKC,LAC,2022-10-25
SG/SF,Terance Mann,3700,LAC,OKC,2022-10-25
C,Daniel Gafford,3700,WAS,DET,2022-10-25
SG,Landry Shamet,3700,PHO,GS,2022-10-25
PG,Dyson Daniels,3600,NO,DAL,2022-10-25
C,Moses Brown,3600,LAC,OKC,2022-10-25
SF,Kenrich Williams,3600,OKC,LAC,2022-10-25
SF/PF,Nicolas Batum,3600,LAC,OKC,2022-10-25
SG,Moses Moody,3600,GS,PHO,2022-10-25
SG,Aaron Wiggins,3600,OKC,LAC,2022-10-25
PF/C,Willy Hernangomez,3600,NO,DAL,2022-10-25
SG,Duane Washington,3600,PHO,GS,2022-10-25
C,Bismack Biyombo,3600,PHO,GS,2022-10-25
PG,Frank Ntilikina,3600,DAL,NO,2022-10-25
SG,Josh Green,3600,DAL,NO,2022-10-25
C,Jock Landale,3600,PHO,GS,2022-10-25
SF/PF,Kevin Knox,3600,DET,WAS,2022-10-25
SF,Davis Bertans,3600,DAL,NO,2022-10-25
SF,Jonathan Kuminga,3600,GS,PHO,2022-10-25
SF,Eugene Omoruyi,3600,OKC,LAC,2022-10-25
SG/SF,Hamidou Diallo,3600,DET,WAS,2022-10-25
PF,Jaylin Williams,3600,OKC,LAC,2022-10-25
SG,Johnny Davis,3600,WAS,DET,2022-10-25
SG/SF,Luke Kennard,3600,LAC,OKC,2022-10-25
PF,E.J. Liddell,3500,NO,DAL,2022-10-25
C,Taj Gibson,3500,WAS,DET,2022-10-25
