pos,name,salary,team,opp,date
C,Nikola Jokic,12000,DEN,CHA,2023-02-11
PG/SG,Luka Doncic,11800,DAL,SAC,2023-02-11
PF/C,Anthony Davis,10800,LAL,GS,2023-02-11
SF/PF,LeBron James,10400,LAL,GS,2023-02-11
PG,LaMelo Ball,9800,CHA,DEN,2023-02-11
PG,Trae Young,9700,ATL,SA,2023-02-11
PG,Stephen Curry,9600,GS,LAL,2023-02-11
C/PF,Domantas Sabonis,9500,SAC,DAL,2023-02-11
PG/SG,Kyrie Irving,9400,DAL,SAC,2023-02-11
PF/C,Julius Randle,9300,NY,UTA,2023-02-11
C/PF,Kristaps Porzingis,9200,WAS,IND,2023-02-11
C/PF,Bam Adebayo,9100,MIA,ORL,2023-02-11
PG,De'Aaron Fox,9000,SAC,DAL,2023-02-11
SF/PF,Jimmy Butler,8900,MIA,ORL,2023-02-11
C,Nikola Vucevic,8800,CHI,CLE,2023-02-11
PG/SG,Tyrese Haliburton,8700,IND,WAS,2023-02-11
SG/PG,Dejounte Murray,8600,ATL,SA,2023-02-11
SG/PG,Donovan Mitchell,8500,CLE,CHI,2023-02-11
PG/SG,Jamal Murray,8300,DEN,CHA,2023-02-11
SG/SF,DeMar DeRozan,8300,CHI,CLE,2023-02-11
SG/PG,Darius Garland,8200,CLE,CHI,2023-02-11
C/PF,Myles Turner,8100,IND,WAS,2023-02-11
SG/SF,Klay Thompson,8000,GS,LAL,2023-02-11
PG/SG,Jalen Brunson,7900,NY,UTA,2023-02-11
SG,Bradley Beal,7900,WAS,IND,2023-02-11
PF/C,Evan Mobley,7800,CLE,CHI,2023-02-11
PG/SG,Jordan Poole,7800,GS,LAL,2023-02-11
SF/PF,Kyle Kuzma,7700,WAS,IND,2023-02-11
PF/C,Aaron Gordon,7700,DEN,CHA,2023-02-11
C/PF,Jarrett Allen,7700,CLE,CHI,2023-02-11
SG/SF,Tyler Herro,7600,MIA,ORL,2023-02-11
SG/SF,Zach LaVine,7600,CHI,CLE,2023-02-11
PF/SF,Lauri Markkanen,7600,UTA,NY,2023-02-11
SG/PG,Terry Rozier,7500,CHA,DEN,2023-02-11
PF/SF,Paolo Banchero,7500,ORL,MIA,2023-02-11
