pos,name,salary,team,opp,date
C,Joel Embiid,11500,PHI,ORL,2023-02-01
PF/SF,Jayson Tatum,10800,BOS,BKN,2023-02-01
SG/PG,Shai Gilgeous-Alexander,10700,OKC,HOU,2023-02-01
PG/SG,Kyrie Irving,10300,BKN,BOS,2023-02-01
PG,Ja Morant,10200,MEM,POR,2023-02-01
SF/PF,Kevin Durant,10200,BKN,BOS,2023-02-01
PG,Stephen Curry,10100,GS,MIN,2023-02-01
PG,Damian Lillard,10000,POR,MEM,2023-02-01
PG,Trae Young,9700,ATL,PHO,2023-02-01
C/PF,Domantas Sabonis,9600,SAC,SA,2023-02-01
C/PF,Kristaps Porzingis,9500,WAS,DET,2023-02-01
SG/SF,Anthony Edwards,9500,MIN,GS,2023-02-01
SG/PG,James Harden,9400,PHI,ORL,2023-02-01
C/PF,Pascal Siakam,9200,TOR,UTA,2023-02-01
SG,Devin Booker,9000,PHO,ATL,2023-02-01
PF/C,Karl-Anthony Towns,9000,MIN,GS,2023-02-01
PG,Fred VanVleet,8800,TOR,UTA,2023-02-01
SG/PG,Dejounte Murray,8700,ATL,PHO,2023-02-01
PG,De'Aaron Fox,8600,SAC,SA,2023-02-01
PF/SF,Lauri Markkanen,8600,UTA,TOR,2023-02-01
SF/SG,Jaylen Brown,8500,BOS,BKN,2023-02-01
C,Alperen Sengun,8300,HOU,OKC,2023-02-01
PG,Chris Paul,8300,PHO,ATL,2023-02-01
SF/PF,Kyle Kuzma,8200,WAS,DET,2023-02-01
C,Nic Claxton,8100,BKN,BOS,2023-02-01
PF/SF,Scottie Barnes,8000,TOR,UTA,2023-02-01
SG,Bradley Beal,8000,WAS,DET,2023-02-01
C,Deandre Ayton,7900,PHO,ATL,2023-02-01
SG/PG,Josh Giddey,7800,OKC,HOU,2023-02-01
PG,Kevin Porter,7800,HOU,OKC,2023-02-01
PF/C,Jaren Jackson,7700,MEM,POR,2023-02-01
PF/SF,Paolo Banchero,7600,ORL,PHI,2023-02-01
C,Rudy Gobert,7600,MIN,GS,2023-02-01
SG/SF,Klay Thompson,7500,GS,MIN,2023-02-01
