pos,name,salary,team,opp,date
PF/SF,Giannis Antetokounmpo,11500,MIL,SA,2022-11-11
C,Nikola Jokic,10600,DEN,BOS,2022-11-11
PG,Stephen Curry,10400,GS,CLE,2022-11-11
SF/PF,LeBron James,10300,LAL,SAC,2022-11-11
PF/C,Anthony Davis,10200,LAL,SAC,2022-11-11
SG/PG,Shai Gilgeous-Alexander,10100,OKC,TOR,2022-11-11
PF/SF,Jayson Tatum,10100,BOS,DEN,2022-11-11
SG/PG,Donovan Mitchell,9900,CLE,GS,2022-11-11
PG,Ja Morant,9700,MEM,MIN,2022-11-11
C/PF,Pascal Siakam,9500,TOR,OKC,2022-11-11
PF/C,Karl-Anthony Towns,9400,MIN,MEM,2022-11-11
C/PF,Domantas Sabonis,9100,SAC,LAL,2022-11-11
SG,Devin Booker,9000,PHO,ORL,2022-11-11
PG,Fred VanVleet,8800,TOR,OKC,2022-11-11
PF/SF,Paolo Banchero,8600,ORL,PHO,2022-11-11
SF/SG,OG Anunoby,8500,TOR,OKC,2022-11-11
PG/SG,Jrue Holiday,8300,MIL,SA,2022-11-11
C,Rudy Gobert,8200,MIN,MEM,2022-11-11
SF/SG,Jaylen Brown,8200,BOS,DEN,2022-11-11
SG/SF,Desmond Bane,8100,MEM,MIN,2022-11-11
PG,De'Aaron Fox,8000,SAC,LAL,2022-11-11
PG/SG,Cade Cunningham,7800,DET,NY,2022-11-11
SG/PG,Darius Garland,7800,CLE,GS,2022-11-11
PF/SF,Scottie Barnes,7700,TOR,OKC,2022-11-11
PG/SG,Jalen Brunson,7600,NY,DET,2022-11-11
PG,Chris Paul,7500,PHO,ORL,2022-11-11
PF/C,Julius Randle,7400,NY,DET,2022-11-11
SF/SG,Khris Middleton,7400,MIL,SA,2022-11-11
PF/SF,Keldon Johnson,7300,SA,MIL,2022-11-11
SF/PF,Andrew Wiggins,7300,GS,CLE,2022-11-11
PG,Russell Westbrook,7200,LAL,SAC,2022-11-11
SG/SF,Anthony Edwards,7200,MIN,MEM,2022-11-11
SF/SG,Franz Wagner,7100,ORL,PHO,2022-11-11
SG,Devin Vassell,7000,SA,MIL,2022-11-11
C/PF,Jarrett Allen,7000,CLE,GS,2022-11-11
SG,Jaden Ivey,6700,DET,NY,2022-11-11
C,Brook Lopez,6700,MIL,SA,2022-11-11
C,Jakob Poeltl,6600,SA,MIL,2022-11-11
PG/SG,Jordan Poole,6600,GS,CLE,2022-11-11
PF/C,Aaron Gordon,6500,DEN,BOS,2022-11-11
C,Deandre Ayton,6500,PHO,ORL,2022-11-11
SG/PG,Josh Giddey,6500,OKC,TOR,2022-11-11
SG/SF,Mikal Bridges,6400,PHO,ORL,2022-11-11
C/PF,Wendell Carter,6400,ORL,PHO,2022-11-11
SF/SG,RJ Barrett,6400,NY,DET,2022-11-11
PF/C,Evan Mobley,6300,CLE,GS,2022-11-11
SG/SF,Caris LeVert,6300,CLE,GS,2022-11-11
PG/SG,D'Angelo Russell,6300,MIN,MEM,2022-11-11
PG/SG,Jamal Murray,6200,DEN,BOS,2022-11-11
PF/SF,Michael Porter,6100,DEN,BOS,2022-11-11
C,Steven Adams,6000,MEM,MIN,2022-11-11
PG/SG,Jalen Suggs,6000,ORL,PHO,2022-11-11
SG/PG,Marcus Smart,5900,BOS,DEN,2022-11-11
SF/SG,Luguentz Dort,5900,OKC,TOR,2022-11-11
C/PF,Isaiah Stewart,5900,DET,NY,2022-11-11
PG,Bones Hyland,5800,DEN,BOS,2022-11-11
PF/C,Bobby Portis,5800,MIL,SA,2022-11-11
SG/SF,Gary Trent,5800,TOR,OKC,2022-11-11
SF/PF,Keegan Murray,5800,SAC,LAL,2022-11-11
PG,Tre Jones,5800,SA,MIL,2022-11-11
C/PF,Chris Boucher,5700,TOR,OKC,2022-11-11
PF,Aleksej Pokusevski,5700,OKC,TOR,2022-11-11
SG/SF,Klay Thompson,5700,GS,CLE,2022-11-11
SF,Saddiq Bey,5700,DET,NY,2022-11-11
PF/C,Draymond Green,5700,GS,CLE,2022-11-11
C,Bol Bol,5600,ORL,PHO,2022-11-11
SG/SF,Kentavious Caldwell-Pope,5600,DEN,BOS,2022-11-11
SG/SF,Kevin Huerter,5500,SAC,LAL,2022-11-11
