pos,name,salary,team,opp,date
C,Nikola Jokic,11500,DEN,OKC,2022-11-03
SG/PG,Shai Gilgeous-Alexander,10800,OKC,DEN,2022-11-03
PG,Stephen Curry,10200,GS,ORL,2022-11-03
PF/SF,Paolo Banchero,8500,ORL,GS,2022-11-03
SF/PF,Andrew Wiggins,8000,GS,ORL,2022-11-03
C/PF,Wendell Carter,7600,ORL,GS,2022-11-03
SG/PG,Josh Giddey,7300,OKC,DEN,2022-11-03
PF/SF,Michael Porter,7000,DEN,OKC,2022-11-03
SF/SG,Franz Wagner,6800,ORL,GS,2022-11-03
PG/SG,Jordan Poole,6500,GS,ORL,2022-11-03
SF/SG,Luguentz Dort,6000,OKC,DEN,2022-11-03
PG/SG,Cole Anthony,5900,ORL,GS,2022-11-03
PF/C,Aaron Gordon,5900,DEN,OKC,2022-11-03
C,Bol Bol,5800,ORL,GS,2022-11-03
PF/C,Draymond Green,5700,GS,ORL,2022-11-03
PG/SG,Jamal Murray,5600,DEN,OKC,2022-11-03
PG,Tre Mann,5500,OKC,DEN,2022-11-03
SG/SF,Kentavious Caldwell-Pope,5400,DEN,OKC,2022-11-03
PG/SG,Jalen Suggs,5300,ORL,GS,2022-11-03
SG/SF,Klay Thompson,5200,GS,ORL,2022-11-03
PF,Aleksej Pokusevski,5000,OKC,DEN,2022-11-03
C/PF,Jeremiah Robinson-Earl,4900,OKC,DEN,2022-11-03
SG,Jaylin Williams,4800,OKC,DEN,2022-11-03
PF/SF,Darius Bazley,4700,OKC,DEN,2022-11-03
C,Mo Bamba,4700,ORL,GS,2022-11-03
SG,Bruce Brown,4700,DEN,OKC,2022-11-03
PG/SG,R.J. Hampton,4600,ORL,GS,2022-11-03
PG,Bones Hyland,4600,DEN,OKC,2022-11-03
SG,Aaron Wiggins,4500,OKC,DEN,2022-11-03
SG/SF,Terrence Ross,4400,ORL,GS,2022-11-03
C,James Wiseman,4400,GS,ORL,2022-11-03
C/PF,Kevon Looney,4400,GS,ORL,2022-11-03
SF,Kenrich Williams,4200,OKC,DEN,2022-11-03
PF/SF,Jeff Green,4100,DEN,OKC,2022-11-03
PG/SG,Markelle Fultz,4000,ORL,GS,2022-11-03
C,DeAndre Jordan,4000,DEN,OKC,2022-11-03
C,Mike Muscala,4000,OKC,DEN,2022-11-03
PF,Chuma Okeke,3900,ORL,GS,2022-11-03
SF/PF,Jonathan Isaac,3900,ORL,GS,2022-11-03
SG,Christian Braun,3900,DEN,OKC,2022-11-03
SF,Ousmane Dieng,3800,OKC,DEN,2022-11-03
PF/C,JaMychal Green,3800,GS,ORL,2022-11-03
SG/SF,Donte DiVincenzo,3800,GS,ORL,2022-11-03
SG,Lindy Waters,3700,OKC,DEN,2022-11-03
SF,Jonathan Kuminga,3600,GS,ORL,2022-11-03
SF,Eugene Omoruyi,3600,OKC,DEN,2022-11-03
SG/SF,Gary Harris,3600,ORL,GS,2022-11-03
SG,Moses Moody,3600,GS,ORL,2022-11-03
PF,Moritz Wagner,3600,ORL,GS,2022-11-03
PF,Jaylin Williams,3600,OKC,DEN,2022-11-03
PG,Ty Jerome,3600,GS,ORL,2022-11-03
PG,Collin Gillespie,3500,DEN,OKC,2022-11-03
PF/C,Zeke Nnaji,3500,DEN,OKC,2022-11-03
SG,Kevon Harris,3500,ORL,GS,2022-11-03
SF,Vlatko Cancar,3500,DEN,OKC,2022-11-03
PG,Isaiah Joe,3500,OKC,DEN,2022-11-03
SF,Anthony Lamb,3500,GS,ORL,2022-11-03
SF,Davon Reed,3500,DEN,OKC,2022-11-03
SF,Andre Iguodala,3500,GS,ORL,2022-11-03
SF,Jack White,3500,DEN,OKC,2022-11-03
PG/SG,Ish Smith,3500,DEN,OKC,2022-11-03
PF,Chet Holmgren,3500,OKC,DEN,2022-11-03
SG,Peyton Watson,3500,DEN,OKC,2022-11-03
SF,Admiral Schofield,3500,ORL,GS,2022-11-03
SF,Caleb Houstan,3500,ORL,GS,2022-11-03
SG,Ryan Rollins,3500,GS,ORL,2022-11-03
SF,Patrick Baldwin,3500,GS,ORL,2022-11-03
