pos,name,salary,team,opp,date
PG/SG,Luka Doncic,12000,DAL,DEN,2022-11-18
PF/SF,Giannis Antetokounmpo,11500,MIL,PHI,2022-11-18
C,Joel Embiid,11200,PHI,MIL,2022-11-18
PF/C,Anthony Davis,11000,LAL,DET,2022-11-18
SG/PG,Shai Gilgeous-Alexander,10800,OKC,MEM,2022-11-18
PG,Stephen Curry,10500,GS,NY,2022-11-18
PF/SF,Jayson Tatum,10500,BOS,NO,2022-11-18
C,Nikola Jokic,10300,DEN,DAL,2022-11-18
PG,Ja Morant,10100,MEM,OKC,2022-11-18
SF/PF,LeBron James,10000,LAL,DET,2022-11-18
SG/PG,Donovan Mitchell,9700,CLE,CHA,2022-11-18
SG/PG,James Harden,9500,PHI,MIL,2022-11-18
SF/PF,Jimmy Butler,9200,MIA,WAS,2022-11-18
SG,Devin Booker,9000,PHO,UTA,2022-11-18
PG/SG,Tyrese Haliburton,8900,IND,HOU,2022-11-18
C/PF,Kristaps Porzingis,8600,WAS,MIA,2022-11-18
PF/SF,Paolo Banchero,8500,ORL,CHI,2022-11-18
PG/SG,CJ McCollum,8400,NO,BOS,2022-11-18
PF,Zion Williamson,8400,NO,BOS,2022-11-18
PG,LaMelo Ball,8300,CHA,CLE,2022-11-18
SG,Bradley Beal,8200,WAS,MIA,2022-11-18
PG/SG,Jrue Holiday,8200,MIL,PHI,2022-11-18
SF/SG,Jaylen Brown,8200,BOS,NO,2022-11-18
SG/PG,Darius Garland,8100,CLE,CHA,2022-11-18
C/PF,Bam Adebayo,8100,MIA,WAS,2022-11-18
SF/SG,Brandon Ingram,8000,NO,BOS,2022-11-18
PF/C,Julius Randle,8000,NY,GS,2022-11-18
PG/SG,Cade Cunningham,7900,DET,LAL,2022-11-18
C,Nikola Vucevic,7900,CHI,ORL,2022-11-18
SG/SF,Desmond Bane,7900,MEM,OKC,2022-11-18
SG/SF,DeMar DeRozan,7900,CHI,ORL,2022-11-18
PG,Kevin Porter,7800,HOU,IND,2022-11-18
C/PF,Myles Turner,7800,IND,HOU,2022-11-18
SG/PG,Terry Rozier,7700,CHA,CLE,2022-11-18
PG,Russell Westbrook,7600,LAL,DET,2022-11-18
PF/SF,Lauri Markkanen,7600,UTA,PHO,2022-11-18
PG/SG,Tyrese Maxey,7600,PHI,MIL,2022-11-18
PG/SG,Jalen Brunson,7500,NY,GS,2022-11-18
SG/SF,Zach LaVine,7400,CHI,ORL,2022-11-18
