date,name,team,opp,fpts,mp,fppm,home,w,w_pts,l,l_pts,injury,starter,fg,fga,fg_perc,3p,3pa,3p_perc,ft,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,plus_minus,ts,efg,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perc,usg,ortg,drtg,bpm,total_pts,pts_diff,team_fpts,matchup,mu_fpts
2023-02-24,Donte DiVincenzo,GS,HOU,22.6,35.23333333333333,0.6414380321665091,1,GS,116,HOU,101,0,1,5,9,0.556,5,9,0.556,0,0,0.0,0,3,3,4,0,0,2,0,15,14.0,0.833,0.833,1.0,0.0,0.0,0.077,0.045,0.181,0.0,0.0,0.182,0.144,135,113,2.8,217,15,212.9,"('GS', 'HOU')",439.2
2023-02-24,JaMychal Green,GS,HOU,17.4,15.7,1.10828025477707,1,GS,116,HOU,101,0,0,1,5,0.2,1,3,0.333,0,0,0.0,1,6,7,2,2,0,3,5,3,4.0,0.3,0.3,0.6,0.0,0.08,0.346,0.235,0.18,0.065,0.0,0.375,0.235,64,86,-11.8,217,15,212.9,"('GS', 'HOU')",439.2
2023-02-24,Jonathan Kuminga,GS,HOU,16.8,24.216666666666665,0.6937370956641432,1,GS,116,HOU,101,0,1,2,7,0.286,0,2,0.0,3,4,0.75,1,3,4,4,0,1,4,3,7,3.0,0.4,0.286,0.286,0.5710000000000001,0.052,0.1119999999999999,0.087,0.24,0.0,0.035,0.313,0.243,83,109,-12.4,217,15,212.9,"('GS', 'HOU')",439.2
2023-02-24,Patrick Baldwin,GS,HOU,15.1,15.666666666666664,0.9638297872340428,1,GS,116,HOU,101,0,0,4,8,0.5,3,5,0.6,0,0,0.0,1,2,3,1,0,0,1,1,11,1.0,0.688,0.688,0.625,0.0,0.081,0.1159999999999999,0.1009999999999999,0.124,0.0,0.0,0.111,0.265,119,112,2.0,217,15,212.9,"('GS', 'HOU')",439.2
2023-02-24,Ty Jerome,GS,HOU,12.7,24.15,0.5258799171842651,1,GS,116,HOU,101,0,0,4,7,0.5710000000000001,1,2,0.5,0,0,0.0,0,1,1,3,0,0,2,1,9,6.0,0.643,0.643,0.286,0.0,0.0,0.038,0.022,0.205,0.0,0.0,0.222,0.172,110,115,-6.0,217,15,212.9,"('GS', 'HOU')",439.2
2023-02-24,Moses Moody,GS,HOU,4.5,12.883333333333333,0.3492884864165588,1,GS,116,HOU,101,0,0,1,4,0.25,1,4,0.25,1,1,1.0,0,0,0,1,0,0,1,0,4,6.0,0.45,0.375,1.0,0.25,0.0,0.0,0.0,0.1119999999999999,0.0,0.0,0.184,0.195,86,117,-10.3,217,15,212.9,"('GS', 'HOU')",439.2
2023-02-24,Anthony Lamb,GS,HOU,18.4,20.15,0.913151364764268,1,GS,116,HOU,101,0,0,2,5,0.4,1,4,0.25,3,4,0.75,2,5,7,0,1,0,1,4,8,9.0,0.5920000000000001,0.5,0.8,0.8,0.125,0.225,0.183,0.0,0.025,0.0,0.129,0.178,117,101,-5.2,217,15,212.9,"('GS', 'HOU')",439.2
2023-02-26,Klay Thompson,GS,MIN,41.0,32.96666666666667,1.243680485338726,1,GS,109,MIN,104,0,1,12,23,0.522,6,14,0.429,2,2,1.0,0,5,5,4,0,0,3,3,32,4.0,0.67,0.652,0.609,0.087,0.0,0.146,0.074,0.271,0.0,0.0,0.1119999999999999,0.335,125,110,7.3,213,5,242.7,"('GS', 'MIN')",478.3
2023-02-26,Kevon Looney,GS,MIN,38.4,31.75,1.2094488188976378,1,GS,109,MIN,104,0,1,4,6,0.667,0,0,0.0,4,7,0.5710000000000001,7,10,17,2,0,1,0,5,12,7.0,0.6609999999999999,0.667,0.0,1.167,0.216,0.302,0.26,0.092,0.0,0.034,0.0,0.118,162,102,1.8,213,5,242.7,"('GS', 'MIN')",478.3
2023-02-26,Jordan Poole,GS,MIN,29.6,34.7,0.8530259365994236,1,GS,109,MIN,104,0,1,5,20,0.25,1,8,0.125,4,5,0.8,1,2,3,4,2,1,4,4,15,8.0,0.338,0.275,0.4,0.25,0.0279999999999999,0.055,0.042,0.172,0.0279999999999999,0.031,0.153,0.311,76,104,-11.8,213,5,242.7,"('GS', 'MIN')",478.3
2023-02-26,Anthony Lamb,GS,MIN,23.4,24.566666666666663,0.9525101763907734,1,GS,109,MIN,104,0,0,3,5,0.6,1,2,0.5,0,0,0.0,3,4,7,2,0,2,1,3,7,6.0,0.7,0.7,0.4,0.0,0.12,0.156,0.138,0.118,0.0,0.087,0.1669999999999999,0.1,139,104,2.2,213,5,242.7,"('GS', 'MIN')",478.3
2023-02-26,Ty Jerome,GS,MIN,21.8,21.4,1.0186915887850467,1,GS,109,MIN,104,0,0,1,5,0.2,0,1,0.0,0,0,0.0,1,3,4,4,3,0,0,3,2,-4.0,0.2,0.2,0.2,0.0,0.046,0.135,0.091,0.244,0.067,0.0,0.0,0.096,99,94,-0.8,213,5,242.7,"('GS', 'MIN')",478.3
2023-02-26,Jonathan Kuminga,GS,MIN,20.5,27.3,0.7509157509157509,1,GS,109,MIN,104,0,1,5,10,0.5,1,1,1.0,2,2,1.0,0,5,5,1,1,0,3,1,13,4.0,0.597,0.55,0.1,0.2,0.0,0.176,0.089,0.0579999999999999,0.018,0.0,0.216,0.209,97,105,-4.4,213,5,242.7,"('GS', 'MIN')",478.3
2023-02-26,JaMychal Green,GS,MIN,10.1,12.0,0.8416666666666667,1,GS,109,MIN,104,0,0,1,4,0.25,1,3,0.333,1,2,0.5,2,1,3,1,0,1,2,0,4,-7.0,0.41,0.375,0.75,0.5,0.163,0.08,0.121,0.114,0.0,0.089,0.291,0.236,81,107,-6.9,213,5,242.7,"('GS', 'MIN')",478.3
2023-02-26,Patrick Baldwin,GS,MIN,6.6,12.85,0.5136186770428015,1,GS,109,MIN,104,0,0,1,4,0.25,1,3,0.333,0,0,0.0,0,3,3,0,0,0,0,0,3,-2.0,0.375,0.375,0.75,0.0,0.0,0.2239999999999999,0.113,0.0,0.0,0.0,0.0,0.128,88,108,-7.9,213,5,242.7,"('GS', 'MIN')",478.3
2023-02-26,Moses Moody,GS,MIN,4.2,4.3,0.9767441860465116,1,GS,109,MIN,104,0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.223,0.113,0.0,0.111,0.0,0.0,0.096,0,83,-2.2,213,5,242.7,"('GS', 'MIN')",478.3
2023-02-26,Donte DiVincenzo,GS,MIN,47.1,38.16666666666666,1.2340611353711792,1,GS,109,MIN,104,0,1,7,13,0.5379999999999999,4,9,0.444,3,4,0.75,2,6,8,5,4,0,3,0,21,9.0,0.711,0.6920000000000001,0.6920000000000001,0.308,0.051,0.151,0.102,0.208,0.05,0.0,0.1689999999999999,0.191,131,99,10.1,213,5,242.7,"('GS', 'MIN')",478.3
2023-02-28,Draymond Green,GS,POR,43.8,32.166666666666664,1.3616580310880828,1,GS,123,POR,105,0,1,4,5,0.8,1,2,0.5,3,4,0.75,0,9,9,8,2,2,3,5,12,26.0,0.888,0.9,0.4,0.8,0.0,0.312,0.17,0.2769999999999999,0.03,0.063,0.307,0.126,138,95,11.6,228,18,232.2,"('GS', 'POR')",438.8
2023-02-28,Jordan Poole,GS,POR,40.0,32.61666666666667,1.2263668880940215,1,GS,123,POR,105,0,1,10,24,0.417,3,10,0.3,6,7,0.857,0,5,5,6,0,0,4,3,29,25.0,0.535,0.479,0.417,0.292,0.0,0.171,0.093,0.258,0.0,0.0,0.129,0.3939999999999999,109,110,-4.0,228,18,232.2,"('GS', 'POR')",438.8
2023-02-28,Klay Thompson,GS,POR,35.6,34.75,1.0244604316546764,1,GS,123,POR,105,0,1,8,21,0.381,3,7,0.429,4,4,1.0,1,7,8,4,1,0,6,1,23,7.0,0.505,0.452,0.333,0.19,0.038,0.225,0.14,0.146,0.0139999999999999,0.0,0.209,0.342,93,105,-6.5,228,18,232.2,"('GS', 'POR')",438.8
2023-02-28,Donte DiVincenzo,GS,POR,29.3,32.71666666666667,0.8955680081507896,1,GS,123,POR,105,0,1,8,11,0.727,5,7,0.7140000000000001,0,0,0.0,3,1,4,3,0,0,1,0,21,15.0,0.955,0.955,0.636,0.0,0.122,0.034,0.074,0.118,0.0,0.0,0.083,0.152,173,114,12.3,228,18,232.2,"('GS', 'POR')",438.8
2023-02-28,Kevon Looney,GS,POR,25.4,23.43333333333333,1.0839260312944523,1,GS,123,POR,105,0,1,7,8,0.875,0,0,0.0,0,0,0.0,3,4,7,2,0,0,0,2,14,16.0,0.875,0.875,0.0,0.0,0.171,0.191,0.182,0.118,0.0,0.0,0.0,0.141,185,109,9.1,228,18,232.2,"('GS', 'POR')",438.8
2023-02-28,Jonathan Kuminga,GS,POR,21.6,25.03333333333333,0.8628495339547271,1,GS,123,POR,105,0,0,8,10,0.8,0,0,0.0,0,1,0.0,0,3,3,0,1,0,1,3,16,4.0,0.7659999999999999,0.8,0.0,0.1,0.0,0.134,0.073,0.0,0.019,0.0,0.087,0.1889999999999999,128,106,1.2,228,18,232.2,"('GS', 'POR')",438.8
2023-02-28,Anthony Lamb,GS,POR,18.0,28.316666666666663,0.6356680400235433,1,GS,123,POR,105,0,0,2,6,0.333,0,1,0.0,0,0,0.0,2,3,5,4,1,0,1,2,4,12.0,0.333,0.333,0.1669999999999999,0.0,0.094,0.118,0.107,0.149,0.017,0.0,0.143,0.102,104,107,-2.6,228,18,232.2,"('GS', 'POR')",438.8
2023-02-28,Ty Jerome,GS,POR,13.4,16.933333333333334,0.7913385826771654,1,GS,123,POR,105,0,0,1,2,0.5,0,1,0.0,0,0,0.0,1,1,2,6,0,0,0,2,2,-3.0,0.5,0.5,0.5,0.0,0.079,0.066,0.072,0.368,0.0,0.0,0.0,0.049,177,113,3.6,228,18,232.2,"('GS', 'POR')",438.8
2023-02-28,JaMychal Green,GS,POR,4.9,4.616666666666667,1.0613718411552346,1,GS,123,POR,105,0,0,1,2,0.5,0,0,0.0,0,0,0.0,2,0,2,1,0,0,1,1,2,-11.0,0.5,0.5,0.0,0.0,0.578,0.0,0.263,0.2689999999999999,0.0,0.0,0.3329999999999999,0.2689999999999999,108,114,-5.9,228,18,232.2,"('GS', 'POR')",438.8
2023-02-28,Patrick Baldwin,GS,POR,0.2,6.766666666666668,0.0295566502463054,1,GS,123,POR,105,0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.165,0.09,0.0,0.0,0.0,0.3329999999999999,0.183,0,110,-25.1,228,18,232.2,"('GS', 'POR')",438.8
2023-02-28,Moses Moody,GS,POR,0.0,2.65,0.0,1,GS,123,POR,105,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115,-5.3,228,18,232.2,"('GS', 'POR')",438.8
2023-03-02,Patrick Baldwin,GS,LAC,13.6,8.866666666666667,1.533834586466165,1,GS,115,LAC,91,0,0,2,6,0.333,0,3,0.0,0,0,0.0,0,3,3,2,0,1,0,2,4,-5.0,0.333,0.333,0.5,0.0,0.0,0.301,0.152,0.384,0.0,0.118,0.0,0.28,90,84,-1.7,206,24,258.5,"('GS', 'LAC')",448.4
2023-03-02,Moses Moody,GS,LAC,4.2,5.066666666666666,0.8289473684210527,1,GS,115,LAC,91,0,0,1,2,0.5,1,2,0.5,0,0,0.0,1,0,1,0,0,0,0,0,3,0.0,0.75,0.75,1.0,0.0,0.179,0.0,0.089,0.0,0.0,0.0,0.0,0.1639999999999999,158,101,9.7,206,24,258.5,"('GS', 'LAC')",448.4
2023-03-02,Anthony Lamb,GS,LAC,11.9,26.61666666666667,0.4470882905447714,1,GS,115,LAC,91,0,0,1,7,0.143,1,5,0.2,2,2,1.0,1,1,2,1,0,1,0,2,5,9.0,0.317,0.214,0.7140000000000001,0.286,0.034,0.033,0.034,0.048,0.0,0.039,0.0,0.123,89,97,-7.4,206,24,258.5,"('GS', 'LAC')",448.4
2023-03-02,JaMychal Green,GS,LAC,0.0,4.633333333333333,0.0,1,GS,115,LAC,91,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,101,-11.4,206,24,258.5,"('GS', 'LAC')",448.4
2023-03-02,Ty Jerome,GS,LAC,16.3,19.633333333333333,0.8302207130730052,1,GS,115,LAC,91,0,0,1,6,0.1669999999999999,0,4,0.0,2,2,1.0,0,4,4,3,1,0,0,0,4,6.0,0.291,0.1669999999999999,0.667,0.333,0.0,0.181,0.091,0.201,0.024,0.0,0.0,0.145,91,90,-3.9,206,24,258.5,"('GS', 'LAC')",448.4
2023-03-02,Kevon Looney,GS,LAC,22.1,24.78333333333333,0.8917283120376597,1,GS,115,LAC,91,0,1,4,7,0.5710000000000001,0,1,0.0,3,4,0.75,3,5,8,1,0,0,0,4,11,17.0,0.628,0.5710000000000001,0.143,0.5710000000000001,0.11,0.179,0.145,0.062,0.0,0.0,0.0,0.146,147,95,-0.8,206,24,258.5,"('GS', 'LAC')",448.4
2023-03-02,Donte DiVincenzo,GS,LAC,29.2,31.4,0.929936305732484,1,GS,115,LAC,91,0,1,2,10,0.2,1,6,0.1669999999999999,0,0,0.0,5,6,11,0,2,2,1,1,5,22.0,0.25,0.25,0.6,0.0,0.144,0.17,0.157,0.0,0.03,0.066,0.091,0.145,77,85,-2.7,206,24,258.5,"('GS', 'LAC')",448.4
2023-03-02,Draymond Green,GS,LAC,31.3,29.05,1.0774526678141134,1,GS,115,LAC,91,0,1,5,7,0.7140000000000001,0,1,0.0,1,2,0.5,1,8,9,9,0,0,4,4,11,19.0,0.698,0.7140000000000001,0.143,0.286,0.031,0.245,0.139,0.484,0.0,0.0,0.337,0.1689999999999999,115,93,3.4,206,24,258.5,"('GS', 'LAC')",448.4
2023-03-02,Jonathan Kuminga,GS,LAC,37.4,28.66666666666667,1.3046511627906976,1,GS,115,LAC,91,0,0,7,12,0.583,3,4,0.75,2,3,0.667,2,5,7,2,2,1,2,3,19,19.0,0.713,0.708,0.333,0.25,0.063,0.155,0.11,0.123,0.033,0.036,0.131,0.221,127,86,9.8,206,24,258.5,"('GS', 'LAC')",448.4
2023-03-02,Klay Thompson,GS,LAC,46.2,29.78333333333333,1.5512031337437044,1,GS,115,LAC,91,0,1,7,16,0.438,3,8,0.375,2,2,1.0,0,11,11,4,2,1,1,2,19,16.0,0.563,0.531,0.5,0.125,0.0,0.3279999999999999,0.166,0.233,0.032,0.035,0.0559999999999999,0.249,118,81,9.5,206,24,258.5,"('GS', 'LAC')",448.4
2023-03-02,Jordan Poole,GS,LAC,46.3,31.5,1.4698412698412695,1,GS,115,LAC,91,0,1,9,20,0.45,5,12,0.417,11,12,0.917,2,2,4,3,2,0,3,1,34,19.0,0.672,0.575,0.6,0.6,0.0579999999999999,0.0559999999999999,0.057,0.181,0.03,0.0,0.106,0.3720000000000001,130,92,14.0,206,24,258.5,"('GS', 'LAC')",448.4
2023-03-03,Kevon Looney,GS,NO,25.7,24.36666666666667,1.0547195622435022,1,GS,108,NO,99,0,1,5,6,0.833,0,0,0.0,0,0,0.0,2,9,11,3,0,0,2,3,10,4.0,0.833,0.833,0.0,0.0,0.127,0.4320000000000001,0.301,0.196,0.0,0.0,0.25,0.15,132,106,4.6,207,9,216.6,"('GS', 'NO')",406.4
2023-03-03,JaMychal Green,GS,NO,28.7,15.383333333333333,1.865655471289274,1,GS,108,NO,99,0,0,5,7,0.7140000000000001,1,2,0.5,3,4,0.75,1,5,6,1,0,2,0,1,14,-1.0,0.799,0.7859999999999999,0.286,0.5710000000000001,0.1009999999999999,0.381,0.26,0.128,0.0,0.13,0.0,0.261,166,98,19.7,207,9,216.6,"('GS', 'NO')",406.4
2023-03-03,Jordan Poole,GS,NO,30.9,33.9,0.9115044247787608,1,GS,108,NO,99,0,1,3,13,0.231,0,5,0.0,12,12,1.0,0,2,2,7,1,0,3,2,18,11.0,0.4920000000000001,0.231,0.385,0.923,0.0,0.069,0.039,0.2769999999999999,0.015,0.0,0.141,0.288,112,110,-4.3,207,9,216.6,"('GS', 'NO')",406.4
2023-03-03,Klay Thompson,GS,NO,36.2,33.63333333333333,1.076313181367691,1,GS,108,NO,99,0,1,10,17,0.588,4,9,0.444,3,4,0.75,0,1,1,4,1,0,1,0,27,4.0,0.72,0.706,0.529,0.235,0.0,0.035,0.02,0.222,0.015,0.0,0.051,0.2689999999999999,142,111,10.8,207,9,216.6,"('GS', 'NO')",406.4
2023-03-03,Jonathan Kuminga,GS,NO,40.4,32.05,1.2605304212168489,1,GS,108,NO,99,0,0,9,13,0.6920000000000001,1,2,0.5,0,0,0.0,3,4,7,0,4,1,2,3,19,13.0,0.731,0.731,0.154,0.0,0.145,0.146,0.146,0.0,0.065,0.031,0.133,0.214,125,95,8.5,207,9,216.6,"('GS', 'NO')",406.4
2023-03-03,Draymond Green,GS,NO,10.5,23.61666666666667,0.4446012702893437,1,GS,108,NO,99,0,1,2,4,0.5,0,1,0.0,0,0,0.0,0,5,5,1,0,1,4,6,4,4.0,0.5,0.5,0.25,0.0,0.0,0.248,0.141,0.057,0.0,0.042,0.5,0.155,51,106,-15.2,207,9,216.6,"('GS', 'NO')",406.4
2023-03-03,Ty Jerome,GS,NO,11.1,22.216666666666665,0.4996249062265566,1,GS,108,NO,99,0,0,1,5,0.2,0,1,0.0,0,0,0.0,0,3,3,5,0,0,2,2,2,-3.0,0.2,0.2,0.2,0.0,0.0,0.158,0.09,0.285,0.0,0.0,0.286,0.144,70,112,-11.5,207,9,216.6,"('GS', 'NO')",406.4
2023-03-03,Anthony Lamb,GS,NO,12.5,17.05,0.7331378299120235,1,GS,108,NO,99,0,0,4,10,0.4,3,8,0.375,0,0,0.0,0,0,0,1,0,0,0,1,11,5.0,0.55,0.55,0.8,0.0,0.0,0.0,0.0,0.098,0.0,0.0,0.0,0.2689999999999999,117,115,-0.4,207,9,216.6,"('GS', 'NO')",406.4
2023-03-03,Donte DiVincenzo,GS,NO,21.4,31.9,0.6708463949843261,1,GS,108,NO,99,0,1,1,3,0.333,1,3,0.333,0,0,0.0,2,5,7,6,1,0,2,4,3,1.0,0.5,0.5,1.0,0.0,0.0969999999999999,0.184,0.146,0.235,0.016,0.0,0.4,0.072,116,108,-0.4,207,9,216.6,"('GS', 'NO')",406.4
2023-03-03,Moses Moody,GS,NO,-0.8,5.883333333333333,-0.1359773371104816,1,GS,108,NO,99,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,2,0,0,7.0,0.0,0.0,0.0,0.0,0.263,0.0,0.113,0.0,0.0,0.0,1.0,0.156,30,115,-18.8,207,9,216.6,"('GS', 'NO')",406.4
2023-03-05,JaMychal Green,GS,LAL,6.0,4.433333333333334,1.3533834586466165,0,LAL,113,GS,105,0,0,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,1,0,1,3,0.0,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.195,126,107,11.6,218,-8,207.9,"('GS', 'LAL')",430.6
2023-03-05,Andre Iguodala,GS,LAL,6.0,14.466666666666669,0.4147465437788018,0,LAL,113,GS,105,0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,2,0,1,0,1,0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.184,0.0,0.054,0.0,0.06,56,117,-5.8,218,-8,207.9,"('GS', 'LAL')",430.6
2023-03-05,Anthony Lamb,GS,LAL,15.2,27.13333333333333,0.5601965601965602,0,LAL,113,GS,105,0,0,2,5,0.4,2,5,0.4,0,0,0.0,0,6,6,2,0,0,1,1,6,17.0,0.6,0.6,1.0,0.0,0.0,0.236,0.121,0.109,0.0,0.0,0.1669999999999999,0.096,103,115,-2.7,218,-8,207.9,"('GS', 'LAL')",430.6
2023-03-05,Jonathan Kuminga,GS,LAL,15.7,13.033333333333331,1.2046035805626598,0,LAL,113,GS,105,0,0,2,10,0.2,1,3,0.333,0,0,0.0,2,4,6,1,0,1,1,2,5,-15.0,0.25,0.25,0.3,0.0,0.171,0.327,0.251,0.129,0.0,0.059,0.091,0.365,63,108,-14.1,218,-8,207.9,"('GS', 'LAL')",430.6
2023-03-05,Kevon Looney,GS,LAL,16.0,20.4,0.7843137254901962,0,LAL,113,GS,105,0,1,3,4,0.75,0,0,0.0,0,0,0.0,1,4,5,0,1,1,2,4,6,-26.0,0.75,0.75,0.0,0.0,0.055,0.209,0.134,0.0,0.024,0.038,0.3329999999999999,0.127,90,107,-5.7,218,-8,207.9,"('GS', 'LAL')",430.6
2023-03-05,Jordan Poole,GS,LAL,17.6,28.316666666666663,0.6215420835785757,0,LAL,113,GS,105,0,0,3,11,0.273,3,10,0.3,1,2,0.5,1,2,3,4,0,0,2,1,10,4.0,0.421,0.409,0.909,0.182,0.039,0.075,0.0579999999999999,0.2189999999999999,0.0,0.0,0.144,0.212,87,119,-6.2,218,-8,207.9,"('GS', 'LAL')",430.6
2023-03-05,Draymond Green,GS,LAL,28.1,31.05,0.9049919484702094,0,LAL,113,GS,105,0,1,7,11,0.636,0,1,0.0,1,3,0.333,1,7,8,3,0,0,1,4,15,6.0,0.609,0.636,0.091,0.273,0.036,0.24,0.141,0.184,0.0,0.0,0.075,0.186,117,115,-1.2,218,-8,207.9,"('GS', 'LAL')",430.6
2023-03-05,Donte DiVincenzo,GS,LAL,31.4,37.016666666666666,0.8482665466006303,0,LAL,113,GS,105,0,1,2,8,0.25,2,6,0.333,5,5,1.0,1,6,7,6,0,1,0,3,11,2.0,0.539,0.375,0.75,0.625,0.03,0.173,0.103,0.233,0.0,0.021,0.0,0.119,137,115,1.4,218,-8,207.9,"('GS', 'LAL')",430.6
2023-03-05,Klay Thompson,GS,LAL,32.5,32.11666666666667,1.0119356512714064,0,LAL,113,GS,105,0,1,8,18,0.444,4,10,0.4,2,2,1.0,1,4,5,3,0,1,3,1,22,-27.0,0.583,0.556,0.556,0.111,0.035,0.133,0.085,0.186,0.0,0.024,0.1369999999999999,0.295,101,116,2.2,218,-8,207.9,"('GS', 'LAL')",430.6
2023-03-05,Stephen Curry,GS,LAL,39.4,32.03333333333333,1.2299687825182102,0,LAL,113,GS,105,0,1,8,20,0.4,5,13,0.385,6,6,1.0,0,2,2,6,1,0,2,3,27,-12.0,0.596,0.525,0.65,0.3,0.0,0.067,0.034,0.374,0.015,0.0,0.081,0.3329999999999999,117,116,8.9,218,-8,207.9,"('GS', 'LAL')",430.6
2023-03-07,Patrick Baldwin,GS,OKC,0.0,4.166666666666667,0.0,0,OKC,137,GS,128,0,0,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0,140,-40.9,265,-9,233.6,"('GS', 'OKC')",486.40000000000003
2023-03-07,Andre Iguodala,GS,OKC,5.9,11.533333333333331,0.5115606936416185,0,OKC,137,GS,128,0,0,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,3,0,0,3,0,2,-14.0,1.0,1.0,0.0,0.0,0.0,0.2189999999999999,0.108,0.291,0.0,0.0,0.75,0.142,77,134,-5.7,265,-9,233.6,"('GS', 'OKC')",486.40000000000003
2023-03-07,Kevon Looney,GS,OKC,10.0,11.05,0.9049773755656108,0,OKC,137,GS,128,0,0,2,4,0.5,0,0,0.0,0,2,0.0,2,3,5,0,1,0,3,3,4,-8.0,0.41,0.5,0.0,0.5,0.223,0.3429999999999999,0.282,0.0,0.0409999999999999,0.0,0.381,0.292,61,120,-22.6,265,-9,233.6,"('GS', 'OKC')",486.40000000000003
2023-03-07,JaMychal Green,GS,OKC,16.1,12.933333333333335,1.2448453608247425,0,OKC,137,GS,128,0,0,2,3,0.667,1,2,0.5,4,4,1.0,1,2,3,1,0,1,1,2,9,-3.0,0.945,0.833,0.667,1.3330000000000002,0.095,0.195,0.145,0.094,0.0,0.065,0.174,0.183,163,130,6.1,265,-9,233.6,"('GS', 'OKC')",486.40000000000003
2023-03-07,Jordan Poole,GS,OKC,22.1,31.5,0.7015873015873016,0,OKC,137,GS,128,0,0,4,12,0.333,1,7,0.143,2,2,1.0,0,3,3,3,0,1,0,2,11,-3.0,0.4270000000000001,0.375,0.583,0.1669999999999999,0.0,0.12,0.059,0.1119999999999999,0.0,0.027,0.0,0.168,103,135,-9.1,265,-9,233.6,"('GS', 'OKC')",486.40000000000003
2023-03-07,Draymond Green,GS,OKC,29.7,32.71666666666667,0.9077941925624043,0,OKC,137,GS,128,0,1,5,7,0.7140000000000001,1,1,1.0,0,0,0.0,0,1,1,11,1,0,2,2,11,4.0,0.7859999999999999,0.7859999999999999,0.143,0.0,0.0,0.039,0.019,0.407,0.0139999999999999,0.0,0.222,0.113,153,135,6.0,265,-9,233.6,"('GS', 'OKC')",486.40000000000003
2023-03-07,Jonathan Kuminga,GS,OKC,31.6,27.766666666666666,1.1380552220888356,0,OKC,137,GS,128,0,1,8,11,0.727,1,3,0.333,4,4,1.0,0,3,3,2,2,0,2,2,21,3.0,0.823,0.773,0.273,0.364,0.0,0.136,0.067,0.104,0.033,0.0,0.136,0.218,139,128,4.3,265,-9,233.6,"('GS', 'OKC')",486.40000000000003
2023-03-07,Donte DiVincenzo,GS,OKC,31.7,33.2,0.9548192771084336,0,OKC,137,GS,128,0,1,2,8,0.25,1,6,0.1669999999999999,2,2,1.0,3,3,6,7,3,0,2,5,7,-10.0,0.394,0.313,0.75,0.25,0.111,0.114,0.113,0.2289999999999999,0.0409999999999999,0.0,0.184,0.134,113,126,-2.5,265,-9,233.6,"('GS', 'OKC')",486.40000000000003
2023-03-07,Klay Thompson,GS,OKC,34.8,39.66666666666666,0.8773109243697479,0,OKC,137,GS,128,0,1,9,17,0.529,5,13,0.385,0,0,0.0,1,3,4,2,1,1,2,1,23,-10.0,0.6759999999999999,0.6759999999999999,0.765,0.0,0.031,0.096,0.063,0.067,0.012,0.021,0.105,0.196,117,133,-0.1,265,-9,233.6,"('GS', 'OKC')",486.40000000000003
2023-03-07,Stephen Curry,GS,OKC,51.7,35.46666666666667,1.4577067669172932,0,OKC,137,GS,128,0,1,14,23,0.609,10,16,0.625,2,2,1.0,1,5,6,7,0,0,6,4,40,-2.0,0.838,0.826,0.696,0.087,0.035,0.178,0.105,0.3379999999999999,0.0,0.0,0.201,0.346,126,135,10.2,265,-9,233.6,"('GS', 'OKC')",486.40000000000003
2023-02-10,Jae'Sean Tate,HOU,MIA,10.3,24.43333333333333,0.4215552523874488,0,MIA,97,HOU,95,0,1,2,7,0.286,0,0,0.0,1,3,0.333,2,2,4,1,0,0,1,4,5,-13.0,0.3,0.286,0.0,0.429,0.089,0.091,0.09,0.063,0.0,0.0,0.107,0.166,71,110,-13.5,192,-2,214.9,"('HOU', 'MIA')",214.9
2023-02-10,Daishen Nix,HOU,MIA,10.9,14.066666666666665,0.7748815165876778,0,MIA,97,HOU,95,0,0,2,3,0.667,1,2,0.5,0,0,0.0,0,2,2,1,1,0,1,2,5,7.0,0.833,0.833,0.667,0.0,0.0,0.159,0.078,0.121,0.035,0.0,0.25,0.123,115,100,0.8,192,-2,214.9,"('HOU', 'MIA')",214.9
